"updated_publication","publication","doi","updated_DOI","DOI","ID_PUB"
NA,"Jimenez-Moreno, G., P.J. Fawcett, and R.S. Anderson. 2008. Millennial and centennial scale vegetation and climate changes during the late Pleistocene and Holocene from northern New Mexico (USA). Quaternary Science Reviews 27:1442-1452.",NA,NA,"",314
NA,"Jiménez-Moreno, G., R.S. Anderson, B.N. Shuman, and E. Yackulic. 2019. Forest and lake dynamics in response to temperature, North American monsoon and ENSO variability during the Holocene in Colorado (USA). Quaternary Science Reviews 211:59-72. [DOI: 10.1016/j.quascirev.2019.03.013]","10.1016/j.quascirev.2019.03.013",NA,"10.1016/j.quascirev.2019.03.013",315
NA,"Jodry, M.A., D.S. Shafer, D.J. Stanford, and O.K. Davis. 1989. Late Quaternary environments and human adaptation in the San Luis Valley, south-central Colorado. Pages 189-208 in E.J. Harmon, editor. Water in the valley: a 1989 perspective on water supplies, issues, and solutions in the San Luis Valley, Colorado. Colorado Ground-Water Association Guidebook, Eighth Annual Field Trip, August 19-20, 1989.;
Shafer, D.S. 1989. The timing of late Quaternary monsoon precipitation maxima in the southwest United States. Doctoral dissertation. University of Arizona, Tucson, Arizona, USA.",NA,NA,"",316
NA,"Jones, J.G. 1991. Pollen evidence of prehistoric forest modification and Maya cultivation in Belize. Doctoral dissertation. Texas A&M, College Station, Texas, USA.",NA,NA,"",317
NA,"Jones, M.C., C.E. Bernhardt, K.W. Krauss, and G.B. Noe. 2017. The impact of late Holocene land use change, climate variability, and sea level rise on carbon storage in tidal freshwater wetlands on the southeastern United States coastal plain. Journal of Geophysical Research: Biogeosciences 122(12):3126-3141. [DOI: 10.1002/2017JG004015]","10.1002/2017JG004015",NA,"10.1002/2017JG004015",318
NA,"Jordan, R.H. 1975. Pollen diagrams from Hamilton Inlet, central Labrador, and their environmental implications for the northern maritime Archaic. Arctic Anthropology 12:92-116.",NA,NA,"",319
NA,"Julig, P.J., J.H. McAndrews, and W.C. Mahaney. 1990. Geoarchaeology of the Cummins site on the beach of proglacial Lake Minong, Lake Superior Basin, Canada. Pages 21-50 in N.P. Lasca and J. Donahue, editors. Archaeological Geology of North America. Centennial Special Volume 4, Geological Society of America, Boulder, Colorado, USA.",NA,NA,"",320
NA,"Kaplan, S.W. 2003. Peat records of late Holocene climate and sea-level change in south Florida. Doctoral dissertation. University of Wisconsin, Madison, Wisconsin, USA.",NA,NA,"",321
NA,"Karrow, P.F. 1963. Pleistocene geology of the Hamilton-Galt area. Geological Report 16, Ontario Department of Mines, Ottawa, Ontario, Canada.;
Cowell, D., P. Karrow, and J. McAndrews. 2004.",NA,NA,"",322
NA,"Kay, P.A. 1979. Multivariate statistical estimates of Holocene vegetation and climate change, forest-tundra transition zone, NWT, Canada. Quaternary Research 11:125-140.",NA,NA,"",323
NA,"Kearney, M.S. 1981. Late Quaternary vegetational and environmental history of Jasper National Park, Alberta. Dissertation. University of Western Ontario, London, Ontario, Canada.;
Kearney, M.S., and B.H. Luckman. 1983. Holocene timberline fluctuations in Jasper National Park, Alberta. Science 221:261-263.;
Kearney, M.S., and B.H. Luckman. 1987. A mid-Holocene vegetational and climatic record from the subalpine zone of the Maligne Valley, Jasper National Park, Alberta (Canada). Palaeogeography, Palaeoclimatology, Palaeoecology 59:227-242.",NA,NA,"",324
NA,"Kearney, M.S. 1981. Late Quaternary vegetational and environmental history of Jasper National Park, Alberta. Dissertation. University of Western Ontario, London, Ontario, Canada.;
Kearney, M.S., and B.H. Luckman. 1983. Holocene timberline fluctuations in Jasper National Park, Alberta. Science 221:261-263.;
Luckman, B.H., and M.S. Kearney. 1986. Reconstruction of Holocene changes in alpine vegetation and climate in the Maligne Range, Jasper National Park, Alberta. Quaternary Research 26:244-261.",NA,NA,"",325
NA,"Kearsley, J.B. 1995. Long-term vegetation dynamics of two forest stands in the north-central Adirondack Mountains, New York. Thesis. Northern Arizona University, Flagstaff, Arizona, USA.;
Kearsley, J.B., and S.T. Jackson. 1997. History of a Pinus strobus-dominated stand in northern New York. Journal of Vegetation Science 8:425-436.",NA,NA,"",326
NA,"Keenan, T.J., and L.C. Cwynar. 1992. Late Quaternary history of black spruce and grasslands in southwest Yukon Territory. Canadian Journal of Botany 70:1336-1345.;
Keenan, T.J. 1991. Late-Quaternary history of Black Spruce and grasslands in southwest Yukon Territory. Master's thesis. University of New Brunswick, Fredericton, New Brunsiwck, Canada.",NA,NA,"",327
NA,"Keizer, P.S., K. Gajewski, and R. McLeman. 2015. Forest dynamics in relation to multi-decadal late-Holocene climatic variability, eastern Ontario, Canada. Review of Palaeobotany and Palynology 219:106-115. [DOI: 10.1016/j.revpalbo.2015.04.001];
Keizer, P.S. 2013. Forest dynamics in relation to late-Holocene climatic variability, eastern Ontario, Canada. Master's thesis. University of Ottawa, Ottawa, Ontario, Canada.","10.1016/j.revpalbo.2015.04.001];",NA,"10.1016/j.revpalbo.2015.04.001",328
NA,"Kellogg, D.C. 1991. Prehistoric landscapes, paleoenvironments, and archaeology of Western Muscongus Bay, Maine. Dissertation. University of Maine, Orono, Maine, USA.",NA,NA,"",329
NA,"Kelly, K.E. 2014. Paleoecological reconstruction of a modern whitebark pine (Pinus albicaulis) population in Grand Teton National Park, WY. Master's thesis. Kansas State University, Manhattan, Kansas, USA.",NA,NA,"",330
NA,"Kelly, R., M.L. Chipman, P.E. Higuera, I. Stefanova, L.B. Brubaker, and F.S. Hu. 2013. Recent burning of boreal forests exceeds fire regime limits of the past 10,000 years. Proceedings of the National Academy of Sciences 110:13055-13060.",NA,NA,"",331
NA,"Kerfoot, W.C. 1974. Net accumulation rates and the history of cladoceran communities. Ecology 55:51-61.",NA,NA,"",332
NA,"King, G.A. 1986. Deglaciation and vegetation history of western Labrador and adjacent Québec. Doctoral dissertation. University of Minnesota, Minneapolis, Minnesota, USA.",NA,NA,"",333
NA,"King, J.E. 1981. Late Quaternary vegetational history of Illinois. Ecological Monographs 51(1):43-62. http://www.jstor.org/stable/2937306.",NA,NA,"",334
NA,"King, J.E., and R.O. Kapp. 1963. Modern pollen rain studies in eastern Ontario. Canadian Journal of Botany 41(2):243-252. [DOI: 10.1139/b63-022]","10.1139/b63-022",NA,"10.1139/b63-022",335
NA,"King, J.E., and W.R. Sigleo. 1973. Modern pollen in the Grand Canyon, Arizona. Geoscience and Man 7(1):73-81. [DOI: 10.1080/00721395.1973.9989736]","10.1080/00721395.1973.9989736",NA,"10.1080/00721395.1973.9989736",336
NA,"King, J.E., and W.R. Sigleo. 1973. Modern pollen in the Grand Canyon, Arizona. Geoscience and Man 7(1):73-81. [DOI: 10.1080/00721395.1973.9989736];
Sigleo, W.R. 1971. Modern pollen distribution as related to vegetation communities and elevation in the Grand Canyon, Arizona. Master's thesis. University of Arizona, Tucson, Arizona, USA.","10.1080/00721395.1973.9989736];",NA,"10.1080/00721395.1973.9989736",337
NA,"Kneller, M., and D.M. Peteet. 1993. Late-Quaternary climate in the ridge and valley of Virginia, U.S.A.: changes in vegetation and depositional environment: a contribution to the 'North Atlantic seaboard programme' of IGCP-253, 'Termination of the Pleistocene'. Quaternary Science Reviews 12(8):613-628. [DOI: 10.1016/0277-3791(93)90003-5]","10.1016/0277-3791(93)90003-5",NA,"10.1016/0277-3791(93)90003-5",338
NA,"Koehler, P.A., and R.S. Anderson. 1994. The paleoecology and stratigraphy of Nichols Meadow, Sierra National Forest, California, USA. Palaeogeography, Palaeoclimatology, Palaeoecology 112:1-17.",NA,NA,"",339
NA,"Koehler, P.A., R.S. Anderson, and W.G. Spaulding. 2005. Development of vegetation in the central Mojave Desert of California during the late Quaternary. Palaeogeography, Palaeoclimatology, Palaeoecology 215(3-4):297-311. [DOI: 10.1016/j.palaeo.2004.09.010]","10.1016/j.palaeo.2004.09.010",NA,"10.1016/j.palaeo.2004.09.010",340
NA,"Koerner, R.M., and D. Fisher. 1979. Discontinuous flow, ice texture, and dirt content in the basal layers of the Devon Island Ice Cap. Journal of Glaciology 23:209-222.;
Lichti-Federovich, S. 1974. Pollen analysis of surface snow from the Devon Island ice cap. Geological Survey of Canada, Paper 74-1, Part A. pp.197-199.;
Lichti-Federovich, S. 1975. Pollen analysis of ice core samples from the Devon Island ice cap. Geological Survey of Canada, Paper 75-1, Part A. pp.441-444.;
Lichti-Federovich, S. 1975. Pollen analysis of surface snow from five Canadian arctic ice caps. Geological Survey of Canada, Paper 75-1, Part B. pp.135-137.;
McAndrews, J.H. 1984. Pollen analysis of the 1973 core from Devon Island Glacier, Canada. Quaternary Research 22:68-76.",NA,NA,"",341
NA,"Kolb, C.R., and G.G. Fredlund. 1981. Palynological studies: Vacherie and Rayburn's Domes, north Louisiana salt dome basin. Top Report E530-02200-T-2, Institute for Environmental Studies, Louisiana State University, Baton Rouge, Louisiana, USA.",NA,NA,"",342
NA,"Krause, T.R., J.M. Russell, R. Zhang, J.W. Williams, and S.T. Jackson. in press. Late-Quaternary vegetation, climate, and fire history of the Southeast Atlantic Coastal Plain based on a 30,000-yr multi-proxy record from White Pond, South Carolina (USA). Quaternary Research.",NA,NA,"",343
NA,"Krause, T.R., Y. Lu, C. Whitlock, S.C. Fritz, and K.L. Pierce. 2015. Patterns of terrestrial and limnologic development during the late-glacial/early-Holocene transition inferred from multiple proxy records from Dailey Lake, Montana, USA. Palaeogeography, Palaeoclimatology, Palaeoecology 422:46-56.",NA,NA,"",344
NA,"Labelle, C., and P.J.H. Richard. 1981. Données pollenanalytiques de l'axe Mont-Saint-Pierre - Mont Jacques-Cartier, en Gaspésie. Pages 137-150 in J.T. Gray (editor). Les zones d'altération et le problème des limites glaciaires. AQQUA et CANQUA, Excursion et colloque en Gaspésie, Québec, 23-29 août 1981.",NA,NA,"",345
NA,"Labelle, C., and P.J.H. Richard. 1981. Végétation tardiglaciaire et postglaciaire au sud-est du Parc des Laurentides, Québec. Géographie physique et Quaternaire 35:345-359.",NA,NA,"",346
NA,"Lacourse, T., and K. Gajewski. 2000. Late Quaternary vegetation history of Sulphur Lake, southwest Yukon Territory, Canada. Arctic 53(1):27-35.;
Lacourse, T. 1998. Late Quaternary vegetation history of Sulphur Lake, southwest Yukon Territory, Canada. Master's thesis. University of Ottawa, Ottawa, Ontario, Canada. 59p.. Master's thesis.",NA,NA,"",347
NA,"Lacourse, T., and M.A. Davies. 2015. A multi-proxy peat study of Holocene vegetation history, bog development, and carbon accumulation on northern Vancouver Island, Pacific coast of Canada. The Holocene 25(7):1165-1178. [DOI: 10.1177/0959683615580201]","10.1177/0959683615580201",NA,"10.1177/0959683615580201",348
NA,"Lacourse, T., K.W. Beer, K.B. Craig, and D. Canil. 2019. Postglacial wetland succession, carbon accumulation and forest dynamics on the east coast of Vancouver Island, British Columbia, Canada. Quaternary Research 92:232-245. [DOI: https://doi.org/10.1017/qua.2018.146]","https://doi.org/10.1017/qua.2018.146",NA,"https://doi.org/10.1017/qua.2018.146",349
NA,"Lacourse, T., R.W. Mathewes, and R.J. Hebda. 2007. Paleoecological analyses of lake sediments reveal prehistoric human impact on forests at Anthony Island UNESCO World Heritage Site, Queen Charlotte Islands (Haida Gwaii), Canada. Quaternary Research 68:177-183. [DOI: 10.1016/j.yqres.2007.04.005]","10.1016/j.yqres.2007.04.005",NA,"10.1016/j.yqres.2007.04.005",350
NA,"Lafontaine-Boyer, K., and K. Gajewski. 2014. Vegetation dynamics in relation to late Holocene climate variability and disturbance, Outaouais, Québec, Canada. The Holocene 24(11):1515-1526.",NA,NA,"",351
NA,"Laird, K.R. 1996. A high-resolution paleoclimatic record of a closed-basin lake in the northern Great Plains. Doctoral dissertation. University of Minnesota, Minneapolis, Minnesota, USA.;
Laird, K.R., S.C. Fritz, E.C. Grimm, and P.G. Mueller. 1996. Century-scale paleoclimatic reconstruction from Moon Lake, a closed-basin lake in the northern Great Plains. Limnology and Oceanography 41:890-902.;
Laird, K.R., S.C. Fritz, K.A. Maasch, and B.F. Cumming. 1996. Greater drought intensity and frequency before AD 1200 in the Northern Great Plains, USA. Nature 384:552-554.",NA,NA,"",352
NA,"Lamb, H.F. 1978. Post-glacial vegetation change in southeastern Labrador. Thesis. University of Minnesota, Minneapolis, Minnesota, USA.",NA,NA,"",353
NA,"Lamb, H.F. 1978. Post-glacial vegetation change in southeastern Labrador. Thesis. University of Minnesota, Minneapolis, Minnesota, USA.;
Lamb, H.F. 1980. Late Quaternary vegetational history of southeastern Labrador. Arctic and Alpine Research 12:117-135.",NA,NA,"",354
NA,"Lamb, H.F. 1982. Late Quaternary vegetational history of the forest-tundra ecotone in North-Central Labrador. Dissertation. University of Cambridge, Cambridge, England.;
Lamb, H.F. 1985. Palynological evidence for postglacial change in the position of tree limit in Labrador. Ecological Monographs 55:241-258.",NA,NA,"",355
NA,"Lamb, H.F. 1984. Modern pollen spectra from Labrador and their use in reconstructing Holocene vegetational history. Journal of Ecology 72:37-59.;
Lamb, H.F. 1982. Late Quaternary vegetational history of the forest-tundra ecotone in North-Central Labrador. Dissertation. University of Cambridge, Cambridge, England.",NA,NA,"",356
NA,"Ledger, P.M. 2018. Are circumpolar hunter-gatherers visible in the palaeoenvironmental record? Pollen-analytical evidence from Nunalleq, southwestern Alaska. The Holocene 28(3):415-426.",NA,NA,"",357
NA,"Levesque, A.J., F.E. Mayle, I.R. Walker, and L.C. Cwynar. 1993. A previously unrecognized late-glacial cold event in eastern North America. Nature 361:623-626. [DOI: 10.1038/361623a0];
Mayle, F.E., A.J. Levesque, and L.C. Cwynar. 1993. Accelerator-Mass-Spectrometer ages for the Younger Dryas event in Atlantic Canada. Quaternary Research 39(3):355-360. [DOI: 10.1006/qres.1993.1042];
Mayle, F.E., and L.C. Cwynar. 1995. A review of multi-proxy data for the Younger Dryas in Atlantic Canada. Quaternary Science Reviews 14(9):813-821. [DOI: 10.1016/0277-3791(95)00063-1];
Mayle, F.E., and L.C. Cwynar. 1995. Impact of the Younger Dryas cooling event upon lowland vegetation of maritime Canada. Ecological Monographs 65(2):129-154. [DOI: 10.2307/2937135];
Mott, R.J. 1975. Palynological studies of lake sediment profiles from southwestern New Brunswick. Canadian Journal of Earth Sciences 12(2):273-288. [DOI: 10.1139/e75-024];
Levesque, A.J., F.E. Mayle, I.R. Walker, and L.C. Cwynar. 1993. Erratum: A previously unrecognized late-glacial cold event in eastern North America. Nature 363:188.;
Mott, R.J., D.R. Grant, R. Stea, and S. Occhietti. 1986. Late-glacial climatic oscillation in Atlantic Canada equivalent to the Allerød/Younger Dryas event. Nature 323: 247-250..","10.1038/361623a0];;
10.1006/qres.1993.1042];;
10.1016/0277-3791(95)00063-1];;
10.2307/2937135];;
10.1139/e75-024];",NA,"10.1038/361623a0;
10.1006/qres.1993.1042;
10.1016/0277-3791(95)00063-1;
10.2307/2937135;
10.1139/e75-024",358
NA,"Lewis, C.F.M., and T.W. Anderson. 1989. Oscillations of levels and cool phases of the Laurentian Great Lakes caused by inflows from glacial Lakes Agassiz and Barlow-Ojibway. Journal of Paleolimnology 2:99-146.",NA,NA,"",359
NA,"Leyden, B.W., M. Brenner, T.J. Whitmore, J.H. Curtis, D.R. Piperno, and B.H. Dahlin. 1996. A record of long- and short-term climatic variation from northwest Yucatan: Cenote San Jose Chulchaca. Pages 30-50 in S.L. Fedick, editor. The Managed Mosaic: Ancient Maya Agriculture and Resource Use. University of Utah Press, Salt Lake City, Utah, USA.",NA,NA,"",360
NA,"Lichti-Federovich, S. 1970. The pollen stratigraphy of a dated section of late Pleistocene lake sediment from central Alberta. Canadian Journal of Earth Sciences 7:938-945.",NA,NA,"",361
NA,"Lichti-Federovich, S., and J.C. Ritchie. 1968. Recent pollen assemblages from the western interior of Canada. Review of Palaeobotany and Palynology 7(4):297-344. [DOI: 10.1016/0034-6667(68)90035-3]","10.1016/0034-6667(68)90035-3",NA,"10.1016/0034-6667(68)90035-3",362
NA,"Liu, K.-B. 1990. Holocene paleoecology of the boreal forest and Great Lakes-St. Lawrence forest in northern Ontario. Ecological Monographs 60:179-212.",NA,NA,"",363
NA,"Liu, K.-B., and N.S.-N. Lam. 1985. Paleovegetational reconstruction based on modern and fossil pollen data: an application of discriminant analysis. Annals of the Association of American Geographers 75(1):115-130. http://www.jstor.org/stable/2563179.;
Liu, K.-B. 1990. Holocene paleoecology of the boreal forest and Great Lakes-St. Lawrence forest in northern Ontario. Ecological Monographs 60:179-212.",NA,NA,"",364
NA,"Liu, K., and M.L. Fearn. 1993. Lake-sediment record of late Holocene hurricane activities from coastal Alabama. Geology 21(9):793-796. [DOI: 10.1130/0091-7613(1993)021<0793:LSROLH>2.3.CO;2];
Liu, K., and M.L. Fearn. 1995. Maize pollen of 3500 B.P. from southern Alabama. American Antiquity 60(1):109-117.","10.1130/0091-7613(1993)021<0793:LSROLH>2.3.CO;2];",NA,"10.1130/0091-7613(1993)021<0793:LSROLH>2.3.CO;2",365
NA,"Liu, Y., J.J. Anderson, J.W. Williams, and S.T. Jackson. 2013. Vegetation history in central Kentucky and Tennessee (USA) during the last glacial and deglacial periods. Quaternary Research 79(2):189-198. [DOI: 10.1016/j.yqres.2012.12.005]","10.1016/j.yqres.2012.12.005",NA,"10.1016/j.yqres.2012.12.005",366
NA,"Livingstone, D.A. 1968. Some interstadial and postglacial pollen diagrams from eastern Canada. Ecological Monographs 38:87-125.",NA,NA,"",367
NA,"Locke, S.M. 1995. A paleohydrologic model applied to the Holocene sediment stratigraphy of two lakes in north-central Minnesota. Doctoral dissertation. University of Minnesota, Minneapolis, Minnesota, USA.",NA,NA,"",368
NA,"Long, C.J., and C. Whitlock. 2002. Fire and vegetation history from the coastal rain forest of the western Oregon Coast Range. Quaternary Research 58:215-225.",NA,NA,"",369
NA,"Long, C.J., C. Whitlock, and P.J. Bartlein. 2007. Holocene vegetation and fire history of the Coast Range, western Oregon, USA. The Holocene 17:917-926.",NA,NA,"",370
NA,"Long, C.J., J.J. Shinker, T.A. Minckley, M.J. Power, and P.J. Bartlein. 2019. A 7600 year vegetation and fire history from Anthony Lake, northeastern Oregon, USA, with linkages to modern synoptic climate patterns. Quaternary Research 91(2):705-713.",NA,NA,"",371
NA,"Louderback, L.A., and D.E. Rhode. 2009. 15,000 years of vegetation change in the Bonneville Basin: the Blue Lake pollen record. Quaternary Science Reviews 28(3-4):308-326. [DOI: 10.1016/j.quascirev.2008.09.027];
Louderback, L.A. 2007. Changes in vegetation and human adaptation from the latest Pleistocene to late Holocene in the Eastern Great Basin: The Blue Lake pollen record. Master's thesis. University of Nevada, Reno, Nevada, USA.","10.1016/j.quascirev.2008.09.027];",NA,"10.1016/j.quascirev.2008.09.027",372
NA,"Lowdon, J.A., and W. Blake, Jr. 1968. Geological Survey of Canada radiocarbon dates VII. Radiocarbon 10:207-245.",NA,NA,"",373
NA,"Lozano-García, M.S., and B. Ortega-Guerrero. 1994. Palynological and magnetic records of Lake Chalco, central Mexico. Palaeogeography, Palaeoclimatology, Palaeoecology 109:332-342.;
Lozano-García, M.S., B. Ortega-Guerrero, M. Caballero-Miranda, and J. Urrutia-Facugauchi. 1993. Late Pleistocene and Holocene Paleoenvironments of Chalco Lake, Central Mexico. Quaternary Research 40:332-342.;
Ortega-Guerrero, B. 1992. Paleomagnetismo, magnetoestratifia y paleoecología del Cuaternario tardío en el Lago de Chalco, Cuenca de México. Dissertation. National University of Mexico.",NA,NA,"",374
NA,"Lozhkin, A.V., D.M. Hopkins, T.B. Solomatkina, W.R. Eisner, and J. Brigham-Grette. 1998. Radiocarbon dates and palynological characteristics of peat from St Lawrence Island, Alaska. Pages 9-27 in Environmental changes in Beringia during the Quaternary. North East Interdisciplinary Research Institute, Far East Branch, Russian Academy of Sciences, Magadan, Russia. Translated from Russian.",NA,NA,"",375
NA,"Lozhkin, A.V., P. Anderson, W.R. Eisner, and T.B. Solomatkina. 2011. Late glacial and holocene landscapes of central Beringia. Quaternary Research 76:383-392.",NA,NA,"",376
NA,"Lucas, J.D., and T. Lacourse. 2013. Holocene vegetation history and fire regimes of Pseudotsuga menziesii forests in the Gulf Islands National Park Reserve, southwestern British Columbia, Canada. Quaternary Research 79(3):366-376. [DOI: 10.1016/j.yqres.2013.03.001];
Lucas, J.D. 2012. Holocene vegetation and fire history of Pender Island, British Columbia, Canada. Master's thesis. University of Victoria, Victoria, British Columbia, Canada.","10.1016/j.yqres.2013.03.001];",NA,"10.1016/j.yqres.2013.03.001",377
NA,"Lundeen, Z.J., and A. Brunelle. 2016. A 14,000-year record of fire, climate, and vegetation from the Bear River Range, southeast Idaho, USA. The Holocene 26(6):833-842.",NA,NA,"",378
NA,"Lynch, E.A. 1995. Origin of a park-forest vegetation mosaic in the Wind River Range, Wyoming. Dissertation. University of Minnesota, Minneapolis, Minnesota, USA.;
Lynch, E.A. 1998. Origin of a park-forest vegetation mosaic in the Wind River Range, Wyoming. Ecology 79:1320-1338.",NA,NA,"",379
NA,"Lynch, E.A., S.C. Hotchkiss, and R. Calcote. 2011. Charcoal signatures defined by multivariate analysis of charcoal records from 10 lakes in northwest Wisconsin (USA). Quaternary Research 75(1):125-137. [DOI: 10.1016/j.yqres.2010.08.007]","10.1016/j.yqres.2010.08.007",NA,"10.1016/j.yqres.2010.08.007",380
NA,"Lynch, J.A., J.S. Clark, N.H. Bigelow, M.E. Edwards, and B.P. Finney. 2003. Geographic and temporal variations in fire history in boreal ecosystems of Alaska. Journal of Geophysical Research: Atmospheres 108(D1):8152. [DOI: 10.1029/2001JD000332]","10.1029/2001JD000332",NA,"10.1029/2001JD000332",381
NA,"MacDonald, G.M. 1984. Postglacial plant migration and vegetation development in the western Canadian boreal forest. Dissertation. University of Toronto, Toronto, Ontario, Canada.",NA,NA,"",382
NA,"MacDonald, G.M. 1984. Postglacial plant migration and vegetation development in the western Canadian boreal forest. Dissertation. University of Toronto, Toronto, Ontario, Canada.;
MacDonald, G.M. 1987. Postglacial development of the subalpine-boreal transition forest of western Canada. Journal of Ecology 75:303-320.;
MacDonald, G.M., and L.C. Cwynar. 1985. A fossil pollen based reconstruction of the late Quaternary history of lodgepole pine (Pinus contorta ssp. latifolia) in the western interior of Canada. Canadian Journal of Forest Research 15:1039-1044.",NA,NA,"",383
NA,"MacDonald, G.M. 1984. Postglacial plant migration and vegetation development in the western Canadian boreal forest. Dissertation. University of Toronto, Toronto, Ontario, Canada.;
MacDonald, G.M. 1987. Postglacial development of the subalpine-boreal transition forest of western Canada. Journal of Ecology 75:303-320.;
MacDonald, G.M., and L.C. Cwynar. 1985. A fossil pollen based reconstruction of the late Quaternary history of lodgepole pine (Pinus contorta ssp. latifolia) in the western interior of Canada. Canadian Journal of Forest Research 15:1039-1044.;
MacDonald, G.M., and L.C. Cwynar. 1991. Post-glacial population growth rates of Pinus contorta ssp. latifolia in western Canada. Journal of Ecology 79:417-429.",NA,NA,"",384
NA,"MacDonald, G.M. 1984. Postglacial plant migration and vegetation development in the western Canadian boreal forest. Dissertation. University of Toronto, Toronto, Ontario, Canada.;
MacDonald, G.M. 1987. Postglacial vegetation history of the Mackenzie River Basin. Quaternary Research 28:245-262.",NA,NA,"",385
NA,"MacDonald, G.M. 1984. Postglacial plant migration and vegetation development in the western Canadian boreal forest. Dissertation. University of Toronto, Toronto, Ontario, Canada.;
MacDonald, G.M. 1987. Postglacial vegetation history of the Mackenzie River Basin. Quaternary Research 28:245-262.;
MacDonald, G.M., and L.C. Cwynar. 1985. A fossil pollen based reconstruction of the late Quaternary history of lodgepole pine (Pinus contorta ssp. latifolia) in the western interior of Canada. Canadian Journal of Forest Research 15:1039-1044.",NA,NA,"",386
NA,"MacDonald, G.M. 1987. Postglacial vegetation history of the Mackenzie River Basin. Quaternary Research 28:245-262.",NA,NA,"",387
NA,"MacDonald, G.M. 1989. Postglacial palaeoecology of the subalpine forest–grassland ecotone of southwestern Alberta: new insights on vegetation and climate change in the Canadian Rocky Mountains and adjacent foothills. Palaeogeography, Palaeoclimatology, Palaeoecology 73(3-4):155-173. [DOI: 10.1016/0031-0182(89)90001-1];
MacDonald, G.M., R.P. Beukens, and W.E. Kieser. 1991. Radiocarbon dating of limnic sediments: a comparative analysis and discussion. Ecology 72(3):1150-1155. [DOI: 10.2307/1940612];
MacDonald, G.M., R.P. Beukens, W.E. Kieser, and D.H. Vitt. 1987. Comparative radiocarbon dating of terrestrial plant macrofossils and aquatic moss from the ""ice-free corridor"" of western Canada. Geology 15(9):837-840. [DOI: 10.1130/0091-7613(1987)​15<837:CRDOTP>​2.0.CO;2]","10.1016/0031-0182(89)90001-1];;
10.2307/1940612];;
10.1130/0091-7613(1987)​15<837:CRDOTP>​2.0.CO;2",NA,"10.1016/0031-0182(89)90001-1;
10.2307/1940612;
10.1130/0091-7613(1987)​15<837:CRDOTP>​2.0.CO;2",388
NA,"MacDonald, G.M., and L.C. Cwynar. 1985. A fossil pollen based reconstruction of the late Quaternary history of lodgepole pine (Pinus contorta ssp. latifolia) in the western interior of Canada. Canadian Journal of Forest Research 15:1039-1044.;
MacDonald, G.M., and L.C. Cwynar. 1991. Post-glacial population growth rates of Pinus contorta ssp. latifolia in western Canada. Journal of Ecology 79:417-429.",NA,NA,"",389
NA,"MacDonald, G.M., T.W.D. Edwards, K.A. Moser, R. Pienitz, and J.P. Smol. 1993. Rapid response of treeline vegetation and lakes to past climate warming. Nature 361:243-246.;
Moser, K.A., and G.M. MacDonald. 1990. Holocene vegetation change at treeline north of Yellowknife, Northwest Territories, Canada. Quaternary Research 34:227-239.",NA,NA,"",390
NA,"Macpherson, J.B. 1982. Postglacial vegetational history of the eastern Avalon Peninsula, Newfoundland, and Holocene climatic change along the eastern Canadian seaboard. Géographie physique et Quaternaire 36(1-2):175-196. https://www.erudit.org/revue/gpq/1982/v36/n1-2/032476ar.html. [DOI: 10.7202/032476ar]","10.7202/032476ar",NA,"10.7202/032476ar",391
NA,"Macpherson, J.B. 1982. Postglacial vegetational history of the eastern Avalon Peninsula, Newfoundland, and Holocene climatic change along the eastern Canadian seaboard. Géographie physique et Quaternaire 36(1-2):175-196. https://www.erudit.org/revue/gpq/1982/v36/n1-2/032476ar.html. [DOI: 10.7202/032476ar];
Lowdon, J.A., and W. Blake, Jr. 1978. Geological Survey of Canada radiocarbon dates XVIII. Geological Survey of Canada Paper 78-7:3.","10.7202/032476ar];",NA,"10.7202/032476ar",392
NA,"Maenza-Gmelch, T.E. 1997. Holocene vegetation, climate, and fire history of the Hudson Highlands, southeastern New York, USA. The Holocene 7(1):25-37. [DOI: 10.1177/095968369700700103];
Maenza-Gmelch, T.E. 1997. Late-glacial - early Holocene vegetation, climate, and fire at Sutherland Pond, Hudson Highlands, southeastern New York, U.S.A. Canadian Journal of Botany In Press.","10.1177/095968369700700103];",NA,"10.1177/095968369700700103",393
NA,"Maher, L.J., Jr. 1961. Pollen analysis and postglacial vegetation history in the Animas Valley Region, Southern San Juan Mountains, Colorado. Doctoral dissertation. University of Minnesota, Minneapolis, Minnesota, USA.;
Bender, M.M., R.A. Bryson, and D.A. Baerreis. 1966. University of Wisconsin radiocarbon dates II. Radiocarbon 8:522-533. [DOI: 10.1017/S0033822200000333];
Maher, L.J., Jr. 1963. Pollen analyses of surface materials from the Southern San Juan Mountains, Colorado. Geological Society of America Bulletin 74(12):1485-1503. [DOI: 10.1130/0016-7606(1963)74[1485:PAOSMF]2.0.CO;2]","10.1017/S0033822200000333];;
10.1130/0016-7606(1963)74[1485:PAOSMF]2.0.CO;2",NA,"10.1017/S0033822200000333;
10.1130/0016-7606(1963)74[1485:PAOSMF]2.0.CO;2",394
