updated_publication,publication,updated_DOI,DOI,ID_PUB
"Lamb, H.F. 1982. Late Quaternary vegetational history of the forest-tundra ecotone in North-Central Labrador. Dissertation. University of Cambridge, Cambridge, England.;
Lamb, H.F. 1985. Palynological evidence for postglacial change in the position of tree limit in Labrador. Ecological Monographs 55:241-258.","Lamb, H.F. 1982. Late Quaternary vegetational history of the forest-tundra ecotone in North-Central Labrador. Dissertation. University of Cambridge, Cambridge, England.;
Lamb, H.F. 1985. Palynological evidence for postglacial change in the position of tree limit in Labrador. Ecological Monographs 55:241-258.",,,355
"Lamb, H.F. 1984. Modern pollen spectra from Labrador and their use in reconstructing Holocene vegetational history. Journal of Ecology 72:37-59.;
Lamb, H.F. 1982. Late Quaternary vegetational history of the forest-tundra ecotone in North-Central Labrador. Dissertation. University of Cambridge, Cambridge, England.","Lamb, H.F. 1984. Modern pollen spectra from Labrador and their use in reconstructing Holocene vegetational history. Journal of Ecology 72:37-59.;
Lamb, H.F. 1982. Late Quaternary vegetational history of the forest-tundra ecotone in North-Central Labrador. Dissertation. University of Cambridge, Cambridge, England.",,,356
"Ledger, P.M. 2018. Are circumpolar hunter-gatherers visible in the palaeoenvironmental record? Pollen-analytical evidence from Nunalleq, southwestern Alaska. The Holocene 28(3):415-426.","Ledger, P.M. 2018. Are circumpolar hunter-gatherers visible in the palaeoenvironmental record? Pollen-analytical evidence from Nunalleq, southwestern Alaska. The Holocene 28(3):415-426.",,,357
"Levesque, A.J., F.E. Mayle, I.R. Walker, and L.C. Cwynar. 1993. A previously unrecognized late-glacial cold event in eastern North America. Nature 361:623-626. [DOI: 10.1038/361623a0];
Mayle, F.E., A.J. Levesque, and L.C. Cwynar. 1993. Accelerator-Mass-Spectrometer ages for the Younger Dryas event in Atlantic Canada. Quaternary Research 39(3):355-360. [DOI: 10.1006/qres.1993.1042];
Mayle, F.E., and L.C. Cwynar. 1995. A review of multi-proxy data for the Younger Dryas in Atlantic Canada. Quaternary Science Reviews 14(9):813-821. [DOI: 10.1016/0277-3791(95)00063-1];
Mayle, F.E., and L.C. Cwynar. 1995. Impact of the Younger Dryas cooling event upon lowland vegetation of maritime Canada. Ecological Monographs 65(2):129-154. [DOI: 10.2307/2937135];
Mott, R.J. 1975. Palynological studies of lake sediment profiles from southwestern New Brunswick. Canadian Journal of Earth Sciences 12(2):273-288. [DOI: 10.1139/e75-024];
Levesque, A.J., F.E. Mayle, I.R. Walker, and L.C. Cwynar. 1993. Erratum: A previously unrecognized late-glacial cold event in eastern North America. Nature 363:188.;
Mott, R.J., D.R. Grant, R. Stea, and S. Occhietti. 1986. Late-glacial climatic oscillation in Atlantic Canada equivalent to the Allerød/Younger Dryas event. Nature 323: 247-250..","Levesque, A.J., F.E. Mayle, I.R. Walker, and L.C. Cwynar. 1993. A previously unrecognized late-glacial cold event in eastern North America. Nature 361:623-626. [DOI: 10.1038/361623a0];
Mayle, F.E., A.J. Levesque, and L.C. Cwynar. 1993. Accelerator-Mass-Spectrometer ages for the Younger Dryas event in Atlantic Canada. Quaternary Research 39(3):355-360. [DOI: 10.1006/qres.1993.1042];
Mayle, F.E., and L.C. Cwynar. 1995. A review of multi-proxy data for the Younger Dryas in Atlantic Canada. Quaternary Science Reviews 14(9):813-821. [DOI: 10.1016/0277-3791(95)00063-1];
Mayle, F.E., and L.C. Cwynar. 1995. Impact of the Younger Dryas cooling event upon lowland vegetation of maritime Canada. Ecological Monographs 65(2):129-154. [DOI: 10.2307/2937135];
Mott, R.J. 1975. Palynological studies of lake sediment profiles from southwestern New Brunswick. Canadian Journal of Earth Sciences 12(2):273-288. [DOI: 10.1139/e75-024];
Levesque, A.J., F.E. Mayle, I.R. Walker, and L.C. Cwynar. 1993. Erratum: A previously unrecognized late-glacial cold event in eastern North America. Nature 363:188.;
Mott, R.J., D.R. Grant, R. Stea, and S. Occhietti. 1986. Late-glacial climatic oscillation in Atlantic Canada equivalent to the Allerød/Younger Dryas event. Nature 323: 247-250..","10.1038/361623a0;
10.1006/qres.1993.1042;
10.1016/0277-3791(95)00063-1;
10.2307/2937135;
10.1139/e75-024","10.1038/361623a0;
10.1006/qres.1993.1042;
10.1016/0277-3791(95)00063-1;
10.2307/2937135;
10.1139/e75-024",358
"Lewis, C.F.M., and T.W. Anderson. 1989. Oscillations of levels and cool phases of the Laurentian Great Lakes caused by inflows from glacial Lakes Agassiz and Barlow-Ojibway. Journal of Paleolimnology 2:99-146.","Lewis, C.F.M., and T.W. Anderson. 1989. Oscillations of levels and cool phases of the Laurentian Great Lakes caused by inflows from glacial Lakes Agassiz and Barlow-Ojibway. Journal of Paleolimnology 2:99-146.",,,359
"Leyden, B.W., M. Brenner, T.J. Whitmore, J.H. Curtis, D.R. Piperno, and B.H. Dahlin. 1996. A record of long- and short-term climatic variation from northwest Yucatan: Cenote San Jose Chulchaca. Pages 30-50 in S.L. Fedick, editor. The Managed Mosaic: Ancient Maya Agriculture and Resource Use. University of Utah Press, Salt Lake City, Utah, USA.","Leyden, B.W., M. Brenner, T.J. Whitmore, J.H. Curtis, D.R. Piperno, and B.H. Dahlin. 1996. A record of long- and short-term climatic variation from northwest Yucatan: Cenote San Jose Chulchaca. Pages 30-50 in S.L. Fedick, editor. The Managed Mosaic: Ancient Maya Agriculture and Resource Use. University of Utah Press, Salt Lake City, Utah, USA.",,,360
"Lichti-Federovich, S. 1970. The pollen stratigraphy of a dated section of late Pleistocene lake sediment from central Alberta. Canadian Journal of Earth Sciences 7:938-945.","Lichti-Federovich, S. 1970. The pollen stratigraphy of a dated section of late Pleistocene lake sediment from central Alberta. Canadian Journal of Earth Sciences 7:938-945.",,,361
"Lichti-Federovich, S., and J.C. Ritchie. 1968. Recent pollen assemblages from the western interior of Canada. Review of Palaeobotany and Palynology 7(4):297-344. [DOI: 10.1016/0034-6667(68)90035-3]","Lichti-Federovich, S., and J.C. Ritchie. 1968. Recent pollen assemblages from the western interior of Canada. Review of Palaeobotany and Palynology 7(4):297-344. [DOI: 10.1016/0034-6667(68)90035-3]",10.1016/0034-6667(68)90035-3,10.1016/0034-6667(68)90035-3,362
"Liu, K.-B. 1990. Holocene paleoecology of the boreal forest and Great Lakes-St. Lawrence forest in northern Ontario. Ecological Monographs 60:179-212.","Liu, K.-B. 1990. Holocene paleoecology of the boreal forest and Great Lakes-St. Lawrence forest in northern Ontario. Ecological Monographs 60:179-212.",,,363
"Liu, K.-B., and N.S.-N. Lam. 1985. Paleovegetational reconstruction based on modern and fossil pollen data: an application of discriminant analysis. Annals of the Association of American Geographers 75(1):115-130. http://www.jstor.org/stable/2563179.;
Liu, K.-B. 1990. Holocene paleoecology of the boreal forest and Great Lakes-St. Lawrence forest in northern Ontario. Ecological Monographs 60:179-212.","Liu, K.-B., and N.S.-N. Lam. 1985. Paleovegetational reconstruction based on modern and fossil pollen data: an application of discriminant analysis. Annals of the Association of American Geographers 75(1):115-130. http://www.jstor.org/stable/2563179.;
Liu, K.-B. 1990. Holocene paleoecology of the boreal forest and Great Lakes-St. Lawrence forest in northern Ontario. Ecological Monographs 60:179-212.",,,364
"Liu, K., and M.L. Fearn. 1993. Lake-sediment record of late Holocene hurricane activities from coastal Alabama. Geology 21(9):793-796. [DOI: 10.1130/0091-7613(1993)021<0793:LSROLH>2.3.CO;2];
Liu, K., and M.L. Fearn. 1995. Maize pollen of 3500 B.P. from southern Alabama. American Antiquity 60(1):109-117.","Liu, K., and M.L. Fearn. 1993. Lake-sediment record of late Holocene hurricane activities from coastal Alabama. Geology 21(9):793-796. [DOI: 10.1130/0091-7613(1993)021<0793:LSROLH>2.3.CO;2];
Liu, K., and M.L. Fearn. 1995. Maize pollen of 3500 B.P. from southern Alabama. American Antiquity 60(1):109-117.",10.1130/0091-7613(1993)021<0793:LSROLH>2.3.CO;2,10.1130/0091-7613(1993)021<0793:LSROLH>2.3.CO;2,365
"Liu, Y., J.J. Anderson, J.W. Williams, and S.T. Jackson. 2013. Vegetation history in central Kentucky and Tennessee (USA) during the last glacial and deglacial periods. Quaternary Research 79(2):189-198. [DOI: 10.1016/j.yqres.2012.12.005]","Liu, Y., J.J. Anderson, J.W. Williams, and S.T. Jackson. 2013. Vegetation history in central Kentucky and Tennessee (USA) during the last glacial and deglacial periods. Quaternary Research 79(2):189-198. [DOI: 10.1016/j.yqres.2012.12.005]",10.1016/j.yqres.2012.12.005,10.1016/j.yqres.2012.12.005,366
"Livingstone, D.A. 1968. Some interstadial and postglacial pollen diagrams from eastern Canada. Ecological Monographs 38:87-125.","Livingstone, D.A. 1968. Some interstadial and postglacial pollen diagrams from eastern Canada. Ecological Monographs 38:87-125.",,,367
"Locke, S.M. 1995. A paleohydrologic model applied to the Holocene sediment stratigraphy of two lakes in north-central Minnesota. Doctoral dissertation. University of Minnesota, Minneapolis, Minnesota, USA.","Locke, S.M. 1995. A paleohydrologic model applied to the Holocene sediment stratigraphy of two lakes in north-central Minnesota. Doctoral dissertation. University of Minnesota, Minneapolis, Minnesota, USA.",,,368
"Long, C.J., and C. Whitlock. 2002. Fire and vegetation history from the coastal rain forest of the western Oregon Coast Range. Quaternary Research 58:215-225.","Long, C.J., and C. Whitlock. 2002. Fire and vegetation history from the coastal rain forest of the western Oregon Coast Range. Quaternary Research 58:215-225.",,,369
"Long, C.J., C. Whitlock, and P.J. Bartlein. 2007. Holocene vegetation and fire history of the Coast Range, western Oregon, USA. The Holocene 17:917-926.","Long, C.J., C. Whitlock, and P.J. Bartlein. 2007. Holocene vegetation and fire history of the Coast Range, western Oregon, USA. The Holocene 17:917-926.",,,370
"Long, C.J., J.J. Shinker, T.A. Minckley, M.J. Power, and P.J. Bartlein. 2019. A 7600 year vegetation and fire history from Anthony Lake, northeastern Oregon, USA, with linkages to modern synoptic climate patterns. Quaternary Research 91(2):705-713.","Long, C.J., J.J. Shinker, T.A. Minckley, M.J. Power, and P.J. Bartlein. 2019. A 7600 year vegetation and fire history from Anthony Lake, northeastern Oregon, USA, with linkages to modern synoptic climate patterns. Quaternary Research 91(2):705-713.",,,371
"Louderback, L.A., and D.E. Rhode. 2009. 15,000 years of vegetation change in the Bonneville Basin: the Blue Lake pollen record. Quaternary Science Reviews 28(3-4):308-326. [DOI: 10.1016/j.quascirev.2008.09.027];
Louderback, L.A. 2007. Changes in vegetation and human adaptation from the latest Pleistocene to late Holocene in the Eastern Great Basin: The Blue Lake pollen record. Master's thesis. University of Nevada, Reno, Nevada, USA.","Louderback, L.A., and D.E. Rhode. 2009. 15,000 years of vegetation change in the Bonneville Basin: the Blue Lake pollen record. Quaternary Science Reviews 28(3-4):308-326. [DOI: 10.1016/j.quascirev.2008.09.027];
Louderback, L.A. 2007. Changes in vegetation and human adaptation from the latest Pleistocene to late Holocene in the Eastern Great Basin: The Blue Lake pollen record. Master's thesis. University of Nevada, Reno, Nevada, USA.",10.1016/j.quascirev.2008.09.027,10.1016/j.quascirev.2008.09.027,372
"Lowdon, J.A., and W. Blake, Jr. 1968. Geological Survey of Canada radiocarbon dates VII. Radiocarbon 10:207-245.","Lowdon, J.A., and W. Blake, Jr. 1968. Geological Survey of Canada radiocarbon dates VII. Radiocarbon 10:207-245.",,,373
"Lozano-García, M.S., and B. Ortega-Guerrero. 1994. Palynological and magnetic records of Lake Chalco, central Mexico. Palaeogeography, Palaeoclimatology, Palaeoecology 109:332-342.;
Lozano-García, M.S., B. Ortega-Guerrero, M. Caballero-Miranda, and J. Urrutia-Facugauchi. 1993. Late Pleistocene and Holocene Paleoenvironments of Chalco Lake, Central Mexico. Quaternary Research 40:332-342.;
Ortega-Guerrero, B. 1992. Paleomagnetismo, magnetoestratifia y paleoecología del Cuaternario tardío en el Lago de Chalco, Cuenca de México. Dissertation. National University of Mexico.","Lozano-García, M.S., and B. Ortega-Guerrero. 1994. Palynological and magnetic records of Lake Chalco, central Mexico. Palaeogeography, Palaeoclimatology, Palaeoecology 109:332-342.;
Lozano-García, M.S., B. Ortega-Guerrero, M. Caballero-Miranda, and J. Urrutia-Facugauchi. 1993. Late Pleistocene and Holocene Paleoenvironments of Chalco Lake, Central Mexico. Quaternary Research 40:332-342.;
Ortega-Guerrero, B. 1992. Paleomagnetismo, magnetoestratifia y paleoecología del Cuaternario tardío en el Lago de Chalco, Cuenca de México. Dissertation. National University of Mexico.",,,374
"Lozhkin, A.V., D.M. Hopkins, T.B. Solomatkina, W.R. Eisner, and J. Brigham-Grette. 1998. Radiocarbon dates and palynological characteristics of peat from St Lawrence Island, Alaska. Pages 9-27 in Environmental changes in Beringia during the Quaternary. North East Interdisciplinary Research Institute, Far East Branch, Russian Academy of Sciences, Magadan, Russia. Translated from Russian.","Lozhkin, A.V., D.M. Hopkins, T.B. Solomatkina, W.R. Eisner, and J. Brigham-Grette. 1998. Radiocarbon dates and palynological characteristics of peat from St Lawrence Island, Alaska. Pages 9-27 in Environmental changes in Beringia during the Quaternary. North East Interdisciplinary Research Institute, Far East Branch, Russian Academy of Sciences, Magadan, Russia. Translated from Russian.",,,375
"Lozhkin, A.V., P. Anderson, W.R. Eisner, and T.B. Solomatkina. 2011. Late glacial and holocene landscapes of central Beringia. Quaternary Research 76:383-392.","Lozhkin, A.V., P. Anderson, W.R. Eisner, and T.B. Solomatkina. 2011. Late glacial and holocene landscapes of central Beringia. Quaternary Research 76:383-392.",,,376
"Lucas, J.D., and T. Lacourse. 2013. Holocene vegetation history and fire regimes of Pseudotsuga menziesii forests in the Gulf Islands National Park Reserve, southwestern British Columbia, Canada. Quaternary Research 79(3):366-376. [DOI: 10.1016/j.yqres.2013.03.001];
Lucas, J.D. 2012. Holocene vegetation and fire history of Pender Island, British Columbia, Canada. Master's thesis. University of Victoria, Victoria, British Columbia, Canada.","Lucas, J.D., and T. Lacourse. 2013. Holocene vegetation history and fire regimes of Pseudotsuga menziesii forests in the Gulf Islands National Park Reserve, southwestern British Columbia, Canada. Quaternary Research 79(3):366-376. [DOI: 10.1016/j.yqres.2013.03.001];
Lucas, J.D. 2012. Holocene vegetation and fire history of Pender Island, British Columbia, Canada. Master's thesis. University of Victoria, Victoria, British Columbia, Canada.",10.1016/j.yqres.2013.03.001,10.1016/j.yqres.2013.03.001,377
"Lundeen, Z.J., and A. Brunelle. 2016. A 14,000-year record of fire, climate, and vegetation from the Bear River Range, southeast Idaho, USA. The Holocene 26(6):833-842.","Lundeen, Z.J., and A. Brunelle. 2016. A 14,000-year record of fire, climate, and vegetation from the Bear River Range, southeast Idaho, USA. The Holocene 26(6):833-842.",,,378
"Lynch, E.A. 1995. Origin of a park-forest vegetation mosaic in the Wind River Range, Wyoming. Dissertation. University of Minnesota, Minneapolis, Minnesota, USA.;
Lynch, E.A. 1998. Origin of a park-forest vegetation mosaic in the Wind River Range, Wyoming. Ecology 79:1320-1338.","Lynch, E.A. 1995. Origin of a park-forest vegetation mosaic in the Wind River Range, Wyoming. Dissertation. University of Minnesota, Minneapolis, Minnesota, USA.;
Lynch, E.A. 1998. Origin of a park-forest vegetation mosaic in the Wind River Range, Wyoming. Ecology 79:1320-1338.",,,379
"Lynch, E.A., S.C. Hotchkiss, and R. Calcote. 2011. Charcoal signatures defined by multivariate analysis of charcoal records from 10 lakes in northwest Wisconsin (USA). Quaternary Research 75(1):125-137. [DOI: 10.1016/j.yqres.2010.08.007]","Lynch, E.A., S.C. Hotchkiss, and R. Calcote. 2011. Charcoal signatures defined by multivariate analysis of charcoal records from 10 lakes in northwest Wisconsin (USA). Quaternary Research 75(1):125-137. [DOI: 10.1016/j.yqres.2010.08.007]",10.1016/j.yqres.2010.08.007,10.1016/j.yqres.2010.08.007,380
"Lynch, J.A., J.S. Clark, N.H. Bigelow, M.E. Edwards, and B.P. Finney. 2003. Geographic and temporal variations in fire history in boreal ecosystems of Alaska. Journal of Geophysical Research: Atmospheres 108(D1):8152. [DOI: 10.1029/2001JD000332]","Lynch, J.A., J.S. Clark, N.H. Bigelow, M.E. Edwards, and B.P. Finney. 2003. Geographic and temporal variations in fire history in boreal ecosystems of Alaska. Journal of Geophysical Research: Atmospheres 108(D1):8152. [DOI: 10.1029/2001JD000332]",10.1029/2001JD000332,10.1029/2001JD000332,381
"MacDonald, G.M. 1984. Postglacial plant migration and vegetation development in the western Canadian boreal forest. Dissertation. University of Toronto, Toronto, Ontario, Canada.","MacDonald, G.M. 1984. Postglacial plant migration and vegetation development in the western Canadian boreal forest. Dissertation. University of Toronto, Toronto, Ontario, Canada.",,,382
"MacDonald, G.M. 1984. Postglacial plant migration and vegetation development in the western Canadian boreal forest. Dissertation. University of Toronto, Toronto, Ontario, Canada.;
MacDonald, G.M. 1987. Postglacial development of the subalpine-boreal transition forest of western Canada. Journal of Ecology 75:303-320.;
MacDonald, G.M., and L.C. Cwynar. 1985. A fossil pollen based reconstruction of the late Quaternary history of lodgepole pine (Pinus contorta ssp. latifolia) in the western interior of Canada. Canadian Journal of Forest Research 15:1039-1044.","MacDonald, G.M. 1984. Postglacial plant migration and vegetation development in the western Canadian boreal forest. Dissertation. University of Toronto, Toronto, Ontario, Canada.;
MacDonald, G.M. 1987. Postglacial development of the subalpine-boreal transition forest of western Canada. Journal of Ecology 75:303-320.;
MacDonald, G.M., and L.C. Cwynar. 1985. A fossil pollen based reconstruction of the late Quaternary history of lodgepole pine (Pinus contorta ssp. latifolia) in the western interior of Canada. Canadian Journal of Forest Research 15:1039-1044.",,,383
"MacDonald, G.M. 1984. Postglacial plant migration and vegetation development in the western Canadian boreal forest. Dissertation. University of Toronto, Toronto, Ontario, Canada.;
MacDonald, G.M. 1987. Postglacial development of the subalpine-boreal transition forest of western Canada. Journal of Ecology 75:303-320.;
MacDonald, G.M., and L.C. Cwynar. 1985. A fossil pollen based reconstruction of the late Quaternary history of lodgepole pine (Pinus contorta ssp. latifolia) in the western interior of Canada. Canadian Journal of Forest Research 15:1039-1044.;
MacDonald, G.M., and L.C. Cwynar. 1991. Post-glacial population growth rates of Pinus contorta ssp. latifolia in western Canada. Journal of Ecology 79:417-429.","MacDonald, G.M. 1984. Postglacial plant migration and vegetation development in the western Canadian boreal forest. Dissertation. University of Toronto, Toronto, Ontario, Canada.;
MacDonald, G.M. 1987. Postglacial development of the subalpine-boreal transition forest of western Canada. Journal of Ecology 75:303-320.;
MacDonald, G.M., and L.C. Cwynar. 1985. A fossil pollen based reconstruction of the late Quaternary history of lodgepole pine (Pinus contorta ssp. latifolia) in the western interior of Canada. Canadian Journal of Forest Research 15:1039-1044.;
MacDonald, G.M., and L.C. Cwynar. 1991. Post-glacial population growth rates of Pinus contorta ssp. latifolia in western Canada. Journal of Ecology 79:417-429.",,,384
"MacDonald, G.M. 1984. Postglacial plant migration and vegetation development in the western Canadian boreal forest. Dissertation. University of Toronto, Toronto, Ontario, Canada.;
MacDonald, G.M. 1987. Postglacial vegetation history of the Mackenzie River Basin. Quaternary Research 28:245-262.","MacDonald, G.M. 1984. Postglacial plant migration and vegetation development in the western Canadian boreal forest. Dissertation. University of Toronto, Toronto, Ontario, Canada.;
MacDonald, G.M. 1987. Postglacial vegetation history of the Mackenzie River Basin. Quaternary Research 28:245-262.",,,385
"MacDonald, G.M. 1984. Postglacial plant migration and vegetation development in the western Canadian boreal forest. Dissertation. University of Toronto, Toronto, Ontario, Canada.;
MacDonald, G.M. 1987. Postglacial vegetation history of the Mackenzie River Basin. Quaternary Research 28:245-262.;
MacDonald, G.M., and L.C. Cwynar. 1985. A fossil pollen based reconstruction of the late Quaternary history of lodgepole pine (Pinus contorta ssp. latifolia) in the western interior of Canada. Canadian Journal of Forest Research 15:1039-1044.","MacDonald, G.M. 1984. Postglacial plant migration and vegetation development in the western Canadian boreal forest. Dissertation. University of Toronto, Toronto, Ontario, Canada.;
MacDonald, G.M. 1987. Postglacial vegetation history of the Mackenzie River Basin. Quaternary Research 28:245-262.;
MacDonald, G.M., and L.C. Cwynar. 1985. A fossil pollen based reconstruction of the late Quaternary history of lodgepole pine (Pinus contorta ssp. latifolia) in the western interior of Canada. Canadian Journal of Forest Research 15:1039-1044.",,,386
"MacDonald, G.M. 1987. Postglacial vegetation history of the Mackenzie River Basin. Quaternary Research 28:245-262.","MacDonald, G.M. 1987. Postglacial vegetation history of the Mackenzie River Basin. Quaternary Research 28:245-262.",,,387
"MacDonald, G.M. 1989. Postglacial palaeoecology of the subalpine forest–grassland ecotone of southwestern Alberta: new insights on vegetation and climate change in the Canadian Rocky Mountains and adjacent foothills. Palaeogeography, Palaeoclimatology, Palaeoecology 73(3-4):155-173. [DOI: 10.1016/0031-0182(89)90001-1];
MacDonald, G.M., R.P. Beukens, and W.E. Kieser. 1991. Radiocarbon dating of limnic sediments: a comparative analysis and discussion. Ecology 72(3):1150-1155. [DOI: 10.2307/1940612];
MacDonald, G.M., R.P. Beukens, W.E. Kieser, and D.H. Vitt. 1987. Comparative radiocarbon dating of terrestrial plant macrofossils and aquatic moss from the ""ice-free corridor"" of western Canada. Geology 15(9):837-840. [DOI: 10.1130/0091-7613(1987)​15<837:CRDOTP>​2.0.CO;2]","MacDonald, G.M. 1989. Postglacial palaeoecology of the subalpine forest–grassland ecotone of southwestern Alberta: new insights on vegetation and climate change in the Canadian Rocky Mountains and adjacent foothills. Palaeogeography, Palaeoclimatology, Palaeoecology 73(3-4):155-173. [DOI: 10.1016/0031-0182(89)90001-1];
MacDonald, G.M., R.P. Beukens, and W.E. Kieser. 1991. Radiocarbon dating of limnic sediments: a comparative analysis and discussion. Ecology 72(3):1150-1155. [DOI: 10.2307/1940612];
MacDonald, G.M., R.P. Beukens, W.E. Kieser, and D.H. Vitt. 1987. Comparative radiocarbon dating of terrestrial plant macrofossils and aquatic moss from the ""ice-free corridor"" of western Canada. Geology 15(9):837-840. [DOI: 10.1130/0091-7613(1987)​15<837:CRDOTP>​2.0.CO;2]","10.1016/0031-0182(89)90001-1;
10.2307/1940612;
10.1130/0091-7613(1987)​15<837:CRDOTP>​2.0.CO;2","10.1016/0031-0182(89)90001-1;
10.2307/1940612;
10.1130/0091-7613(1987)​15<837:CRDOTP>​2.0.CO;2",388
"MacDonald, G.M., and L.C. Cwynar. 1985. A fossil pollen based reconstruction of the late Quaternary history of lodgepole pine (Pinus contorta ssp. latifolia) in the western interior of Canada. Canadian Journal of Forest Research 15:1039-1044.;
MacDonald, G.M., and L.C. Cwynar. 1991. Post-glacial population growth rates of Pinus contorta ssp. latifolia in western Canada. Journal of Ecology 79:417-429.","MacDonald, G.M., and L.C. Cwynar. 1985. A fossil pollen based reconstruction of the late Quaternary history of lodgepole pine (Pinus contorta ssp. latifolia) in the western interior of Canada. Canadian Journal of Forest Research 15:1039-1044.;
MacDonald, G.M., and L.C. Cwynar. 1991. Post-glacial population growth rates of Pinus contorta ssp. latifolia in western Canada. Journal of Ecology 79:417-429.",,,389
"MacDonald, G.M., T.W.D. Edwards, K.A. Moser, R. Pienitz, and J.P. Smol. 1993. Rapid response of treeline vegetation and lakes to past climate warming. Nature 361:243-246.;
Moser, K.A., and G.M. MacDonald. 1990. Holocene vegetation change at treeline north of Yellowknife, Northwest Territories, Canada. Quaternary Research 34:227-239.","MacDonald, G.M., T.W.D. Edwards, K.A. Moser, R. Pienitz, and J.P. Smol. 1993. Rapid response of treeline vegetation and lakes to past climate warming. Nature 361:243-246.;
Moser, K.A., and G.M. MacDonald. 1990. Holocene vegetation change at treeline north of Yellowknife, Northwest Territories, Canada. Quaternary Research 34:227-239.",,,390
"Macpherson, J.B. 1982. Postglacial vegetational history of the eastern Avalon Peninsula, Newfoundland, and Holocene climatic change along the eastern Canadian seaboard. Géographie physique et Quaternaire 36(1-2):175-196. https://www.erudit.org/revue/gpq/1982/v36/n1-2/032476ar.html. [DOI: 10.7202/032476ar]","Macpherson, J.B. 1982. Postglacial vegetational history of the eastern Avalon Peninsula, Newfoundland, and Holocene climatic change along the eastern Canadian seaboard. Géographie physique et Quaternaire 36(1-2):175-196. https://www.erudit.org/revue/gpq/1982/v36/n1-2/032476ar.html. [DOI: 10.7202/032476ar]",10.7202/032476ar,10.7202/032476ar,391
"Macpherson, J.B. 1982. Postglacial vegetational history of the eastern Avalon Peninsula, Newfoundland, and Holocene climatic change along the eastern Canadian seaboard. Géographie physique et Quaternaire 36(1-2):175-196. https://www.erudit.org/revue/gpq/1982/v36/n1-2/032476ar.html. [DOI: 10.7202/032476ar];
Lowdon, J.A., and W. Blake, Jr. 1978. Geological Survey of Canada radiocarbon dates XVIII. Geological Survey of Canada Paper 78-7:3.","Macpherson, J.B. 1982. Postglacial vegetational history of the eastern Avalon Peninsula, Newfoundland, and Holocene climatic change along the eastern Canadian seaboard. Géographie physique et Quaternaire 36(1-2):175-196. https://www.erudit.org/revue/gpq/1982/v36/n1-2/032476ar.html. [DOI: 10.7202/032476ar];
Lowdon, J.A., and W. Blake, Jr. 1978. Geological Survey of Canada radiocarbon dates XVIII. Geological Survey of Canada Paper 78-7:3.",10.7202/032476ar,10.7202/032476ar,392
"Maenza-Gmelch, T.E. 1997. Holocene vegetation, climate, and fire history of the Hudson Highlands, southeastern New York, USA. The Holocene 7(1):25-37. [DOI: 10.1177/095968369700700103];
Maenza-Gmelch, T.E. 1997. Late-glacial - early Holocene vegetation, climate, and fire at Sutherland Pond, Hudson Highlands, southeastern New York, U.S.A. Canadian Journal of Botany In Press.","Maenza-Gmelch, T.E. 1997. Holocene vegetation, climate, and fire history of the Hudson Highlands, southeastern New York, USA. The Holocene 7(1):25-37. [DOI: 10.1177/095968369700700103];
Maenza-Gmelch, T.E. 1997. Late-glacial - early Holocene vegetation, climate, and fire at Sutherland Pond, Hudson Highlands, southeastern New York, U.S.A. Canadian Journal of Botany In Press.",10.1177/095968369700700103,10.1177/095968369700700103,393
"Maher, L.J., Jr. 1961. Pollen analysis and postglacial vegetation history in the Animas Valley Region, Southern San Juan Mountains, Colorado. Doctoral dissertation. University of Minnesota, Minneapolis, Minnesota, USA.;
Bender, M.M., R.A. Bryson, and D.A. Baerreis. 1966. University of Wisconsin radiocarbon dates II. Radiocarbon 8:522-533. [DOI: 10.1017/S0033822200000333];
Maher, L.J., Jr. 1963. Pollen analyses of surface materials from the Southern San Juan Mountains, Colorado. Geological Society of America Bulletin 74(12):1485-1503. [DOI: 10.1130/0016-7606(1963)74[1485:PAOSMF]2.0.CO;2]","Maher, L.J., Jr. 1961. Pollen analysis and postglacial vegetation history in the Animas Valley Region, Southern San Juan Mountains, Colorado. Doctoral dissertation. University of Minnesota, Minneapolis, Minnesota, USA.;
Bender, M.M., R.A. Bryson, and D.A. Baerreis. 1966. University of Wisconsin radiocarbon dates II. Radiocarbon 8:522-533. [DOI: 10.1017/S0033822200000333];
Maher, L.J., Jr. 1963. Pollen analyses of surface materials from the Southern San Juan Mountains, Colorado. Geological Society of America Bulletin 74(12):1485-1503. [DOI: 10.1130/0016-7606(1963)74[1485:PAOSMF]2.0.CO;2]","10.1017/S0033822200000333;
10.1130/0016-7606(1963)74[1485:PAOSMF]2.0.CO;2","10.1017/S0033822200000333;
10.1130/0016-7606(1963)74[1485:PAOSMF]2.0.CO;2",394
