"site.id","site.name","dataset.id","citation"
16220,"Tocqueboeuf",25108,"Coutard, S. 2003. Formations quaternaires en bordure d'une mer épicontinentale, la Manche. Tectonique, eustatisme, climat et occupations humaines. Exemple du Val de Saire (Normandie, France).. Doctoral dissertation. Université de Caen, Caen, France."
16220,"Tocqueboeuf",25108,"Coutard, S., and M. Clet-Pellerin. 2006. Evolution de la sédimentation et de la végétation pendant l'Holocène dans les marais arrière-littoraux du Val de Saire (Cotentin, Normandie). Notes: In : L'érosion entre Société, Climat et Paléoenvironnements. Géolab-UMR 6042 CNRS, Presses Universitaires Blaise Pascal, Clermont-Ferrand, coll., Nature-Société, 271-278."
16220,"Tocqueboeuf",25090,"Coutard, S. 2003. Formations quaternaires en bordure d'une mer épicontinentale, la Manche. Tectonique, eustatisme, climat et occupations humaines. Exemple du Val de Saire (Normandie, France).. Doctoral dissertation. Université de Caen, Caen, France."
16220,"Tocqueboeuf",25090,"Coutard, S., and M. Clet-Pellerin. 2006. Evolution de la sédimentation et de la végétation pendant l'Holocène dans les marais arrière-littoraux du Val de Saire (Cotentin, Normandie). Notes: In : L'érosion entre Société, Climat et Paléoenvironnements. Géolab-UMR 6042 CNRS, Presses Universitaires Blaise Pascal, Clermont-Ferrand, coll., Nature-Société, 271-278."
16220,"Tocqueboeuf",25088,"Coutard, S. 2003. Formations quaternaires en bordure d'une mer épicontinentale, la Manche. Tectonique, eustatisme, climat et occupations humaines. Exemple du Val de Saire (Normandie, France).. Doctoral dissertation. Université de Caen, Caen, France."
16220,"Tocqueboeuf",25088,"Coutard, S., and M. Clet-Pellerin. 2006. Evolution de la sédimentation et de la végétation pendant l'Holocène dans les marais arrière-littoraux du Val de Saire (Cotentin, Normandie). Notes: In : L'érosion entre Société, Climat et Paléoenvironnements. Géolab-UMR 6042 CNRS, Presses Universitaires Blaise Pascal, Clermont-Ferrand, coll., Nature-Société, 271-278."
16225,"Marais de Marchesieux",25110,"Bigot, F., G. Fosse, J.P. Lautridou, A. Truffreau, and G. Verron. 1976. Prehistoire de la Normandie. Néolithique et Ages des Métaux Données nouvelles.. Direction des Antiquités Préhistoriques de Basse-Normandie Caen, France. Notes: CRDP, 93-102."
16225,"Marais de Marchesieux",25110,"Verron, G. 1977. Le marais de Marchésieux. Découvertes de l'âge du Bronze et étude palynologique des tourbes. Gallia Préhistoire 20(2):370-374."
16232,"Urville-Nacqueville",25124,
16232,"Urville-Nacqueville",25124,
16232,"Urville-Nacqueville",25122,
16232,"Urville-Nacqueville",25122,
16232,"Urville-Nacqueville",25125,
16232,"Urville-Nacqueville",25125,
16233,"Etang paysan",25127,"Lespez, L., B. Hardel, M. Clet-Pellerin, R. Davidson, and C. Marcigny. 2005. Evolution des paysages du Néolithique à nos jours dans la péninsule de La Hague (Normandie, France), l'exemple de l'Anse St-Martin.. Groupe de Recherches Archéologiques du Cotentin, Le Tourp (50), France. Notes: 1-18"
16235,"Anse Saint-Martin",25435,"Lespez, L., B. Hardel, M. Clet-Pellerin, R. Davidson, and C. Marcigny. 2005. Evolution des paysages du Néolithique à nos jours dans la péninsule de La Hague (Normandie, France), l'exemple de l'Anse St-Martin.. Groupe de Recherches Archéologiques du Cotentin, Le Tourp (50), France. Notes: 1-18"
16235,"Anse Saint-Martin",25131,"Lespez, L., B. Hardel, M. Clet-Pellerin, R. Davidson, and C. Marcigny. 2005. Evolution des paysages du Néolithique à nos jours dans la péninsule de La Hague (Normandie, France), l'exemple de l'Anse St-Martin.. Groupe de Recherches Archéologiques du Cotentin, Le Tourp (50), France. Notes: 1-18"
16235,"Anse Saint-Martin",25433,"Lespez, L., B. Hardel, M. Clet-Pellerin, R. Davidson, and C. Marcigny. 2005. Evolution des paysages du Néolithique à nos jours dans la péninsule de La Hague (Normandie, France), l'exemple de l'Anse St-Martin.. Groupe de Recherches Archéologiques du Cotentin, Le Tourp (50), France. Notes: 1-18"
16236,"Vauville",25133,"Lespez, L., M. Clet-Pellerin, F. Levalet, F. Bellec, and R. Davidson. 2003. L'apport des archives naturelles dans la compréhension de l'évolution des paysages protohistoriques et historiques normands, l'exemple de la péninsule de la Hague (Manche). 'Les paysages ruraux en Normandie'. Annales de Normandie 8, Congrès des Sociétés Historiques et Archéologiques de Normandie, Caen, France. Notes: 77-93"
16236,"Vauville",25133,"Lespez, L., M. Clet-Pellerin, R. Davidson, T. Desmarest, B. Menesson, and C. Damourette. 2006. L'environnement de la Mare de Vauville, de l'étude de la longue durée au développement durable : premiers résultats. 'Archéologie, histoire et anthropologie de la presqu'île de la Hague (Manche). Analyse sur la longue durée d'un espace naturel et social cohérent', Publication du Projet collectif de recherche, France. Notes: Beaumont-Hague, 1-82."
16236,"Vauville",25133,"Lespez, L., M. Clet-Pellerin, R. Davidson, and C. Marcigny. 2004. Evolution des paysages et anthropisation depuis le Néolithique dans la péninsule de la Hague (Normandie, France). Revue d'Archéométrie 28:71-88."
16236,"Vauville",25135,"Lespez, L., M. Clet-Pellerin, R. Davidson, T. Desmarest, B. Menesson, and C. Damourette. 2006. L'environnement de la Mare de Vauville, de l'étude de la longue durée au développement durable : premiers résultats. 'Archéologie, histoire et anthropologie de la presqu'île de la Hague (Manche). Analyse sur la longue durée d'un espace naturel et social cohérent', Publication du Projet collectif de recherche, France. Notes: Beaumont-Hague, 1-82."
16243,"Bas-Courtils",25446,"Lautridou, J.P., M. Clet-Pellerin, and M.T. Morzadec- Kerfourn. 1995. Evolution de la Baie du Mont-Saint-Michel: Pléistocene et Holocène. Pages 27-31 in L.L.e.M.T.M.-K. (eds), editor. Baie du Mt-St-Michel et marais de Dol. Milieux naturels et peuplements dans le passé. Centre Régional d'Archéologie d'Alet, Saint-Malo, France."
16243,"Bas-Courtils",25446,"Clet-Pellerin, M., J.P. Lautridou, and G. Delibrias. 1981. Les formations holocènes et pléistocènes de la partie orientale de la Baie du Mont-Saint-Michel. Bulletin de la Société Linnéenne de Normandie 109:3-20."
16243,"Bas-Courtils",25148,"Lautridou, J.P., M. Clet-Pellerin, and M.T. Morzadec- Kerfourn. 1995. Evolution de la Baie du Mont-Saint-Michel: Pléistocene et Holocène. Pages 27-31 in L.L.e.M.T.M.-K. (eds), editor. Baie du Mt-St-Michel et marais de Dol. Milieux naturels et peuplements dans le passé. Centre Régional d'Archéologie d'Alet, Saint-Malo, France."
16243,"Bas-Courtils",25148,"Clet-Pellerin, M., J.P. Lautridou, and G. Delibrias. 1981. Les formations holocènes et pléistocènes de la partie orientale de la Baie du Mont-Saint-Michel. Bulletin de la Société Linnéenne de Normandie 109:3-20."
16244,"Gouvets La Bruyère",25153,
16244,"Gouvets La Bruyère",25153,
16244,"Gouvets La Bruyère",25152,
16244,"Gouvets La Bruyère",25152,
16244,"Gouvets La Bruyère",25151,
16244,"Gouvets La Bruyère",25151,
16244,"Gouvets La Bruyère",25150,
16244,"Gouvets La Bruyère",25150,
16244,"Gouvets La Bruyère",25149,
16244,"Gouvets La Bruyère",25149,
16245,"Baie de Seine estuary",25159,"Garnaud, S., P. Lesueur, M. Clet-Pellerin, S. Lesourd, T. Garlan, R. Lafite, and J.C. Brun-Cottan. 2003. Holocene to modern fine-grained sedimentation on macrotidal shoreface-to -inner-shelf setting (eastern Bay of the Seine, France). Marine Geology 202:33-54."
16245,"Baie de Seine estuary",25155,"Delsinne, N. 2005. Evolution pluri-millénaire à pluriannuelle du prisme sédimentaire d'embouchure de la Seine. Facteurs de contrôle naturels et d'origine anthropique.. Doctoral dissertation. Université de Caen, Caen, France."
16245,"Baie de Seine estuary",25155,"Tessier, B., N. Delsinne, and P. Sorrel. 2010. Holocene sedimentary infilling of a tide-dominated estuary mouth. The example of macrotidal Seine estuary (NW France). Bulletin Société géologique de Fance. 181(2):87-98."
16245,"Baie de Seine estuary",25157,"Garnaud, S., P. Lesueur, M. Clet-Pellerin, S. Lesourd, T. Garlan, R. Lafite, and J.C. Brun-Cottan. 2003. Holocene to modern fine-grained sedimentation on macrotidal shoreface-to -inner-shelf setting (eastern Bay of the Seine, France). Marine Geology 202:33-54."
16246,"Lac du Bouchet",25160,"Reille, M., and J.L. de Beaulieu. 1988. History of the Würm and Holocene vegetation in western Velay (Massif Central, France): a comparison of pollen analysis from three corings at Lac du Bouchet. Review of Palaeobotany and Palynology 54(3-4):233-248."
16246,"Lac du Bouchet",25451,"Reille, M., and J.L. de Beaulieu. 1988. La fin de l'Eémien et les interstades du Préwürm mis pour la premiere fois en évidence dans le Massif Central français par l'analyse pollinique. Compte Rendu de l'Académie des  Sciences de  Paris 306(2):1205-1210."
16246,"Lac du Bouchet",25451,"Reille, M., and J.L. de Beaulieu. 1990. Pollen analysis of a long upper Pleistocene continental sequence in a Velay maar (Massif Central, France). Palaeogeography, Palaeoclimatology, Palaeoecology 80:35-48."
16246,"Lac du Bouchet",25451,"Thouveny, N., J.L. de Beaulieu, E. Bonifay, K.M. Creer, J. Guiot, M. Icole, S. Johnsen, J. Jouzel, M. Reille, T. Williams, and D. Williamson. 1994. Climate variations in Europe over the past 140 kyr deduced from rock magnetism. Nature 371(503-506)."
16246,"Lac du Bouchet",25161,"Reille, M., and J.L. de Beaulieu. 1988. History of the Würm and Holocene vegetation in western Velay (Massif Central, France): a comparison of pollen analysis from three corings at Lac du Bouchet. Review of Palaeobotany and Palynology 54(3-4):233-248."
16246,"Lac du Bouchet",25163,"Reille, M., and J.L. de Beaulieu. 1988. History of the Würm and Holocene vegetation in western Velay (Massif Central, France): a comparison of pollen analysis from three corings at Lac du Bouchet. Review of Palaeobotany and Palynology 54(3-4):233-248."
16246,"Lac du Bouchet",25163,"Thouveny, N., K.M. Creer, and I. Blunk. 1990. Extention of the Lac du Bouchet palaeomagnetic record over the last 120,000 years. Earth and Planetary Letters 97:140-161."
16260,"Le Teppier",25194,"Miras, Y., L. Millet, F. Guiter, P. Ponel, J.L. de Beaulieu, and T. Goslar. 2006. Dynamique des écosystèmes et impact de l'homme dans le secteur du col du Petit Saint Bernard au cours de l'Holocène. Actes du Programme Interreg ""Alpis Graïa"", 2-4 mars, 2006, Aoste, 31-50. Aosta, Italy."
16262,"Sous-Solaret",25197,"Miras, Y., L. Millet, F. Guiter, P. Ponel, J.L. de Beaulieu, and T. Goslar. 2006. Dynamique des écosystèmes et impact de l'homme dans le secteur du col du Petit Saint Bernard au cours de l'Holocène. Actes du Programme Interreg ""Alpis Graïa"", 2-4 mars, 2006, Aoste, 31-50. Aosta, Italy."
16263,"col du Petit Saint Bernard",25199,"Miras, Y., L. Millet, F. Guiter, P. Ponel, J.L. de Beaulieu, and T. Goslar. 2006. Dynamique des écosystèmes et impact de l'homme dans le secteur du col du Petit Saint Bernard au cours de l'Holocène. Actes du Programme Interreg ""Alpis Graïa"", 2-4 mars, 2006, Aoste, 31-50. Aosta, Italy."
16263,"col du Petit Saint Bernard",25211,"Miras, Y., L. Millet, F. Guiter, P. Ponel, J.L. de Beaulieu, and T. Goslar. 2006. Dynamique des écosystèmes et impact de l'homme dans le secteur du col du Petit Saint Bernard au cours de l'Holocène. Actes du Programme Interreg ""Alpis Graïa"", 2-4 mars, 2006, Aoste, 31-50. Aosta, Italy."
16267,"Peyre peat-bog",25213,"Surmely, F., Y. Miras, P. Guenet, V. Nicolas, A. Savignat, B. Vannière, A.V. Walter-Simonnet, G. Servera, and S. Tzortzis. 2009. Occupation and land-use history of a medium mountain from the Mid-Holocene: A multidisciplinary study performed in the South Cantal (French Massif Central). Palevol 8:737-748."
16268,"Les Cars",25215,"Miras, Y. 2004. L'analyse pollinique du plateau de Millevaches (Massif central, France) et de sites périfériques limousins et auvergnats: Approche des paléoenvironnements, des systèmes agro-pastoraux et évolution des territoires ruraux. [The pollen analysis of the plateau de Millevaches (Massif central, France) and of surrounding sites in Limousin and Auvergne]. Doctoral dissertation. Université de Franche-Comté, Besançon, France. Notes: 299pp."
16269,"Font Carluze",25217,"Miras, Y., P. Guenet, and H. Richard. 2010. La genèse du paysage culturel du plateau de Millevaches (Limousin, Massif Central, France): plus de 2000 ans d'histoire révélés par l'analyse pollinique. Pages 99-124. in P. Grandcoing, editor. Paysage et environnement en Limousin, de l'Antiquité à nos jours, Presses Universitaires de Limoges edition. P. Grandcoing (dir.), Limoges, France."
16269,"Font Carluze",25217,"Miras, Y. 2004. L'analyse pollinique du plateau de Millevaches (Massif central, France) et de sites périfériques limousins et auvergnats: Approche des paléoenvironnements, des systèmes agro-pastoraux et évolution des territoires ruraux. [The pollen analysis of the plateau de Millevaches (Massif central, France) and of surrounding sites in Limousin and Auvergne]. Doctoral dissertation. Université de Franche-Comté, Besançon, France. Notes: 299pp."
16270,"Etang de la Villetelle",25219,"Miras, Y. 2004. L'analyse pollinique du plateau de Millevaches (Massif central, France) et de sites périfériques limousins et auvergnats: Approche des paléoenvironnements, des systèmes agro-pastoraux et évolution des territoires ruraux. [The pollen analysis of the plateau de Millevaches (Massif central, France) and of surrounding sites in Limousin and Auvergne]. Doctoral dissertation. Université de Franche-Comté, Besançon, France. Notes: 299pp."
16271,"Tourbière de la Ribière Nègre",25221,"Miras, Y. 2004. L'analyse pollinique du plateau de Millevaches (Massif central, France) et de sites périfériques limousins et auvergnats: Approche des paléoenvironnements, des systèmes agro-pastoraux et évolution des territoires ruraux. [The pollen analysis of the plateau de Millevaches (Massif central, France) and of surrounding sites in Limousin and Auvergne]. Doctoral dissertation. Université de Franche-Comté, Besançon, France. Notes: 299pp."
16271,"Tourbière de la Ribière Nègre",25221,"Wilmeth, R., A.A. Rutherford, and J. Wittenberg. 1979. University of Saskatchewan radiocarbon dates VIII. Radiocarbon 21(1):48-94."
16272,"Tourbière de Négarioux",25223,"Miras, Y. 2004. L'analyse pollinique du plateau de Millevaches (Massif central, France) et de sites périfériques limousins et auvergnats: Approche des paléoenvironnements, des systèmes agro-pastoraux et évolution des territoires ruraux. [The pollen analysis of the plateau de Millevaches (Massif central, France) and of surrounding sites in Limousin and Auvergne]. Doctoral dissertation. Université de Franche-Comté, Besançon, France. Notes: 299pp."
16273,"Tourbière de Malsagne",25225,"Miras, Y. 2004. L'analyse pollinique du plateau de Millevaches (Massif central, France) et de sites périfériques limousins et auvergnats: Approche des paléoenvironnements, des systèmes agro-pastoraux et évolution des territoires ruraux. [The pollen analysis of the plateau de Millevaches (Massif central, France) and of surrounding sites in Limousin and Auvergne]. Doctoral dissertation. Université de Franche-Comté, Besançon, France. Notes: 299pp."
16273,"Tourbière de Malsagne",25225,"Wilmeth, R., A.A. Rutherford, and J. Wittenberg. 1979. University of Saskatchewan radiocarbon dates VIII. Radiocarbon 21(1):48-94."
16274,"Tourbière de Longeyroux",25234,"Miras, Y. 2004. L'analyse pollinique du plateau de Millevaches (Massif central, France) et de sites périfériques limousins et auvergnats: Approche des paléoenvironnements, des systèmes agro-pastoraux et évolution des territoires ruraux. [The pollen analysis of the plateau de Millevaches (Massif central, France) and of surrounding sites in Limousin and Auvergne]. Doctoral dissertation. Université de Franche-Comté, Besançon, France. Notes: 299pp."
16274,"Tourbière de Longeyroux",25234,"Wilmeth, R., A.A. Rutherford, and J. Wittenberg. 1979. University of Saskatchewan radiocarbon dates VIII. Radiocarbon 21(1):48-94."
16274,"Tourbière de Longeyroux",25226,"Miras, Y. 2004. L'analyse pollinique du plateau de Millevaches (Massif central, France) et de sites périfériques limousins et auvergnats: Approche des paléoenvironnements, des systèmes agro-pastoraux et évolution des territoires ruraux. [The pollen analysis of the plateau de Millevaches (Massif central, France) and of surrounding sites in Limousin and Auvergne]. Doctoral dissertation. Université de Franche-Comté, Besançon, France. Notes: 299pp."
16275,"Tourbière de la Ferrière",25228,"Miras, Y. 2004. L'analyse pollinique du plateau de Millevaches (Massif central, France) et de sites périfériques limousins et auvergnats: Approche des paléoenvironnements, des systèmes agro-pastoraux et évolution des territoires ruraux. [The pollen analysis of the plateau de Millevaches (Massif central, France) and of surrounding sites in Limousin and Auvergne]. Doctoral dissertation. Université de Franche-Comté, Besançon, France. Notes: 299pp."
16276,"Tourbière de Chabannes",25230,"Miras, Y. 2004. L'analyse pollinique du plateau de Millevaches (Massif central, France) et de sites périfériques limousins et auvergnats: Approche des paléoenvironnements, des systèmes agro-pastoraux et évolution des territoires ruraux. [The pollen analysis of the plateau de Millevaches (Massif central, France) and of surrounding sites in Limousin and Auvergne]. Doctoral dissertation. Université de Franche-Comté, Besançon, France. Notes: 299pp."
16276,"Tourbière de Chabannes",25230,"Wilmeth, R., A.A. Rutherford, and J. Wittenberg. 1979. University of Saskatchewan radiocarbon dates VIII. Radiocarbon 21(1):48-94."
16277,"Tourbière de Roussy",25232,"Miras, Y. 2004. L'analyse pollinique du plateau de Millevaches (Massif central, France) et de sites périfériques limousins et auvergnats: Approche des paléoenvironnements, des systèmes agro-pastoraux et évolution des territoires ruraux. [The pollen analysis of the plateau de Millevaches (Massif central, France) and of surrounding sites in Limousin and Auvergne]. Doctoral dissertation. Université de Franche-Comté, Besançon, France. Notes: 299pp."
16277,"Tourbière de Roussy",25232,"Miras, Y., P. Guenet, F. Surmely, Y. Michelin, R. Tible, A.V. Walter-Simonnet, and H. Richard. 2003. Histoire de l'environnement et des dynamiques agro-pastorales dans le massif du Cantal: la tourbière de Roussy (Saint-Projet-de- Salers, France). Quaternaire, 14(4):265-278. 14(4):265-278."
16278,"Tourbière des Dauges",25236,"Miras, Y. 2004. L'analyse pollinique du plateau de Millevaches (Massif central, France) et de sites périfériques limousins et auvergnats: Approche des paléoenvironnements, des systèmes agro-pastoraux et évolution des territoires ruraux. [The pollen analysis of the plateau de Millevaches (Massif central, France) and of surrounding sites in Limousin and Auvergne]. Doctoral dissertation. Université de Franche-Comté, Besançon, France. Notes: 299pp."
16278,"Tourbière des Dauges",25236,"Wilmeth, R., A.A. Rutherford, and J. Wittenberg. 1979. University of Saskatchewan radiocarbon dates VIII. Radiocarbon 21(1):48-94."
16279,"Les Chaux de Coudert",25238,"Miras, Y. 2004. L'analyse pollinique du plateau de Millevaches (Massif central, France) et de sites périfériques limousins et auvergnats: Approche des paléoenvironnements, des systèmes agro-pastoraux et évolution des territoires ruraux. [The pollen analysis of the plateau de Millevaches (Massif central, France) and of surrounding sites in Limousin and Auvergne]. Doctoral dissertation. Université de Franche-Comté, Besançon, France. Notes: 299pp."
16296,"Tourbière de Chirens",25269,"Eicher, U., U. Siegenthaler, and S. Wegmüller. 1981. Pollen Oxygen Isotope Analyses on late- and Post-Glacial Sediments Tourbière de Chirens (Dauphiné, France). Quaternary Research 15:160-170."
16297,"Marais de Charauze",25271,
16297,"Marais de Charauze",25271,
16298,"Lac du Lauzon",25273,"Argant, J., and A. Argant. 2000. Mise en évidence de l'occupation ancienne d'un site d'altitude: analyse pollinique du lac de Lauzon (Drôme). Géologie Alpine 31:61-71."
16299,"Saint Hilaire du Rosier",25276,"Clerc, J. 1988. Recherches pollenanalytiques sur la paléo-écologie Tardiglaciaire et Holocène du Bas-Dauphiné. Doctoral dissertation. Université Aix-Marseille, Marseille, France."
16299,"Saint Hilaire du Rosier",25275,"Clerc, J. 1988. Recherches pollenanalytiques sur la paléo-écologie Tardiglaciaire et Holocène du Bas-Dauphiné. Doctoral dissertation. Université Aix-Marseille, Marseille, France."
16302,"La Grande Basse",25283,"Kalis, A.J., W.O. van der Knaap, A. Schweizer, and R. Urz. 2006. A three thousand year succession of plant communities on a valley bottom in the Vosges Mountains, NE France, reconstructed from fossil pollen, plant macrofossils, and modern phytosociological communities. Vegetation History and Arcaeobotany 15:377-390."
16303,"Coulvain",25287,
16303,"Coulvain",25287,
16304,"Col Luitel",25289,"Wegmüller, S. 1977. Pollenanalytische Untersuchungen zur spät- und postglazialen Vegetationsgeschichte der französichen Alpen (Dauphiné), Verlag Paul Haupt Bern edition. Bern, Switzerland. Notes: p.1-185."
16309,"Lac de Pavin",25298,"Schettler, G., M.J. Schwab, and M. Stebich. 2007. A 700-year record of climate change based on geochemical and palynological data from varved sediments (Lac Pavin, France). Chemical Geology 240:11-35."
16309,"Lac de Pavin",25298,"Stebich, M., C. Brüchmann, T. Kulbe, and J.F.W. Negendank. 2005. Vegetation history, human impact and climate change during the last 700 years recorded in annually laminated sediments of Lac Pavin, France. Review of Palaeobotany and Palynology 133(1-2):115-133. [DOI: Review of Palaeobotany and Palynology, 133(1-2):115-133.]"
16314,"Sources de l'Yonne",25308,"Jouffroy-Bapicot, I. 2010. Evolution de la végétation du massif du Morvan (Bourgogne - France) depuis la dernière glaciation à partir de l'analyse pollinique. Variations climatiques et impact des activités anthropiques.. Doctoral dissertation. Université de  Franche-Comté, Besançon, France."
16314,"Sources de l'Yonne",25308,"Jouffroy-Bapicot, I., B. Vannière, E. Gauthier, H. Richard, F. Monna, and C. Petit. 2013. 7000 years of vegetation history and land-use changes in the Morvan Mountains (France): A regional synthesis. The Holocene 23(12):1888-1902."
16319,"Nataloup",25318,"Jouffroy-Bapicot, I. 2010. Evolution de la végétation du massif du Morvan (Bourgogne - France) depuis la dernière glaciation à partir de l'analyse pollinique. Variations climatiques et impact des activités anthropiques.. Doctoral dissertation. Université de  Franche-Comté, Besançon, France."
16319,"Nataloup",25318,"Jouffroy-Bapicot, I., B. Vannière, E. Gauthier, H. Richard, F. Monna, and C. Petit. 2013. 7000 years of vegetation history and land-use changes in the Morvan Mountains (France): A regional synthesis. The Holocene 23(12):1888-1902."
16320,"Le Grand Montarnu",25320,"Jouffroy-Bapicot, I. 2010. Evolution de la végétation du massif du Morvan (Bourgogne - France) depuis la dernière glaciation à partir de l'analyse pollinique. Variations climatiques et impact des activités anthropiques.. Doctoral dissertation. Université de  Franche-Comté, Besançon, France."
16320,"Le Grand Montarnu",25320,"Jouffroy-Bapicot, I., B. Vannière, E. Gauthier, H. Richard, F. Monna, and C. Petit. 2013. 7000 years of vegetation history and land-use changes in the Morvan Mountains (France): A regional synthesis. The Holocene 23(12):1888-1902."
16331,"Champ Gazon",25344,"Jouffroy-Bapicot, I. 2010. Evolution de la végétation du massif du Morvan (Bourgogne - France) depuis la dernière glaciation à partir de l'analyse pollinique. Variations climatiques et impact des activités anthropiques.. Doctoral dissertation. Université de  Franche-Comté, Besançon, France."
16331,"Champ Gazon",25344,"Jouffroy-Bapicot, I., B. Vannière, E. Gauthier, H. Richard, F. Monna, and C. Petit. 2013. 7000 years of vegetation history and land-use changes in the Morvan Mountains (France): A regional synthesis. The Holocene 23(12):1888-1902."
16342,"Le Verny des Brûlons",25370,"Jouffroy-Bapicot, I. 2010. Evolution de la végétation du massif du Morvan (Bourgogne - France) depuis la dernière glaciation à partir de l'analyse pollinique. Variations climatiques et impact des activités anthropiques.. Doctoral dissertation. Université de  Franche-Comté, Besançon, France."
16342,"Le Verny des Brûlons",25370,"Jouffroy-Bapicot, I., B. Vannière, E. Gauthier, H. Richard, F. Monna, and C. Petit. 2013. 7000 years of vegetation history and land-use changes in the Morvan Mountains (France): A regional synthesis. The Holocene 23(12):1888-1902."
16343,"Le Vernay",25372,"Jouffroy-Bapicot, I. 2010. Evolution de la végétation du massif du Morvan (Bourgogne - France) depuis la dernière glaciation à partir de l'analyse pollinique. Variations climatiques et impact des activités anthropiques.. Doctoral dissertation. Université de  Franche-Comté, Besançon, France."
16343,"Le Vernay",25372,"Jouffroy-Bapicot, I., B. Vannière, E. Gauthier, H. Richard, F. Monna, and C. Petit. 2013. 7000 years of vegetation history and land-use changes in the Morvan Mountains (France): A regional synthesis. The Holocene 23(12):1888-1902."
16347,"Quart du Bois",25382,"Jouffroy-Bapicot, I. 2010. Evolution de la végétation du massif du Morvan (Bourgogne - France) depuis la dernière glaciation à partir de l'analyse pollinique. Variations climatiques et impact des activités anthropiques.. Doctoral dissertation. Université de  Franche-Comté, Besançon, France."
16347,"Quart du Bois",25382,"Jouffroy-Bapicot, I., B. Vannière, E. Gauthier, H. Richard, F. Monna, and C. Petit. 2013. 7000 years of vegetation history and land-use changes in the Morvan Mountains (France): A regional synthesis. The Holocene 23(12):1888-1902."
16348,"Montbé",25384,"Jouffroy-Bapicot, I. 2010. Evolution de la végétation du massif du Morvan (Bourgogne - France) depuis la dernière glaciation à partir de l'analyse pollinique. Variations climatiques et impact des activités anthropiques.. Doctoral dissertation. Université de  Franche-Comté, Besançon, France."
16348,"Montbé",25384,"Jouffroy-Bapicot, I., B. Vannière, E. Gauthier, H. Richard, F. Monna, and C. Petit. 2013. 7000 years of vegetation history and land-use changes in the Morvan Mountains (France): A regional synthesis. The Holocene 23(12):1888-1902."
16349,"Etang Bouquin",25386,"Jouffroy-Bapicot, I. 2010. Evolution de la végétation du massif du Morvan (Bourgogne - France) depuis la dernière glaciation à partir de l'analyse pollinique. Variations climatiques et impact des activités anthropiques.. Doctoral dissertation. Université de  Franche-Comté, Besançon, France."
16349,"Etang Bouquin",25386,"Jouffroy-Bapicot, I., B. Vannière, E. Gauthier, H. Richard, F. Monna, and C. Petit. 2013. 7000 years of vegetation history and land-use changes in the Morvan Mountains (France): A regional synthesis. The Holocene 23(12):1888-1902."
16351,"Remoray",25389,"Cupillard, C., M. Magny, H. Richard, P. Ruffaldi, and S. Marguier. 1994. Mésolithisation et Néolithisation d'une zone de moyenne montagne: évolution du peuplement et du paysage de la Haute Vallée du Doubs.. Rapport de fin de contrat A.T.P.'Archéologie Métropolitaine', Laboratoire de Chrono-Ecologie, CNRS, Besançon, France."
16351,"Remoray",25389,"Magny, M., and P. Ruffaldi. 1995. Younger Dryas and early Holocene lake-level fluctuations in the Jura mountains, France. Boreas 24:155-172."
16351,"Remoray",25389,"Richard, H. 1997. Indices polliniques de néolithisation du massif jurassien aux VIème et Vème millénaires. Quaternaire 8(1):55-62."
16352,"Saint-Jorioz",25392,"Bégeot, C., H. Richard, P. Ruffaldi, and G. Bossuet. 2000. Enregistrement pollinique des changements climatiques de l'Interstade Bølling/Allerød dans l'est de la France. Bulletin de la Société Géologique de France 171(1):51-58."
16353,"Paléochenal Les Aymes",25395,"Jurasz, W., and C. Amoros. 1991. Ecological succession in a former meander of the Rhône River, France, reconstructed by Cladocera remains. Journal of Paleolimnology 6:113-122."
16353,"Paléochenal Les Aymes",25395,"Salvador, P.G., J.F. Berger, E. Gauthier, and B. Vannière. 2004. Holocene fluctuations of the Rhône river in the alluvial plain of the Basses Terres (Isère, Ain, France). Quaternaire 15(1-2):177-186."
16353,"Paléochenal Les Aymes",25395,"Salvador, P.G., J.F. Berger, M. Fontugne, and E. Gauthier. 2005. Etude des enregistrements sédimentaires holocènes des paléoméandres du Rhône dans le secteur des Basses Terres (Ain, Isère, France). Quaternaire 16(1):315-328."
16353,"Paléochenal Les Aymes",25395,"Desvenain, M. 2000. Contribution à une reconstitution paléoenvironnementale de la plaine alluviale du Bouchage (Isère, France). Evolution spatio-temporelle de trois paléoméandres : Bréviaire, Payerne et les Aymes selon une approche sédimentologique et palynologique.. Master's thesis. Université de Lille, Lillle, France."
16354,"Paléochenal de Bréviaire",25397,"Salvador, P.G., J.F. Berger, E. Gauthier, and B. Vannière. 2004. Holocene fluctuations of the Rhône river in the alluvial plain of the Basses Terres (Isère, Ain, France). Quaternaire 15(1-2):177-186."
16354,"Paléochenal de Bréviaire",25397,"Salvador, P.G., J.F. Berger, M. Fontugne, and E. Gauthier. 2005. Etude des enregistrements sédimentaires holocènes des paléoméandres du Rhône dans le secteur des Basses Terres (Ain, Isère, France). Quaternaire 16(1):315-328."
16354,"Paléochenal de Bréviaire",25397,"Desvenain, M. 2000. Contribution à une reconstitution paléoenvironnementale de la plaine alluviale du Bouchage (Isère, France). Evolution spatio-temporelle de trois paléoméandres : Bréviaire, Payerne et les Aymes selon une approche sédimentologique et palynologique.. Master's thesis. Université de Lille, Lillle, France."
