"site.id","site.name","dataset.id","handle","submission.date","sample.id","depth","thickness","age.type","age","e.older","e.young","delta13C","lab.no","material.dated","geo.chron.type","notes","infinite","radiocarbon.method"
23668,"Steerenmoos",40950,"STEERMOS","2018/12/05 00:00:00",322326,517.5,5,"Radiocarbon years BP",6809,53,53,,"Hd 18234","Peat","Carbon-14",,FALSE,
23668,"Steerenmoos",40950,"STEERMOS","2018/12/05 00:00:00",322327,527.5,5,"Radiocarbon years BP",7593,62,62,,"Hd 18258","Peat","Carbon-14",,FALSE,
23671,"Durchenbergried",40957,"GDU","2018/12/07 00:00:00",323562,14,8,"Radiocarbon years BP",365,40,40,,"Hd 9542","Peat","Carbon-14",,FALSE,
23671,"Durchenbergried",40957,"GDU","2018/12/07 00:00:00",323563,30,8,"Radiocarbon years BP",665,45,45,,"Hd 9543","Peat","Carbon-14",,FALSE,
23671,"Durchenbergried",40957,"GDU","2018/12/07 00:00:00",323564,38,8,"Radiocarbon years BP",935,45,45,,"Hd 9544","Peat","Carbon-14",,FALSE,
23671,"Durchenbergried",40957,"GDU","2018/12/07 00:00:00",323565,74,8,"Radiocarbon years BP",1340,65,65,,"Hd 9545","Peat","Carbon-14",,FALSE,
23671,"Durchenbergried",40957,"GDU","2018/12/07 00:00:00",323566,126,8,"Radiocarbon years BP",1925,60,60,,"Hd 9546","Peat","Carbon-14",,FALSE,
23671,"Durchenbergried",40957,"GDU","2018/12/07 00:00:00",323567,166,8,"Radiocarbon years BP",2200,55,55,,"Hd 9547","Peat","Carbon-14",,FALSE,
23671,"Durchenbergried",40957,"GDU","2018/12/07 00:00:00",323568,196,4,"Radiocarbon years BP",2455,60,60,,"Hd 9548","Peat","Carbon-14",,FALSE,
23671,"Durchenbergried",40957,"GDU","2018/12/07 00:00:00",323569,216,8,"Radiocarbon years BP",2575,65,65,,"Hd 9549","Peat","Carbon-14",,FALSE,
23671,"Durchenbergried",40957,"GDU","2018/12/07 00:00:00",323570,234,8,"Radiocarbon years BP",2550,45,45,,"Hd 10530","Peat","Carbon-14","not used",FALSE,
23671,"Durchenbergried",40957,"GDU","2018/12/07 00:00:00",323571,255,7,"Radiocarbon years BP",2790,50,50,,"Hd 10635","Peat","Carbon-14",,FALSE,
23671,"Durchenbergried",40957,"GDU","2018/12/07 00:00:00",323572,276,8,"Radiocarbon years BP",3115,60,60,,"Hd 9550","Peat","Carbon-14",,FALSE,
23671,"Durchenbergried",40957,"GDU","2018/12/07 00:00:00",323573,306,8,"Radiocarbon years BP",3545,40,40,,"Hd 9551","Peat","Carbon-14",,FALSE,
23671,"Durchenbergried",40957,"GDU","2018/12/07 00:00:00",323574,335,8,"Radiocarbon years BP",3710,50,50,,"Hd 9552","Peat","Carbon-14",,FALSE,
23671,"Durchenbergried",40957,"GDU","2018/12/07 00:00:00",323575,345,8,"Radiocarbon years BP",3950,40,40,,"Hd 9553","Peat","Carbon-14",,FALSE,
23671,"Durchenbergried",40957,"GDU","2018/12/07 00:00:00",323576,355,8,"Radiocarbon years BP",4025,50,50,,"Hd 9554","Peat","Carbon-14",,FALSE,
23671,"Durchenbergried",40957,"GDU","2018/12/07 00:00:00",323577,374,8,"Radiocarbon years BP",4190,70,70,,"Hd 9555","Peat","Carbon-14",,FALSE,
23671,"Durchenbergried",40957,"GDU","2018/12/07 00:00:00",323578,395,8,"Radiocarbon years BP",4520,50,50,,"Hd 9556","Peat","Carbon-14",,FALSE,
23671,"Durchenbergried",40957,"GDU","2018/12/07 00:00:00",323579,410,8,"Radiocarbon years BP",4650,45,45,,"Hd 9557","Peat","Carbon-14",,FALSE,
23671,"Durchenbergried",40957,"GDU","2018/12/07 00:00:00",323580,440,8,"Radiocarbon years BP",5040,65,65,,"Hd 9558","Peat","Carbon-14",,FALSE,
23671,"Durchenbergried",40957,"GDU","2018/12/07 00:00:00",323581,455,8,"Radiocarbon years BP",5100,55,55,,"Hd 9559","Peat","Carbon-14",,FALSE,
23671,"Durchenbergried",40957,"GDU","2018/12/07 00:00:00",323582,463,7,"Radiocarbon years BP",5030,60,60,,"Hd 10634","Peat","Carbon-14","not used",FALSE,
23671,"Durchenbergried",40957,"GDU","2018/12/07 00:00:00",323583,478,8,"Radiocarbon years BP",5680,70,70,,"Hd 9561","Mud","Carbon-14",,FALSE,
23671,"Durchenbergried",40957,"GDU","2018/12/07 00:00:00",323584,486,8,"Radiocarbon years BP",5960,65,65,,"Hd 9562","Mud","Carbon-14",,FALSE,
23671,"Durchenbergried",40957,"GDU","2018/12/07 00:00:00",323585,520,8,"Radiocarbon years BP",6270,55,55,,"Hd 9563","Mud","Carbon-14",,FALSE,
23671,"Durchenbergried",40957,"GDU","2018/12/07 00:00:00",323586,530,8,"Radiocarbon years BP",6360,40,40,,"Hd 9564","Mud","Carbon-14",,FALSE,
23671,"Durchenbergried",40957,"GDU","2018/12/07 00:00:00",323587,540,8,"Radiocarbon years BP",6680,40,40,,"Hd 9565","Mud","Carbon-14",,FALSE,
23671,"Durchenbergried",40957,"GDU","2018/12/07 00:00:00",323588,555,8,"Radiocarbon years BP",6540,80,80,,"Hd 9566","Mud","Carbon-14","not used",FALSE,
23671,"Durchenbergried",40957,"GDU","2018/12/07 00:00:00",323589,575,8,"Radiocarbon years BP",7190,60,60,,"Hd 9567","Mud","Carbon-14",,FALSE,
23671,"Durchenbergried",40957,"GDU","2018/12/07 00:00:00",323590,595,8,"Radiocarbon years BP",7590,50,50,,"Hd 9568","Mud","Carbon-14",,FALSE,
23671,"Durchenbergried",40957,"GDU","2018/12/07 00:00:00",323591,605,8,"Radiocarbon years BP",7970,60,60,,"Hd 9569","Mud","Carbon-14",,FALSE,
23671,"Durchenbergried",40957,"GDU","2018/12/07 00:00:00",323592,624,8,"Radiocarbon years BP",8400,60,60,,"Hd 9570","Mud","Carbon-14",,FALSE,
23671,"Durchenbergried",40957,"GDU","2018/12/07 00:00:00",323593,631,6,"Radiocarbon years BP",8700,100,100,,"Hd 9571","Mud","Carbon-14",,FALSE,
23671,"Durchenbergried",40957,"GDU","2018/12/07 00:00:00",323594,640,8,"Radiocarbon years BP",9440,80,80,,"Hd 9572","Mud","Carbon-14",,FALSE,
23671,"Durchenbergried",40957,"GDU","2018/12/07 00:00:00",323595,647,5,"Radiocarbon years BP",9370,95,95,,"Hd 9573","Mud","Carbon-14","not used",FALSE,
23671,"Durchenbergried",40957,"GDU","2018/12/07 00:00:00",323596,660,8,"Radiocarbon years BP",9550,80,80,,"Hd 9574","Mud","Carbon-14",,FALSE,
23671,"Durchenbergried",40957,"GDU","2018/12/07 00:00:00",323597,673,10,"Radiocarbon years BP",10040,70,70,,"Hd 9575","Mud","Carbon-14",,FALSE,
23671,"Durchenbergried",40957,"GDU","2018/12/07 00:00:00",323598,690,8,"Radiocarbon years BP",10300,100,100,,"Hd 9576","Mud","Carbon-14",,FALSE,
23671,"Durchenbergried",40957,"GDU","2018/12/07 00:00:00",323599,705,8,"Radiocarbon years BP",10630,130,130,,"Hd 9577","Mud","Carbon-14",,FALSE,
23671,"Durchenbergried",40957,"GDU","2018/12/07 00:00:00",323600,715,8,"Radiocarbon years BP",10590,85,85,,"Hd 9578","Mud","Carbon-14","not used",FALSE,
23671,"Durchenbergried",40957,"GDU","2018/12/07 00:00:00",323601,730,8,"Radiocarbon years BP",10660,75,75,,"Hd 9579","Mud","Carbon-14",,FALSE,
23671,"Durchenbergried",40957,"GDU","2018/12/07 00:00:00",323602,740,8,"Radiocarbon years BP",10720,80,80,,"Hd 9580","Mud","Carbon-14",,FALSE,
23671,"Durchenbergried",40957,"GDU","2018/12/07 00:00:00",323603,757,8,"Radiocarbon years BP",10820,90,90,,"Hd 9581","Mud","Carbon-14",,FALSE,
23671,"Durchenbergried",40957,"GDU","2018/12/07 00:00:00",323604,780,8,"Radiocarbon years BP",11340,110,110,,"Hd 9582","Mud","Carbon-14",,FALSE,
23671,"Durchenbergried",40957,"GDU","2018/12/07 00:00:00",323605,789,10,"Radiocarbon years BP",11760,80,80,,"Hd 9583","Mud","Carbon-14",,FALSE,
23671,"Durchenbergried",40957,"GDU","2018/12/07 00:00:00",323606,798,8,"Radiocarbon years BP",11770,80,80,,"Hd 9584","Mud","Carbon-14",,FALSE,
23671,"Durchenbergried",40957,"GDU","2018/12/07 00:00:00",323607,806,8,"Radiocarbon years BP",12360,110,110,,"Hd 9585","Mud","Carbon-14",,FALSE,
23671,"Durchenbergried",40957,"GDU","2018/12/07 00:00:00",323608,814,8,"Radiocarbon years BP",12180,105,105,,"Hd 9586","Mud","Carbon-14","not used",FALSE,
23671,"Durchenbergried",40957,"GDU","2018/12/07 00:00:00",323609,822,8,"Radiocarbon years BP",12750,100,100,,"Hd 9587","Mud","Carbon-14",,FALSE,
23671,"Durchenbergried",40957,"GDU","2018/12/07 00:00:00",323610,830,8,"Radiocarbon years BP",12780,155,155,,"Hd 9588","Mud","Carbon-14",,FALSE,
23671,"Durchenbergried",40957,"GDU","2018/12/07 00:00:00",323611,838,8,"Radiocarbon years BP",13075,135,135,,"Hd 9589","Clay mud","Carbon-14",,FALSE,
23692,"Lake Kotokel",40989,"KTK1","2018/12/13 00:00:00",325339,412.5,1,"Radiocarbon years BP",6070,60,60,,"Beta207356","brownish black gyttja","Carbon-14",,FALSE,
23692,"Lake Kotokel",40989,"KTK1","2018/12/13 00:00:00",325340,652.5,1,"Radiocarbon years BP",10680,40,40,,"Beta209638","brownish black gyttja","Carbon-14",,FALSE,
23692,"Lake Kotokel",40989,"KTK1","2018/12/13 00:00:00",325341,806.5,1,"Radiocarbon years BP",11670,60,60,,"Beta207357","brownish black gyttja","Carbon-14",,FALSE,
23696,"Lake Baikal",40996,"CON16035","2018/12/17 00:00:00",325574,2,4,"Radiocarbon years BP",1235,25,25,,"GdA-247","pollen concentrate of sediment","Carbon-14","volume sample between 20 and 160cm3",FALSE,
23696,"Lake Baikal",40996,"CON16035","2018/12/17 00:00:00",325575,20,4,"Radiocarbon years BP",4060,30,30,,"GdA-248","pollen concentrate of sediment","Carbon-14","volume sample between 20 and 160cm3",FALSE,
23696,"Lake Baikal",40996,"CON16035","2018/12/17 00:00:00",325576,26,4,"Radiocarbon years BP",4955,30,30,,"GdA-249","pollen concentrate of sediment","Carbon-14","volume sample between 20 and 160cm3",FALSE,
23696,"Lake Baikal",40996,"CON16035","2018/12/17 00:00:00",325577,34,4,"Radiocarbon years BP",5335,30,30,,"GdA-250","pollen concentrate of sediment","Carbon-14","volume sample between 20 and 160cm3",FALSE,
23696,"Lake Baikal",40996,"CON16035","2018/12/17 00:00:00",325578,41,4,"Radiocarbon years BP",6630,35,35,,"GdA-251","pollen concentrate of sediment","Carbon-14","volume sample between 20 and 160cm3",FALSE,
23696,"Lake Baikal",40996,"CON16035","2018/12/17 00:00:00",325579,56,4,"Radiocarbon years BP",8570,40,40,,"GdA-252","pollen concentrate of sediment","Carbon-14","volume sample between 20 and 160cm3",FALSE,
23696,"Lake Baikal",40996,"CON16035","2018/12/17 00:00:00",325580,62,4,"Radiocarbon years BP",8690,50,50,,"GdA-253","pollen concentrate of sediment","Carbon-14","volume sample between 20 and 160cm3",FALSE,
23696,"Lake Baikal",40996,"CON16035","2018/12/17 00:00:00",325581,73,6,"Radiocarbon years BP",10250,50,50,,"GdA-257","pollen concentrate of sediment","Carbon-14","volume sample between 20 and 160cm3",FALSE,
23696,"Lake Baikal",40996,"CON16035","2018/12/17 00:00:00",325582,81,6,"Radiocarbon years BP",11090,80,80,,"GdA-258","pollen concentrate of sediment","Carbon-14","volume sample between 20 and 160cm3",FALSE,
23696,"Lake Baikal",40996,"CON16035","2018/12/17 00:00:00",325583,89,6,"Radiocarbon years BP",11960,80,80,,"GdA-259","pollen concentrate of sediment","Carbon-14","volume sample between 20 and 160cm3",FALSE,
23697,"Litzelsee",40998,"LIT1","2018/12/17 00:00:00",325721,30,1,"Radiocarbon years BP",576,17,17,,"MAMS 21142","terrestrial plant remains","Carbon-14",,FALSE,
23697,"Litzelsee",40998,"LIT1","2018/12/17 00:00:00",325722,58,1,"Radiocarbon years BP",465,18,18,,"MAMS 21143","terrestrial plant remains","Carbon-14",,FALSE,
23697,"Litzelsee",40998,"LIT1","2018/12/17 00:00:00",325723,82,1,"Radiocarbon years BP",949,31,31,,"MAMS 21144","terrestrial plant remains","Carbon-14",,FALSE,
23697,"Litzelsee",40998,"LIT1","2018/12/17 00:00:00",325724,98,1,"Radiocarbon years BP",842,17,17,,"MAMS 21145","terrestrial plant remains","Carbon-14",,FALSE,
23697,"Litzelsee",40998,"LIT1","2018/12/17 00:00:00",325725,146,1,"Radiocarbon years BP",1181,26,26,,"MAMS 21146","terrestrial plant remains","Carbon-14",,FALSE,
23697,"Litzelsee",40998,"LIT1","2018/12/17 00:00:00",325726,185,0.5,"Radiocarbon years BP",2910,27,27,,"MAMS 11243","terrestrial plant remains","Carbon-14",,FALSE,
23697,"Litzelsee",40998,"LIT1","2018/12/17 00:00:00",325727,234.5,0.5,"Radiocarbon years BP",4225,26,26,,"MAMS 11244","terrestrial plant remains","Carbon-14",,FALSE,
23697,"Litzelsee",40998,"LIT1","2018/12/17 00:00:00",325728,238,0.5,"Radiocarbon years BP",4267,25,25,,"MAMS 11245","terrestrial plant remains","Carbon-14",,FALSE,
23697,"Litzelsee",40998,"LIT1","2018/12/17 00:00:00",325729,239.5,0.5,"Radiocarbon years BP",4201,25,25,,"MAMS 11246","terrestrial plant remains","Carbon-14",,FALSE,
23697,"Litzelsee",40998,"LIT1","2018/12/17 00:00:00",325730,241,0.5,"Radiocarbon years BP",4080,22,22,,"MAMS 11247","terrestrial plant remains","Carbon-14",,FALSE,
23697,"Litzelsee",40998,"LIT1","2018/12/17 00:00:00",325731,245,0.5,"Radiocarbon years BP",4331,23,23,,"MAMS 11248","terrestrial plant remains","Carbon-14",,FALSE,
23697,"Litzelsee",40998,"LIT1","2018/12/17 00:00:00",325732,246,0.5,"Radiocarbon years BP",4192,23,23,,"MAMS 11249","terrestrial plant remains","Carbon-14",,FALSE,
23697,"Litzelsee",40998,"LIT1","2018/12/17 00:00:00",325733,248,0.5,"Radiocarbon years BP",4455,23,23,,"MAMS 11250","terrestrial plant remains","Carbon-14",,FALSE,
23697,"Litzelsee",40998,"LIT1","2018/12/17 00:00:00",325734,249,0.5,"Radiocarbon years BP",4228,23,23,,"MAMS 11251","terrestrial plant remains","Carbon-14",,FALSE,
23697,"Litzelsee",40998,"LIT1","2018/12/17 00:00:00",325735,251,0.5,"Radiocarbon years BP",4324,24,24,,"MAMS 11252","terrestrial plant remains","Carbon-14",,FALSE,
23697,"Litzelsee",40998,"LIT1","2018/12/17 00:00:00",325736,252,0.5,"Radiocarbon years BP",4491,22,22,,"MAMS 11253","terrestrial plant remains","Carbon-14",,FALSE,
23697,"Litzelsee",40998,"LIT1","2018/12/17 00:00:00",325737,254,0.5,"Radiocarbon years BP",4490,25,25,,"MAMS 11254","terrestrial plant remains","Carbon-14",,FALSE,
23697,"Litzelsee",40998,"LIT1","2018/12/17 00:00:00",325738,255,0.5,"Radiocarbon years BP",4580,26,26,,"MAMS 11255","terrestrial plant remains","Carbon-14",,FALSE,
23697,"Litzelsee",40998,"LIT1","2018/12/17 00:00:00",325739,255.5,0.5,"Radiocarbon years BP",4476,26,26,,"MAMS 11256","terrestrial plant remains","Carbon-14",,FALSE,
23697,"Litzelsee",40998,"LIT1","2018/12/17 00:00:00",325740,257,0.5,"Radiocarbon years BP",4531,26,26,,"MAMS 11257","terrestrial plant remains","Carbon-14",,FALSE,
23697,"Litzelsee",40998,"LIT1","2018/12/17 00:00:00",325741,258,0.5,"Radiocarbon years BP",4512,25,25,,"MAMS 11258","terrestrial plant remains","Carbon-14",,FALSE,
23697,"Litzelsee",40998,"LIT1","2018/12/17 00:00:00",325742,258.5,0.5,"Radiocarbon years BP",4565,26,26,,"MAMS 11259","terrestrial plant remains","Carbon-14",,FALSE,
23697,"Litzelsee",40998,"LIT1","2018/12/17 00:00:00",325743,259,0.5,"Radiocarbon years BP",4687,26,26,,"MAMS 11260","terrestrial plant remains","Carbon-14",,FALSE,
23697,"Litzelsee",40998,"LIT1","2018/12/17 00:00:00",325744,261,0.5,"Radiocarbon years BP",4554,24,24,,"MAMS 11261","terrestrial plant remains","Carbon-14",,FALSE,
23697,"Litzelsee",40998,"LIT1","2018/12/17 00:00:00",325745,262,0.5,"Radiocarbon years BP",4481,25,25,,"MAMS 11262","terrestrial plant remains","Carbon-14",,FALSE,
23697,"Litzelsee",40998,"LIT1","2018/12/17 00:00:00",325746,264,0.5,"Radiocarbon years BP",4750,28,28,,"MAMS 11263","terrestrial plant remains","Carbon-14",,FALSE,
23697,"Litzelsee",40998,"LIT1","2018/12/17 00:00:00",325747,268.5,0.5,"Radiocarbon years BP",4628,28,28,,"MAMS 11264","terrestrial plant remains","Carbon-14",,FALSE,
23697,"Litzelsee",40998,"LIT1","2018/12/17 00:00:00",325748,274,0.5,"Radiocarbon years BP",4829,27,27,,"MAMS 11265","terrestrial plant remains","Carbon-14",,FALSE,
23751,"Vinderhoute-Kale",41101,"VINDERH","2019/01/21 00:00:00",328136,165,10,"Radiocarbon years BP",9530,55,55,,"GrN-6035","bulk sediment","Carbon-14",,FALSE,
23751,"Vinderhoute-Kale",41101,"VINDERH","2019/01/21 00:00:00",328137,252,4,"Radiocarbon years BP",10065,90,90,,"GrN-6034","bulk sediment","Carbon-14",,FALSE,
23751,"Vinderhoute-Kale",41101,"VINDERH","2019/01/21 00:00:00",328138,496,4,"Radiocarbon years BP",12655,70,70,,"GrN-6062","bulk sediment","Carbon-14",,FALSE,
23776,"The Bog [Roos]",41176,"BOGROOS","2019/02/07 00:00:00",329981,922.5,5,"Radiocarbon years BP",10120,180,180,,"BIRM-405","Ld4, Dh+. Mud.","Carbon-14",,FALSE,
23776,"The Bog [Roos]",41176,"BOGROOS","2019/02/07 00:00:00",329982,1093,4,"Radiocarbon years BP",11220,220,220,,"BIRM-406","Ld4, Ag+. Mud.","Carbon-14",,FALSE,
23776,"The Bog [Roos]",41176,"BOGROOS","2019/02/07 00:00:00",329983,1103.5,3,"Radiocarbon years BP",11450,230,230,,"BIRM-407","Ld4, Ag+. Mud","Carbon-14",,FALSE,
23776,"The Bog [Roos]",41176,"BOGROOS","2019/02/07 00:00:00",329984,1112.5,5,"Radiocarbon years BP",11500,170,170,,"BIRM-318","Ld4, Ag+. Mud","Carbon-14",,FALSE,
23776,"The Bog [Roos]",41176,"BOGROOS","2019/02/07 00:00:00",329985,1136.5,7,"Radiocarbon years BP",13045,270,270,,"BIRM-317","Ld3, Ag1, Ga+. Mud.","Carbon-14",,FALSE,
23779,"Garaat El-Ouez",41184,"GARATOUE","2019/02/08 00:00:00",330147,37.5,5,"Radiocarbon years BP",2502,36,36,,"AA50105","peat","Carbon-14",,FALSE,
23779,"Garaat El-Ouez",41184,"GARATOUE","2019/02/08 00:00:00",330148,77.5,5,"Radiocarbon years BP",10490,85,85,,"Ly-9275","peat","Carbon-14","hiatus at 65cm",FALSE,
23779,"Garaat El-Ouez",41184,"GARATOUE","2019/02/08 00:00:00",330149,267.5,5,"Radiocarbon years BP",16821,94,94,,"AA50108","peat","Carbon-14",,FALSE,
23779,"Garaat El-Ouez",41184,"GARATOUE","2019/02/08 00:00:00",330150,447.5,5,"Radiocarbon years BP",16010,320,320,,"Ly-9274","clayey sediment","Carbon-14",,FALSE,
23780,"Gors Fawr Bog",41186,"GORSFAWR","2019/02/08 00:00:00",330199,74,1,"Radiocarbon years BP",5760,40,40,,"BETA208698",,"Carbon-14",,FALSE,
23780,"Gors Fawr Bog",41186,"GORSFAWR","2019/02/08 00:00:00",330200,115,1,"Radiocarbon years BP",7680,40,40,,"BETA208699",,"Carbon-14",,FALSE,
23780,"Gors Fawr Bog",41186,"GORSFAWR","2019/02/08 00:00:00",330201,138,1,"Radiocarbon years BP",8500,40,40,,"BETA208700",,"Carbon-14",,FALSE,
23780,"Gors Fawr Bog",41186,"GORSFAWR","2019/02/08 00:00:00",330202,171,1,"Radiocarbon years BP",8780,50,50,,"BETA208701",,"Carbon-14",,FALSE,
23781,"Gallanech Beg",41188,"GB4","2019/02/08 00:00:00",330257,66.5,,"Radiocarbon years BP",330,90,90,,,,"Carbon-14",,FALSE,
23781,"Gallanech Beg",41188,"GB4","2019/02/08 00:00:00",330258,126,,"Radiocarbon years BP",1090,80,80,,,,"Carbon-14",,FALSE,
23781,"Gallanech Beg",41188,"GB4","2019/02/08 00:00:00",330259,297.5,,"Radiocarbon years BP",2010,70,70,,,,"Carbon-14",,FALSE,
23781,"Gallanech Beg",41188,"GB4","2019/02/08 00:00:00",330260,560.5,,"Radiocarbon years BP",4010,60,60,,,,"Carbon-14",,FALSE,
23781,"Gallanech Beg",41188,"GB4","2019/02/08 00:00:00",330261,633,,"Radiocarbon years BP",4780,80,80,,,,"Carbon-14",,FALSE,
23781,"Gallanech Beg",41188,"GB4","2019/02/08 00:00:00",330262,743.5,,"Radiocarbon years BP",5090,70,70,,,,"Carbon-14",,FALSE,
23781,"Gallanech Beg",41188,"GB4","2019/02/08 00:00:00",330263,793,,"Radiocarbon years BP",4910,100,100,,,,"Carbon-14",,FALSE,
23781,"Gallanech Beg",41188,"GB4","2019/02/08 00:00:00",330264,853.5,,"Radiocarbon years BP",5140,60,60,,,,"Carbon-14",,FALSE,
23781,"Gallanech Beg",41188,"GB4","2019/02/08 00:00:00",330265,907.5,,"Radiocarbon years BP",6650,60,60,,,,"Carbon-14",,FALSE,
23781,"Gallanech Beg",41188,"GB4","2019/02/08 00:00:00",330266,932.5,,"Radiocarbon years BP",7190,130,130,,,,"Carbon-14",,FALSE,
23781,"Gallanech Beg",41188,"GB4","2019/02/08 00:00:00",330267,957.5,,"Radiocarbon years BP",8510,150,150,,,,"Carbon-14",,FALSE,
23781,"Gallanech Beg",41188,"GB4","2019/02/08 00:00:00",330268,977.5,,"Radiocarbon years BP",9140,120,120,,,,"Carbon-14",,FALSE,
23781,"Gallanech Beg",41188,"GB4","2019/02/08 00:00:00",330269,1042.5,,"Radiocarbon years BP",10170,160,160,,,,"Carbon-14",,FALSE,
23781,"Gallanech Beg",41188,"GB4","2019/02/08 00:00:00",330270,1082.5,,"Radiocarbon years BP",11670,240,240,,,,"Carbon-14",,FALSE,
23781,"Gallanech Beg",41188,"GB4","2019/02/08 00:00:00",330271,1155,,"Radiocarbon years BP",12370,150,150,,,,"Carbon-14",,FALSE,
23784,"Bourdim",41196,"BOURDIM","2019/02/11 00:00:00",330601,80,4,"Radiocarbon years BP",590,40,40,,"Ly-9273","peat","Carbon-14",,FALSE,
23784,"Bourdim",41196,"BOURDIM","2019/02/11 00:00:00",330602,347.5,5,"Radiocarbon years BP",1977,34,34,,"AA50110","peat","Carbon-14",,FALSE,
23784,"Bourdim",41196,"BOURDIM","2019/02/11 00:00:00",330603,587.5,5,"Radiocarbon years BP",1255,75,75,,"Ly-9272","peat","Carbon-14",,FALSE,
23784,"Bourdim",41196,"BOURDIM","2019/02/11 00:00:00",330604,637.5,5,"Radiocarbon years BP",2855,51,51,,"AA50112","peat","Carbon-14",,FALSE,
23785,"Oumm el-Khaled",41198,"ELKHALED","2019/02/11 00:00:00",330670,141,10,"Radiocarbon years BP",4100,80,80,,"SMU 1124",,"Carbon-14",,FALSE,
23785,"Oumm el-Khaled",41198,"ELKHALED","2019/02/11 00:00:00",330671,174.5,10,"Radiocarbon years BP",5050,100,100,,"SMU",,"Carbon-14",,FALSE,
23786,"Exebridge",41200,"EXBRIDGE","2019/02/11 00:00:00",330684,61.5,1,"Radiocarbon years BP",6760,40,40,,"CAMS-65905",,"Carbon-14",,FALSE,
23786,"Exebridge",41200,"EXBRIDGE","2019/02/11 00:00:00",330685,120.5,1,"Radiocarbon years BP",7540,60,60,,"wk-9601",,"Carbon-14",,FALSE,
23786,"Exebridge",41200,"EXBRIDGE","2019/02/11 00:00:00",330686,140.5,1,"Radiocarbon years BP",7710,60,60,,"wk-9602",,"Carbon-14",,FALSE,
23786,"Exebridge",41200,"EXBRIDGE","2019/02/11 00:00:00",330687,319.5,1,"Radiocarbon years BP",9530,50,50,,"CAMS-65904",,"Carbon-14",,FALSE,
23787,"Esgryn Bottom",41202,"ESGRYN","2019/02/11 00:00:00",330745,95,10,"Radiocarbon years BP",4990,60,60,,"Beta208702","bulk","Carbon-14",,FALSE,
23787,"Esgryn Bottom",41202,"ESGRYN","2019/02/11 00:00:00",330746,180,10,"Radiocarbon years BP",5440,80,80,,"Beta208703","bulk","Carbon-14",,FALSE,
23787,"Esgryn Bottom",41202,"ESGRYN","2019/02/11 00:00:00",330747,225,10,"Radiocarbon years BP",6120,70,70,,"Beta208704","bulk","Carbon-14",,FALSE,
23787,"Esgryn Bottom",41202,"ESGRYN","2019/02/11 00:00:00",330748,265,10,"Radiocarbon years BP",7080,80,80,,"Beta208705","bulk","Carbon-14",,FALSE,
23788,"Burmarrad ria",41204,"BM1","2019/02/11 00:00:00",330799,845,,"Radiocarbon years BP",4563,30,30,,"SacA-11663","charcoal","Carbon-14",,FALSE,
23788,"Burmarrad ria",41204,"BM1","2019/02/11 00:00:00",330800,1005,,"Radiocarbon years BP",5410,40,40,,"Poz-42441","charcoal","Carbon-14",,FALSE,
23788,"Burmarrad ria",41204,"BM1","2019/02/11 00:00:00",330801,1117.5,,"Radiocarbon years BP",6115,30,30,,"SacA-11668","peat","Carbon-14",,FALSE,
23788,"Burmarrad ria",41204,"BM1","2019/02/11 00:00:00",330802,1215,,"Radiocarbon years BP",6500,30,30,,"SacA-11669","charcoal","Carbon-14",,FALSE,
23788,"Burmarrad ria",41204,"BM1","2019/02/11 00:00:00",330803,1415,,"Radiocarbon years BP",6650,60,60,,"Poz-42439","charcoal","Carbon-14",,FALSE,
23789,"Bazel-Sluis",41206,"BAZELB","2019/02/12 00:00:00",330832,280,1,"Radiocarbon years BP",4950,35,35,,"KIA-47571","fragments Betula & Alnus","Carbon-14",,FALSE,
23789,"Bazel-Sluis",41206,"BAZELB","2019/02/12 00:00:00",330833,313,1,"Radiocarbon years BP",5035,35,35,,"KIA-47567","seed of Tilia","Carbon-14",,FALSE,
23789,"Bazel-Sluis",41206,"BAZELB","2019/02/12 00:00:00",330834,336,1,"Radiocarbon years BP",6155,40,40,,"KIA-47720","unidentified twig","Carbon-14",,FALSE,
23789,"Bazel-Sluis",41206,"BAZELB","2019/02/12 00:00:00",330835,343,1,"Radiocarbon years BP",6145,35,35,,"KIA-47572","seed of Quercus","Carbon-14",,FALSE,
23789,"Bazel-Sluis",41209,"BAZELA","2019/02/12 00:00:00",331220,53,1,"Radiocarbon years BP",4500,30,30,,"Beta343983","seeds&fragments Urtica  Alnus","Carbon-14",,FALSE,
23789,"Bazel-Sluis",41209,"BAZELA","2019/02/12 00:00:00",331221,70,1,"Radiocarbon years BP",4575,35,35,,"KIA-47570","sds&frgmts Ilex Alnus Quercus","Carbon-14",,FALSE,
23789,"Bazel-Sluis",41209,"BAZELA","2019/02/12 00:00:00",331222,91,1,"Radiocarbon years BP",4790,30,30,,"Beta342273","unidentified bud & fragments","Carbon-14",,FALSE,
23789,"Bazel-Sluis",41209,"BAZELA","2019/02/12 00:00:00",331223,111,1,"Radiocarbon years BP",4660,30,30,,"KIA-47722","cone of Alnus glutinosa","Carbon-14",,FALSE,
23790,"Aveley marshes",41211,"AMRS","2019/02/12 00:00:00",331240,86.5,1,"Radiocarbon years BP",2580,35,35,,"SUERC-7354","peat: humic acid","Carbon-14",,FALSE,
23790,"Aveley marshes",41211,"AMRS","2019/02/12 00:00:00",331241,86.5,1,"Radiocarbon years BP",2700,35,35,,"SUERC-7355","peat: humin","Carbon-14",,FALSE,
