siteid,sitename,latitude,longitude,elevation,datasetid,datasettype,ageoldest,ageyoungest,depth,thickness,age,age.young,age.old,control.type,chron.control.id,dataset.name,collection.type,collection.handle,dataset.type,default,name,age.type,age.model,age.older,age.younger,chron.id,date,site.name,long,lat,description,long.acc,lat.acc
15878,Pont des Sept trous,44.758611,3.5525,1350,24436,pollen,,,,,,14000,150000,North American land mammal ages,77613,BOR,Core,BOR,pollen,TRUE,Faunmap 2.1,Calendar years BP,Land Mammal Age,150000,14000,24436,2018-09-07T00:00:00,Pont des Sept trous,3.5525,44.7586111111111,Little peat bog. Physiography: depression. Surrounding vegetation: grassland and forest.,0,0
15879,Lac du Saillant,45.339722,2.9125,1267,24438,pollen,,,,,,14000,150000,North American land mammal ages,77615,SAILLAN1,Core,SAILLAN1,pollen,TRUE,Faunmap 2.1,Calendar years BP,Land Mammal Age,150000,14000,24438,2018-09-07T00:00:00,Lac du Saillant,2.9125,45.3397222222222,Lake. Physiography: valley. Surrounding vegetation: grassland and cultivated fields.,0,0
15879,Lac du Saillant,45.339722,2.9125,1267,24437,pollen,,,,,,14000,150000,North American land mammal ages,77614,SAILLAN2,Core,SAILLAN2,pollen,TRUE,Faunmap 2.1,Calendar years BP,Land Mammal Age,150000,14000,24437,2018-09-07T00:00:00,Lac du Saillant,2.9125,45.3397222222222,Lake. Physiography: valley. Surrounding vegetation: grassland and cultivated fields.,0,0
15880,Les Laubies,44.466667,3.65,1380,24439,pollen,,,,,,14000,150000,North American land mammal ages,77616,LAUBIES2,Core,LAUBIES2,pollen,TRUE,Faunmap 2.1,Calendar years BP,Land Mammal Age,150000,14000,24439,2018-09-07T00:00:00,Les Laubies,3.65,44.4666666666667,Peat bog. Physiography: valley. Surrounding vegetation: forest.,0,0
15880,Les Laubies,44.466667,3.65,1380,24441,pollen,9459,-21,,,,14000,150000,North American land mammal ages,77618,LAUBIES1,Core,LAUBIES1,pollen,TRUE,Faunmap 2.1,Calendar years BP,Land Mammal Age,150000,14000,24441,2018-09-07T00:00:00,Les Laubies,3.65,44.4666666666667,Peat bog. Physiography: valley. Surrounding vegetation: forest.,0,0
15881,Lozeret,44.460833,3.7475,1280,24442,pollen,,,,,,14000,150000,North American land mammal ages,77619,LOZERET2,Core,LOZERET2,pollen,TRUE,Faunmap 2.1,Calendar years BP,Land Mammal Age,150000,14000,24442,2018-09-07T00:00:00,Lozeret,3.7475,44.4608333333333,Soil. Physiography: valley. Surrounding vegetation: forest of Pinus sylvestris.,0,0
15881,Lozeret,44.460833,3.7475,1280,24443,pollen,,,,,,11800,29000,Quaternary event classification,77620,LOZERET1,Core,LOZERET1,pollen,TRUE,Faunmap 2.1,Calendar years BP,Stratigraphic position,25000,6000,24443,2018-09-07T00:00:00,Lozeret,3.7475,44.4608333333333,Soil. Physiography: valley. Surrounding vegetation: forest of Pinus sylvestris.,0,0
15881,Lozeret,44.460833,3.7475,1280,24443,pollen,,,,,,,11800,Geologic time scale,77621,LOZERET1,Core,LOZERET1,pollen,TRUE,Faunmap 2.1,Calendar years BP,Stratigraphic position,25000,6000,24443,2018-09-07T00:00:00,Lozeret,3.7475,44.4608333333333,Soil. Physiography: valley. Surrounding vegetation: forest of Pinus sylvestris.,0,0
15882,Les Camargues,44.381667,3.819444,1335,24444,pollen,,,,,706,555,905,"Radiocarbon, calibrated",77622,CAMARGUE,Core,CAMARGUE,pollen,TRUE,Faunmap 2.1,Calendar years BP,Individually dated analysis unit,940,550,24444,2018-09-10T00:00:00,Les Camargues,3.81944444444444,44.3816666666667,Peat bog area. Physiography: valley. Surrounding vegetation: grassland and forest.,0,0
15882,Les Camargues,44.381667,3.819444,1335,24444,pollen,,,,,815,678,935,"Radiocarbon, calibrated",77623,CAMARGUE,Core,CAMARGUE,pollen,TRUE,Faunmap 2.1,Calendar years BP,Individually dated analysis unit,940,550,24444,2018-09-10T00:00:00,Les Camargues,3.81944444444444,44.3816666666667,Peat bog area. Physiography: valley. Surrounding vegetation: grassland and forest.,0,0
15882,Les Camargues,44.381667,3.819444,1335,24444,pollen,,,,,755,660,920,"Radiocarbon, calibrated",77624,CAMARGUE,Core,CAMARGUE,pollen,TRUE,Faunmap 2.1,Calendar years BP,Individually dated analysis unit,940,550,24444,2018-09-10T00:00:00,Les Camargues,3.81944444444444,44.3816666666667,Peat bog area. Physiography: valley. Surrounding vegetation: grassland and forest.,0,0
15883,Sources du Tarn,44.406389,3.804722,1545,24445,pollen,,,,,24745,24401,25126,"Radiocarbon, calibrated",77625,SOURCETA,Core,SOURCETA,pollen,TRUE,Neotoma 1,Calibrated radiocarbon years BP,individually dated,25130,24400,24445,2018-09-11T00:00:00,Sources du Tarn,3.80472222222222,44.4063888888889,"Grass soil. Physiography: valley. Surrounding vegetation: Betula, Corylus.",0,0
15884,Finiels,44.415278,3.736667,1485,24446,pollen,,,,,13065,12830,13255,"Radiocarbon, calibrated",77626,FINIELS,Core,FINIELS,pollen,TRUE,Neotoma 1,Calibrated radiocarbon years BP,individidually dated,13260,12830,24446,2018-08-20T00:00:00,Finiels,3.73666666666667,44.4152777777778,"Soil of Nardus grass. Physiography: granitic sand in valley. Surrounding vegetation: Pinus, Betula.",0,0
15885,Somail,43.576944,2.700833,980,24447,pollen,,,,,13054,12888,13159,"Radiocarbon, calibrated, combined",77627,SOMAIL,Core,SOMAIL,pollen,FALSE,Neotoma 2,Calibrated radiocarbon years BP,individually dated,13160,12880,24447,2018-08-20T00:00:00,Somail,2.70083333333333,43.5769444444444,Little peat bog. Physiography: slope of a little river. Surrounding vegetation: forest.,0,0
15887,La Salverguette,43.640833,2.906111,1070,24450,pollen,,,,,13247,13057,13468,"Radiocarbon, calibrated",77630,SALVERGU,Core,SALVERGU,pollen,TRUE,Neotoma 1,Calibrated radiocarbon years BP,individually dated,13470,13050,24450,2018-09-12T00:00:00,La Salverguette,2.90611111111111,43.6408333333333,Peat bog. Physiography: little valley. Surrounding vegetation: orchad and forest.,0,0
15888,La Planésie,43.634167,2.8475,960,24451,pollen,,,,,14233,14030,14628,"Radiocarbon, calibrated",77631,PLANESI2,Core,PLANESI2,pollen,TRUE,Neotoma 1,Calibrated radiocarbon years BP,individually dated,15160,14030,24451,2018-09-13T00:00:00,La Planésie,2.8475,43.6341666666667,Little peat bog on slope. Physiography: valley. Surrounding vegetation: grassland-orchard and forest.,0,0
15888,La Planésie,43.634167,2.8475,960,24451,pollen,,,,,14276,14058,14670,"Radiocarbon, calibrated",77632,PLANESI2,Core,PLANESI2,pollen,TRUE,Neotoma 1,Calibrated radiocarbon years BP,individually dated,15160,14030,24451,2018-09-13T00:00:00,La Planésie,2.8475,43.6341666666667,Little peat bog on slope. Physiography: valley. Surrounding vegetation: grassland-orchard and forest.,0,0
15888,La Planésie,43.634167,2.8475,960,24451,pollen,,,,,14281,14080,14648,"Radiocarbon, calibrated",77633,PLANESI2,Core,PLANESI2,pollen,TRUE,Neotoma 1,Calibrated radiocarbon years BP,individually dated,15160,14030,24451,2018-09-13T00:00:00,La Planésie,2.8475,43.6341666666667,Little peat bog on slope. Physiography: valley. Surrounding vegetation: grassland-orchard and forest.,0,0
15888,La Planésie,43.634167,2.8475,960,24451,pollen,,,,,14438,14162,14753,"Radiocarbon, calibrated",77634,PLANESI2,Core,PLANESI2,pollen,TRUE,Neotoma 1,Calibrated radiocarbon years BP,individually dated,15160,14030,24451,2018-09-13T00:00:00,La Planésie,2.8475,43.6341666666667,Little peat bog on slope. Physiography: valley. Surrounding vegetation: grassland-orchard and forest.,0,0
15888,La Planésie,43.634167,2.8475,960,24451,pollen,,,,,14559,14231,14906,"Radiocarbon, calibrated",77635,PLANESI2,Core,PLANESI2,pollen,TRUE,Neotoma 1,Calibrated radiocarbon years BP,individually dated,15160,14030,24451,2018-09-13T00:00:00,La Planésie,2.8475,43.6341666666667,Little peat bog on slope. Physiography: valley. Surrounding vegetation: grassland-orchard and forest.,0,0
15888,La Planésie,43.634167,2.8475,960,24451,pollen,,,,,14612,14258,14971,"Radiocarbon, calibrated",77636,PLANESI2,Core,PLANESI2,pollen,TRUE,Neotoma 1,Calibrated radiocarbon years BP,individually dated,15160,14030,24451,2018-09-13T00:00:00,La Planésie,2.8475,43.6341666666667,Little peat bog on slope. Physiography: valley. Surrounding vegetation: grassland-orchard and forest.,0,0
15888,La Planésie,43.634167,2.8475,960,24451,pollen,,,,,14692,14301,15025,"Radiocarbon, calibrated",77637,PLANESI2,Core,PLANESI2,pollen,TRUE,Neotoma 1,Calibrated radiocarbon years BP,individually dated,15160,14030,24451,2018-09-13T00:00:00,La Planésie,2.8475,43.6341666666667,Little peat bog on slope. Physiography: valley. Surrounding vegetation: grassland-orchard and forest.,0,0
15888,La Planésie,43.634167,2.8475,960,24451,pollen,,,,,14712,14326,15031,"Radiocarbon, calibrated",77638,PLANESI2,Core,PLANESI2,pollen,TRUE,Neotoma 1,Calibrated radiocarbon years BP,individually dated,15160,14030,24451,2018-09-13T00:00:00,La Planésie,2.8475,43.6341666666667,Little peat bog on slope. Physiography: valley. Surrounding vegetation: grassland-orchard and forest.,0,0
15888,La Planésie,43.634167,2.8475,960,24451,pollen,,,,,14704,14303,15042,"Radiocarbon, calibrated",77639,PLANESI2,Core,PLANESI2,pollen,TRUE,Neotoma 1,Calibrated radiocarbon years BP,individually dated,15160,14030,24451,2018-09-13T00:00:00,La Planésie,2.8475,43.6341666666667,Little peat bog on slope. Physiography: valley. Surrounding vegetation: grassland-orchard and forest.,0,0
15888,La Planésie,43.634167,2.8475,960,24451,pollen,,,,,14815,14430,15101,"Radiocarbon, calibrated",77640,PLANESI2,Core,PLANESI2,pollen,TRUE,Neotoma 1,Calibrated radiocarbon years BP,individually dated,15160,14030,24451,2018-09-13T00:00:00,La Planésie,2.8475,43.6341666666667,Little peat bog on slope. Physiography: valley. Surrounding vegetation: grassland-orchard and forest.,0,0
15888,La Planésie,43.634167,2.8475,960,24451,pollen,,,,,14851,14484,15118,"Radiocarbon, calibrated",77641,PLANESI2,Core,PLANESI2,pollen,TRUE,Neotoma 1,Calibrated radiocarbon years BP,individually dated,15160,14030,24451,2018-09-13T00:00:00,La Planésie,2.8475,43.6341666666667,Little peat bog on slope. Physiography: valley. Surrounding vegetation: grassland-orchard and forest.,0,0
15888,La Planésie,43.634167,2.8475,960,24451,pollen,,,,,14873,14525,15128,"Radiocarbon, calibrated",77642,PLANESI2,Core,PLANESI2,pollen,TRUE,Neotoma 1,Calibrated radiocarbon years BP,individually dated,15160,14030,24451,2018-09-13T00:00:00,La Planésie,2.8475,43.6341666666667,Little peat bog on slope. Physiography: valley. Surrounding vegetation: grassland-orchard and forest.,0,0
15888,La Planésie,43.634167,2.8475,960,24451,pollen,,,,,14913,14629,15152,"Radiocarbon, calibrated",77643,PLANESI2,Core,PLANESI2,pollen,TRUE,Neotoma 1,Calibrated radiocarbon years BP,individually dated,15160,14030,24451,2018-09-13T00:00:00,La Planésie,2.8475,43.6341666666667,Little peat bog on slope. Physiography: valley. Surrounding vegetation: grassland-orchard and forest.,0,0
15888,La Planésie,43.634167,2.8475,960,24452,pollen,,,,,21954,21512,22382,"Radiocarbon, calibrated, summed probabilities",77644,PLANESI1,Core,PLANESI1,pollen,TRUE,Neotoma 1,Calibrated radiocarbon years BP,individually dated,22390,21510,24452,2018-09-14T00:00:00,La Planésie,2.8475,43.6341666666667,Little peat bog on slope. Physiography: valley. Surrounding vegetation: grassland-orchard and forest.,0,0
15889,Font Salesse,43.601667,2.978889,1060,24454,pollen,,,,,13099,12956,13273,"Radiocarbon, calibrated",77646,FONTSALE,Core,FONTSALE,pollen,FALSE,Neotoma 2,Calibrated radiocarbon years BP,individually dated,13280,12950,24454,2018-09-14T00:00:00,Font Salesse,2.97888888888889,43.6016666666667,Bog. Physiography: depression in plateau of Caroux. Surrounding vegetation: Pinus forest.,0,0
15890,Baïssescure,43.55,2.8,1000,24456,pollen,6658,52,,,13088,12885,13270,"Radiocarbon, calibrated",77648,BAISSESC,Core,BAISSESC,pollen,FALSE,Neotoma 2,Calibrated radiocarbon years BP,individually dated,13270,12880,24456,2018-09-14T00:00:00,Baïssescure,2.8,43.55,Big bog. Physiography: depression. Surrounding vegetation: hêtraie.,0,0
15891,Neyrac,44.465,3.760556,1200,24457,pollen,,,,,14842,14236,15277,"Radiocarbon, calibrated",77649,NEYRAC,Core,NEYRAC,pollen,TRUE,Neotoma 1,Calibrated radiocarbon years BP,individually dated,15280,14230,24457,2018-09-14T00:00:00,Neyrac,3.76055555555556,44.465,Soil in Pinus wood. Physiography: top of hill. Surrounding vegetation: Pinus forest.,0,0
15892,Le Cros,44.390556,3.774722,1350,24458,pollen,,,,,13293,13085,13476,"Radiocarbon, calibrated",77650,LECROS,Core,LECROS,pollen,TRUE,Neotoma 1,Calibrated radiocarbon years BP,individually dated,13480,13080,24458,2018-09-14T00:00:00,Le Cros,3.77472222222222,44.3905555555556,Soil. Physiography: edge of beech forest. Surrounding vegetation: Fagus forest.,0,0
15893,Tourbière du Peschio,44.45,3.6,1370,25455,pollen,6892,73,30.5,5,1020,960,1080,Radiocarbon,83018,PESCHIO1,Core,PESCHIO1,pollen,TRUE,C14 BP,Radiocarbon years BP,linear interpolation,4100,500,25455,2013-01-01T00:00:00,Tourbière du Peschio,3.6,44.45,"Minerotroph peatland. Physiography: basin. Surrounding vegetation: Pinus, Betula, Fraxinus.",0,0
15893,Tourbière du Peschio,44.45,3.6,1370,25455,pollen,6892,73,82.5,5,2230,2160,2300,Radiocarbon,83019,PESCHIO1,Core,PESCHIO1,pollen,TRUE,C14 BP,Radiocarbon years BP,linear interpolation,4100,500,25455,2013-01-01T00:00:00,Tourbière du Peschio,3.6,44.45,"Minerotroph peatland. Physiography: basin. Surrounding vegetation: Pinus, Betula, Fraxinus.",0,0
15893,Tourbière du Peschio,44.45,3.6,1370,25455,pollen,6892,73,152.5,5,3560,3500,3620,Radiocarbon,83020,PESCHIO1,Core,PESCHIO1,pollen,TRUE,C14 BP,Radiocarbon years BP,linear interpolation,4100,500,25455,2013-01-01T00:00:00,Tourbière du Peschio,3.6,44.45,"Minerotroph peatland. Physiography: basin. Surrounding vegetation: Pinus, Betula, Fraxinus.",0,0
15893,Tourbière du Peschio,44.45,3.6,1370,25455,pollen,6892,73,192.5,5,3960,3900,4020,Radiocarbon,83021,PESCHIO1,Core,PESCHIO1,pollen,TRUE,C14 BP,Radiocarbon years BP,linear interpolation,4100,500,25455,2013-01-01T00:00:00,Tourbière du Peschio,3.6,44.45,"Minerotroph peatland. Physiography: basin. Surrounding vegetation: Pinus, Betula, Fraxinus.",0,0
15893,Tourbière du Peschio,44.45,3.6,1370,24459,pollen,,,,,13052,12872,13161,"Radiocarbon, calibrated, summed probabilities",77651,SAGNOLS,Core,SAGNOLS,pollen,TRUE,Neotoma 1,Calibrated radiocarbon years BP,individually dated,13170,12870,24459,2018-09-14T00:00:00,Tourbière du Peschio,3.6,44.45,"Minerotroph peatland. Physiography: basin. Surrounding vegetation: Pinus, Betula, Fraxinus.",0,0
15893,Tourbière du Peschio,44.45,3.6,1370,25453,pollen,2735,50,0,,0,0,0,Core top,82936,PESCHIOB,Core,PESCHIOB,pollen,TRUE,Fossilva,Radiocarbon years BP,Linear interpolation,5300,0,25453,2001-01-01T00:00:00,Tourbière du Peschio,3.6,44.45,"Minerotroph peatland. Physiography: basin. Surrounding vegetation: Pinus, Betula, Fraxinus.",0,0
15893,Tourbière du Peschio,44.45,3.6,1370,25453,pollen,2735,50,60,,500,500,500,"Biostratigraphic, pollen",82937,PESCHIOB,Core,PESCHIOB,pollen,TRUE,Fossilva,Radiocarbon years BP,Linear interpolation,5300,0,25453,2001-01-01T00:00:00,Tourbière du Peschio,3.6,44.45,"Minerotroph peatland. Physiography: basin. Surrounding vegetation: Pinus, Betula, Fraxinus.",0,0
15893,Tourbière du Peschio,44.45,3.6,1370,25453,pollen,2735,50,250,,2500,2500,2500,"Biostratigraphic, pollen",82938,PESCHIOB,Core,PESCHIOB,pollen,TRUE,Fossilva,Radiocarbon years BP,Linear interpolation,5300,0,25453,2001-01-01T00:00:00,Tourbière du Peschio,3.6,44.45,"Minerotroph peatland. Physiography: basin. Surrounding vegetation: Pinus, Betula, Fraxinus.",0,0
15893,Tourbière du Peschio,44.45,3.6,1370,25453,pollen,2735,50,550,,5300,5300,5300,"Biostratigraphic, pollen",82939,PESCHIOB,Core,PESCHIOB,pollen,TRUE,Fossilva,Radiocarbon years BP,Linear interpolation,5300,0,25453,2001-01-01T00:00:00,Tourbière du Peschio,3.6,44.45,"Minerotroph peatland. Physiography: basin. Surrounding vegetation: Pinus, Betula, Fraxinus.",0,0
15894,Tourbière des Narses Mortes,44.433333,3.6,1400,25466,pollen,2437,-13,0,,106,-24,272,Core top,83108,NARMORNW,Core,NARMORNW,pollen,FALSE,CAL BP,Calibrated radiocarbon years BP,linear interpolation,5700,10,25466,2011-01-01T00:00:00,Tourbière des Narses Mortes,3.6,44.4333333333333,Minerotrophic peatland. Physiography: microtopography of hummocks and hollows. Surrounding vegetation: moor with young Pinus sylvestris.,0,0
15894,Tourbière des Narses Mortes,44.433333,3.6,1400,25466,pollen,2437,-13,855,20,3401,3240,3561,"Radiocarbon, calibrated",83109,NARMORNW,Core,NARMORNW,pollen,FALSE,CAL BP,Calibrated radiocarbon years BP,linear interpolation,5700,10,25466,2011-01-01T00:00:00,Tourbière des Narses Mortes,3.6,44.4333333333333,Minerotrophic peatland. Physiography: microtopography of hummocks and hollows. Surrounding vegetation: moor with young Pinus sylvestris.,0,0
15894,Tourbière des Narses Mortes,44.433333,3.6,1400,25466,pollen,2437,-13,960,20,4064,3831,4297,"Radiocarbon, calibrated",83110,NARMORNW,Core,NARMORNW,pollen,FALSE,CAL BP,Calibrated radiocarbon years BP,linear interpolation,5700,10,25466,2011-01-01T00:00:00,Tourbière des Narses Mortes,3.6,44.4333333333333,Minerotrophic peatland. Physiography: microtopography of hummocks and hollows. Surrounding vegetation: moor with young Pinus sylvestris.,0,0
15894,Tourbière des Narses Mortes,44.433333,3.6,1400,25466,pollen,2437,-13,1040,20,4708,4521,4894,"Radiocarbon, calibrated",83111,NARMORNW,Core,NARMORNW,pollen,FALSE,CAL BP,Calibrated radiocarbon years BP,linear interpolation,5700,10,25466,2011-01-01T00:00:00,Tourbière des Narses Mortes,3.6,44.4333333333333,Minerotrophic peatland. Physiography: microtopography of hummocks and hollows. Surrounding vegetation: moor with young Pinus sylvestris.,0,0
15894,Tourbière des Narses Mortes,44.433333,3.6,1400,25464,pollen,8850,382,0,,-22,-250,250,"Core top, estimated",83096,NARMOCEN,Core,NARMOCEN,pollen,TRUE,Giesecke et al. 2014 (MADCAP),Calibrated radiocarbon years BP,clam,11360,170,25464,2011-01-01T00:00:00,Tourbière des Narses Mortes,3.6,44.4333333333333,Minerotrophic peatland. Physiography: microtopography of hummocks and hollows. Surrounding vegetation: moor with young Pinus sylvestris.,0,0
15894,Tourbière des Narses Mortes,44.433333,3.6,1400,25464,pollen,8850,382,88.5,3,2750,2600,2900,Radiocarbon,83097,NARMOCEN,Core,NARMOCEN,pollen,TRUE,Giesecke et al. 2014 (MADCAP),Calibrated radiocarbon years BP,clam,11360,170,25464,2011-01-01T00:00:00,Tourbière des Narses Mortes,3.6,44.4333333333333,Minerotrophic peatland. Physiography: microtopography of hummocks and hollows. Surrounding vegetation: moor with young Pinus sylvestris.,0,0
15894,Tourbière des Narses Mortes,44.433333,3.6,1400,25464,pollen,8850,382,110,2,3055,2860,3250,Radiocarbon,83098,NARMOCEN,Core,NARMOCEN,pollen,TRUE,Giesecke et al. 2014 (MADCAP),Calibrated radiocarbon years BP,clam,11360,170,25464,2011-01-01T00:00:00,Tourbière des Narses Mortes,3.6,44.4333333333333,Minerotrophic peatland. Physiography: microtopography of hummocks and hollows. Surrounding vegetation: moor with young Pinus sylvestris.,0,0
15894,Tourbière des Narses Mortes,44.433333,3.6,1400,25464,pollen,8850,382,115.3,0.5,4185,3940,4430,Radiocarbon,83099,NARMOCEN,Core,NARMOCEN,pollen,TRUE,Giesecke et al. 2014 (MADCAP),Calibrated radiocarbon years BP,clam,11360,170,25464,2011-01-01T00:00:00,Tourbière des Narses Mortes,3.6,44.4333333333333,Minerotrophic peatland. Physiography: microtopography of hummocks and hollows. Surrounding vegetation: moor with young Pinus sylvestris.,0,0
15894,Tourbière des Narses Mortes,44.433333,3.6,1400,25464,pollen,8850,382,121.5,3,5280,5175,5385,Radiocarbon,83100,NARMOCEN,Core,NARMOCEN,pollen,TRUE,Giesecke et al. 2014 (MADCAP),Calibrated radiocarbon years BP,clam,11360,170,25464,2011-01-01T00:00:00,Tourbière des Narses Mortes,3.6,44.4333333333333,Minerotrophic peatland. Physiography: microtopography of hummocks and hollows. Surrounding vegetation: moor with young Pinus sylvestris.,0,0
15894,Tourbière des Narses Mortes,44.433333,3.6,1400,25464,pollen,8850,382,125.3,0.5,6860,6750,6970,Radiocarbon,83101,NARMOCEN,Core,NARMOCEN,pollen,TRUE,Giesecke et al. 2014 (MADCAP),Calibrated radiocarbon years BP,clam,11360,170,25464,2011-01-01T00:00:00,Tourbière des Narses Mortes,3.6,44.4333333333333,Minerotrophic peatland. Physiography: microtopography of hummocks and hollows. Surrounding vegetation: moor with young Pinus sylvestris.,0,0
15894,Tourbière des Narses Mortes,44.433333,3.6,1400,25464,pollen,8850,382,150.5,3,8925,8625,9225,Radiocarbon,83102,NARMOCEN,Core,NARMOCEN,pollen,TRUE,Giesecke et al. 2014 (MADCAP),Calibrated radiocarbon years BP,clam,11360,170,25464,2011-01-01T00:00:00,Tourbière des Narses Mortes,3.6,44.4333333333333,Minerotrophic peatland. Physiography: microtopography of hummocks and hollows. Surrounding vegetation: moor with young Pinus sylvestris.,0,0
15894,Tourbière des Narses Mortes,44.433333,3.6,1400,25464,pollen,8850,382,153.5,3,9095,8705,9485,Radiocarbon,83103,NARMOCEN,Core,NARMOCEN,pollen,TRUE,Giesecke et al. 2014 (MADCAP),Calibrated radiocarbon years BP,clam,11360,170,25464,2011-01-01T00:00:00,Tourbière des Narses Mortes,3.6,44.4333333333333,Minerotrophic peatland. Physiography: microtopography of hummocks and hollows. Surrounding vegetation: moor with young Pinus sylvestris.,0,0
15894,Tourbière des Narses Mortes,44.433333,3.6,1400,25463,pollen,2610,294,0,,0,0,0,Core top,83086,NARMOBOI,Core,NARMOBOI,pollen,TRUE,EPD default,Radiocarbon years BP,Linear interpolation,9750,0,25463,1997-06-12T00:00:00,Tourbière des Narses Mortes,3.6,44.4333333333333,Minerotrophic peatland. Physiography: microtopography of hummocks and hollows. Surrounding vegetation: moor with young Pinus sylvestris.,0,0
15894,Tourbière des Narses Mortes,44.433333,3.6,1400,25463,pollen,2610,294,75.25,,1220,1145,1295,Radiocarbon,83087,NARMOBOI,Core,NARMOBOI,pollen,TRUE,EPD default,Radiocarbon years BP,Linear interpolation,9750,0,25463,1997-06-12T00:00:00,Tourbière des Narses Mortes,3.6,44.4333333333333,Minerotrophic peatland. Physiography: microtopography of hummocks and hollows. Surrounding vegetation: moor with young Pinus sylvestris.,0,0
15894,Tourbière des Narses Mortes,44.433333,3.6,1400,25463,pollen,2610,294,88.5,,2750,2600,2900,Radiocarbon,83088,NARMOBOI,Core,NARMOBOI,pollen,TRUE,EPD default,Radiocarbon years BP,Linear interpolation,9750,0,25463,1997-06-12T00:00:00,Tourbière des Narses Mortes,3.6,44.4333333333333,Minerotrophic peatland. Physiography: microtopography of hummocks and hollows. Surrounding vegetation: moor with young Pinus sylvestris.,0,0
15894,Tourbière des Narses Mortes,44.433333,3.6,1400,25463,pollen,2610,294,110,,3055,2860,3250,Radiocarbon,83089,NARMOBOI,Core,NARMOBOI,pollen,TRUE,EPD default,Radiocarbon years BP,Linear interpolation,9750,0,25463,1997-06-12T00:00:00,Tourbière des Narses Mortes,3.6,44.4333333333333,Minerotrophic peatland. Physiography: microtopography of hummocks and hollows. Surrounding vegetation: moor with young Pinus sylvestris.,0,0
15894,Tourbière des Narses Mortes,44.433333,3.6,1400,25463,pollen,2610,294,115.25,,4185,3940,4430,Radiocarbon,83090,NARMOBOI,Core,NARMOBOI,pollen,TRUE,EPD default,Radiocarbon years BP,Linear interpolation,9750,0,25463,1997-06-12T00:00:00,Tourbière des Narses Mortes,3.6,44.4333333333333,Minerotrophic peatland. Physiography: microtopography of hummocks and hollows. Surrounding vegetation: moor with young Pinus sylvestris.,0,0
15894,Tourbière des Narses Mortes,44.433333,3.6,1400,25463,pollen,2610,294,121.5,,5280,5175,5385,Radiocarbon,83091,NARMOBOI,Core,NARMOBOI,pollen,TRUE,EPD default,Radiocarbon years BP,Linear interpolation,9750,0,25463,1997-06-12T00:00:00,Tourbière des Narses Mortes,3.6,44.4333333333333,Minerotrophic peatland. Physiography: microtopography of hummocks and hollows. Surrounding vegetation: moor with young Pinus sylvestris.,0,0
15894,Tourbière des Narses Mortes,44.433333,3.6,1400,25463,pollen,2610,294,125.25,,6860,6750,6970,Radiocarbon,83092,NARMOBOI,Core,NARMOBOI,pollen,TRUE,EPD default,Radiocarbon years BP,Linear interpolation,9750,0,25463,1997-06-12T00:00:00,Tourbière des Narses Mortes,3.6,44.4333333333333,Minerotrophic peatland. Physiography: microtopography of hummocks and hollows. Surrounding vegetation: moor with young Pinus sylvestris.,0,0
15894,Tourbière des Narses Mortes,44.433333,3.6,1400,25463,pollen,2610,294,130,,8755,8615,8895,Radiocarbon,83093,NARMOBOI,Core,NARMOBOI,pollen,TRUE,EPD default,Radiocarbon years BP,Linear interpolation,9750,0,25463,1997-06-12T00:00:00,Tourbière des Narses Mortes,3.6,44.4333333333333,Minerotrophic peatland. Physiography: microtopography of hummocks and hollows. Surrounding vegetation: moor with young Pinus sylvestris.,0,0
15894,Tourbière des Narses Mortes,44.433333,3.6,1400,25463,pollen,2610,294,150.5,,8925,8625,9225,Radiocarbon,83094,NARMOBOI,Core,NARMOBOI,pollen,TRUE,EPD default,Radiocarbon years BP,Linear interpolation,9750,0,25463,1997-06-12T00:00:00,Tourbière des Narses Mortes,3.6,44.4333333333333,Minerotrophic peatland. Physiography: microtopography of hummocks and hollows. Surrounding vegetation: moor with young Pinus sylvestris.,0,0
15894,Tourbière des Narses Mortes,44.433333,3.6,1400,25463,pollen,2610,294,153.5,,9095,8705,9485,Radiocarbon,83095,NARMOBOI,Core,NARMOBOI,pollen,TRUE,EPD default,Radiocarbon years BP,Linear interpolation,9750,0,25463,1997-06-12T00:00:00,Tourbière des Narses Mortes,3.6,44.4333333333333,Minerotrophic peatland. Physiography: microtopography of hummocks and hollows. Surrounding vegetation: moor with young Pinus sylvestris.,0,0
15894,Tourbière des Narses Mortes,44.433333,3.6,1400,24461,pollen,10694,-17,,,198,0,430,"Radiocarbon, calibrated",77653,NMOR1967,Core,NMOR1967,pollen,TRUE,Faunmap 2.1,Calendar years BP,Individually dated analysis unit,530,0,24461,2018-09-01T00:00:00,Tourbière des Narses Mortes,3.6,44.4333333333333,Minerotrophic peatland. Physiography: microtopography of hummocks and hollows. Surrounding vegetation: moor with young Pinus sylvestris.,0,0
15894,Tourbière des Narses Mortes,44.433333,3.6,1400,24461,pollen,10694,-17,,,226,0,461,"Radiocarbon, calibrated",77654,NMOR1967,Core,NMOR1967,pollen,TRUE,Faunmap 2.1,Calendar years BP,Individually dated analysis unit,530,0,24461,2018-09-01T00:00:00,Tourbière des Narses Mortes,3.6,44.4333333333333,Minerotrophic peatland. Physiography: microtopography of hummocks and hollows. Surrounding vegetation: moor with young Pinus sylvestris.,0,0
