"site.id","site.name","latitude","longitude","elevation","dataset.id","dataset.type","source","publication","description","doi"
15761,"Majen El Orbi",37.149235000000004,9.099085,200,24219,"pollen","European Pollen Database","","Marsh with peaty border. Physiography: Depression. Surrounding vegetation: Myrtus Erica Pistacia Phillyrea Arbutus.","10.21233/vk9x-xk43"
15762,"Majen El Orbi",37.15294,9.0984,148,24218,"pollen","European Pollen Database","Stambouli-Essassi, S., E. Roche, and S. Bouzid. 2007. Evolution de la végétation et du climat dans le Nord-ouest de la Tunisie au cours des 40 derniers millénaires [Evolution of vegetation and climatic changes in North- Western Tunisia during the last 40 millennia]. Geo-Eco-Trop 31:171-214. Geo-Eco-Trop 31:171-214.","Marsh with peaty border. Physiography: Depression. Surrounding vegetation: Myrtus Erica Pistacia Phillyrea Arbutus.","10.21233/p8jv-nx13"
15763,"Pančavská louka",50.76695665,15.542086099999999,1336,24221,"pollen","European Pollen Database","Speranza, A., J. van der Plicht, and B. van Geel. 2000. Improving the time control of the Subboreal/Subatlantic transition in a Czech peat sequence by 14C wiggle-matching. Quaternary Science Reviews 19(16):1589-1604. [DOI: 10.1016/S0277-3791(99)00108-0]","Mountain raised bog.","10.21233/h1k4-fg42"
15764,"Hrabanovská černava",50.216085,14.831425,184,24227,"pollen","European Pollen Database","Petr, L. 2005. Vývoj vegetace pozdního glaciálu a raného holocénu v centrální části České kotliny [Late Glacial and Early Holocene vegetation development in the central part of Czech basin]. Master's thesis. Charles University, Prague.;
Petr, L., and J. Novák. 2014. High vegetation and environmental diversity during the Late Glacial and Early Holocene on the example of lowlands in the Czech Republic. Biologia 69(6):847-862. [DOI: 10.2478/s11756-014-0381-9]","Mire. Physiography: Plateau. Surrounding vegetation: Cultivated fields.","10.21233/sxhx-j135"
15765,"Mělnický úval - Přívory",50.299444,14.578333,176,24229,"pollen","European Pollen Database","Petr, L. 2005. Vývoj vegetace pozdního glaciálu a raného holocénu v centrální části České kotliny [Late Glacial and Early Holocene vegetation development in the central part of Czech basin]. Master's thesis. Charles University, Prague.;
Petr, L., and J. Novák. 2014. High vegetation and environmental diversity during the Late Glacial and Early Holocene on the example of lowlands in the Czech Republic. Biologia 69(6):847-862. [DOI: 10.2478/s11756-014-0381-9]","Lacustrine. Physiography: Plateau. Surrounding vegetation: Cultivated fields.","10.21233/98da-sj31"
15770,"Chrást",50.25933,14.573625,164,24236,"pollen","European Pollen Database","Břízová, E. 1999. Late Glacial and Holocene development of the vegetation in the Labe (Elbe) River flood-plain (Central Bohemia, Czech Republic). Acta Paleobotanica Suppl. 2:549-554.;
Dreslerová, D., E. Břízová, E. Růžičková, and A. Zeman. 2004. Holocene environmental processes and alluvial archaeology in the middle Labe (Elbe) valley. Pages 121-171 in M. Gojda, editor. Ancient landscape, settlement dynamics and non-destructive archaeology. Academia, nakladatelstvi Academie ved ceske republiky, Prague, Czech Republic.","Filled-in oxbow lake. Surrounding vegetation: Cultivated fields.","10.21233/n87r-7a39"
15771,"Stará Boleslav",50.198634999999996,14.670355,167,24239,"pollen","European Pollen Database","Břízová, E. 1999. Late Glacial and Holocene development of the vegetation in the Labe (Elbe) River flood-plain (Central Bohemia, Czech Republic). Acta Paleobotanica Suppl. 2:549-554.;
Dreslerová, D., E. Břízová, E. Růžičková, and A. Zeman. 2004. Holocene environmental processes and alluvial archaeology in the middle Labe (Elbe) valley. Pages 121-171 in M. Gojda, editor. Ancient landscape, settlement dynamics and non-destructive archaeology. Academia, nakladatelstvi Academie ved ceske republiky, Prague, Czech Republic.","Filled-in oxbow lake. Physiography: Flat plain. Surrounding vegetation: Cultivated fields.","10.21233/mzpt-kq78"
15771,"Stará Boleslav",50.198634999999996,14.670355,167,24238,"pollen","European Pollen Database","Břízová, E. 1999. Late Glacial and Holocene development of the vegetation in the Labe (Elbe) River flood-plain (Central Bohemia, Czech Republic). Acta Paleobotanica Suppl. 2:549-554.;
Dreslerová, D., E. Břízová, E. Růžičková, and A. Zeman. 2004. Holocene environmental processes and alluvial archaeology in the middle Labe (Elbe) valley. Pages 121-171 in M. Gojda, editor. Ancient landscape, settlement dynamics and non-destructive archaeology. Academia, nakladatelstvi Academie ved ceske republiky, Prague, Czech Republic.","Filled-in oxbow lake. Physiography: Flat plain. Surrounding vegetation: Cultivated fields.","10.21233/ycfn-p887"
15772,"Červená louka",50.13153,13.724070000000001,339,24240,"pollen","European Pollen Database","Rybníčková, E., and K. Rybníček. 1999. Pylové analýzy ze severozápadní části Krivoklátska [Pollen analyses from the Krivoklát Region]. Pages 17-24 in J. Kolbek, editor. Vegetace Chráněné krajinné oblasti a Biosférické rezervace Křivoklátsko. Academia, Praha.","Excavated mire. Surrounding vegetation: Cultivated fields and forest.","10.21233/04n8-1f14"
15773,"Klíčava",50.14425,13.82887,440,24241,"pollen","European Pollen Database","Rybníčková, E., and K. Rybníček. 1999. Pylové analýzy ze severozápadní části Krivoklátska [Pollen analyses from the Krivoklát Region]. Pages 17-24 in J. Kolbek, editor. Vegetace Chráněné krajinné oblasti a Biosférické rezervace Křivoklátsko. Academia, Praha.","Surrounding vegetation: Forest.","10.21233/m4xt-2f76"
15774,"Břve",50.066435,14.238825,362,24243,"pollen","European Pollen Database","Novák, J., L. Lisá, P. Pokorný, and M. Kuna. 2012. Charcoal analyses as an environmental tool for the study of Early Medieval sunken houses infills in Roztoky near Prague, Czech Republic. Journal of Archaeological Science 39:808-817. [DOI: 10.1016/j.jas.2011.06.026];
Pokorný, P., and W.O. van der Knaap. 2011. 15. Brve (Czech Republic): Vegetation development over the last about 2.5 millennia in the Bohemian Lowland close to Prague. Grana 50(4):311-313. [DOI: 10.1080/00173134.2011.645551]","Small spring mire. Physiography: Lowland. Surrounding vegetation: Fields and settlements.","10.21233/zvcd-yn53"
15775,"Praha-Podbaba",50.1125,14.391667,190,24245,"pollen","European Pollen Database","Jankovská, V., and P. Pokorný. 2008. Forest vegetation of the last full-glacial period in the Western Carpathians (Slovakia and Czech Republic). Presila 80(3):307-324.","Full glacial peat. Physiography: Deeply-cut valley of Vltava river. Surrounding vegetation: Forest, cultivated field & dweling place.","10.21233/8jzy-v640"
15776,"Jablůnka",49.383333,17.95,322,24247,"pollen","European Pollen Database","Jankovská, V. 2008. Slovak and Moravian Carpathians in the last glacial period - an island of ""Siberian taiga"" in Europe. , Vol.7(1):122-230. Phytopedon (Bratislva) 7(1):122-130.;
Jankovská, V., and P. Pokorný. 2008. Forest vegetation of the last full-glacial period in the Western Carpathians (Slovakia and Czech Republic). Presila 80(3):307-324.;
Kuneš, P., B. Pelánková, M. Chytrý, V. Jankovská, P. Pokorný, and L. Petr. 2008. Interpretation of the last-glacial vegetation of eastern-central Europe using modern analogues from southern Siberia. Journal of Biogeography 35(12):2223–2236. [DOI: 10.1111/j.1365-2699.2008.01974.x]","Riverine. Physiography: Valley of the Vsetínská Becva river. Surrounding vegetation: Cultivated fields and forest.","10.21233/b7q8-8380"
15777,"Praha-Valdštejnská",50.09072,14.40639,261,24248,"pollen","European Pollen Database","Kozáková, R. 2008. Výpověď pylové analýzy ze středověkých povodňových sedimentů a kulturních vrstev v prostoru slepého ramene Vltavy v Praze - Valdštejnské ulici [Pollen analysis from Medieval flood loams and cultural layers deposied within an old channel of the River Vltava in Prague]. Pages 383-420 in J. Beneš and P. Pokorný, editors. Bioarcheologie v České Republice - Bioarchaeology in the Czech Republic. Jihočeská Univerzita, PřF; Archeologický ústav AV ČR, České Budějovice; Praha.;
Kozáková, R., and P. Pokorný. 2007. Dynamics of the biotopes at the edge of a medieval town: pollen analysis of Vltava river sediments in Prague, Czech Republic. Preslia 79:259-281.","Infilled old river channel. Physiography: Palaeochannel. Surrounding vegetation: Urban.","10.21233/9n1n-gy38"
15778,"Kožlí",49.376389,14.025833,460,24250,"pollen","European Pollen Database","Pokorný, P., and P. Kuneš. 2009. 5. Kozlí (S. Bohemia, Czech Republic). Grana 48(1):77-78. [DOI: 10.1080/00173130902759816]","Small topogenous spring mire. Surrounding vegetation: Cultural landscape, meadows, fields.","10.21233/qx94-hx64"
15779,"Pohansko",48.728825,16.901145,157,24251,"pollen","European Pollen Database","Svobodová, H. 1990. Vegetace Jižní Moravy v druhé polovině prvého tisíciletí. Archeologické rozhledy 42:170-205.;
Svobodová, H. 1992. The development of the southern Moravian vegetation in the Late Glacial and Holocene [in Czech]. Doctoral dissertation. Institute of Botany, CAS, Průhonice, Czech Republic.","Oxbow lakes near old Slvavonic settlement. Physiography: Flat flood plain. Surrounding vegetation: Meadows and floodplain forests.","10.21233/sx62-z630"
15780,"Machová",48.830833,17.541111,498,24253,"pollen","European Pollen Database","Rybníček, K., and E. Rybníčková. 2008. Upper Holocene dry land vegetation in the Moravian–Slovakian borderland (Czech and Slovak Republics). Vegetation History and Archaeobotany 17(6):701–711.;
Rybníčková, E., P. Hájková, and K. Rybníček. 2005. The origin and development of spring fen vegetation and ecosystems - palaeogeobotanical results. Pages 29-57 in A. Poulíčková, M. Hájek, and K. Rybníček, editors. Ecology and palaeoecology of spring fens of the West Carpathians. Palacký University Olomouc, Academy of Sciences of the Czech Republic, Masaryk University Brno, Olomouc.","Spring fen. Physiography: Slope of hill. Surrounding vegetation: Forest.","10.21233/7zwp-0s74"
15781,"Uherské Hradiště",49.06961,17.45758,179,24254,"pollen","European Pollen Database","Svobodová, H. 1990. Vegetace Jižní Moravy v druhé polovině prvého tisíciletí. Archeologické rozhledy 42:170-205.","Archaeological locality. Physiography: River in flat valley. Surrounding vegetation: Urban and cultivated fields.","10.21233/a2yd-ed96"
15782,"Halámky",48.855833,14.916667,461,24257,"pollen","European Pollen Database","Jankovská, V. 1996. Past vegetation changes resonstructed on the basis of pollen analyses. Pages 53-62 in K. Prach, J. Jeník, and A.R.G. Large, editors. Floodplain Ecology and Management. SPB Academic Publishing, Amsterdam.","Swamp. Physiography: Lužnice river, valley. Surrounding vegetation: Forest and cultivated fields.","10.21233/y3f6-j565"
15783,"Creux de Croue",46.49687,6.12357,1370,40439,"pollen","European Pollen Database","Gfeller, C., and H. Oeschger. 1963. Gfeller, C., and H. Oeschger. 1963. Bern Radiocarbon Dates III. Radiocarbon, 5:305-311..;
Oeschger, H., and T. Riesen. 1965. Oeschger, H., and T. Riesen. 1965. Bern Radiocarbon Dates IV. Radiocarbon, 7:1-9..;
Wegmüller, S. 1966. Wegmüller, S. 1966. Über die spät- und postglaziale Vegetationsgeschichte des südwestlichen Jura. Beiträge zur Geobatanischen Landesaufnahme der Schweiz, 48:1-143..","Peat bog. Physiography: Anticlinal. Surrounding vegetation: Picea, Sorbus, Acer forest.","10.21233/ptq6-q055"
15783,"Creux de Croue",46.49687,6.12357,1370,24259,"pollen","European Pollen Database","Bégeot, C. 2000. Histoire de la végétation et du climat au cours du Tardiglaciaire et du début de l'Holocène sur le massif jurassien central à partir de l'analyse pollinique et l'étude des macrorestes végétaux. Doctoral dissertation. Université de Franche-Comté, Besançon, France.","Peat bog. Physiography: Anticlinal. Surrounding vegetation: Picea, Sorbus, Acer forest.","10.21233/x0z2-py02"
15784,"Hojkov",49.38279,15.412790000000001,638,24260,"pollen","European Pollen Database","Rybníčková, E. 1974. Die Entwicklung der Vegetation und Flora im südlichen Teil der Böhmisch-Mährischen Höhe während des Spätglazials und Holozäns. Vegetace ČSSR, A7. Academia, Praha.","Bog. Physiography: Highlands. Surrounding vegetation: Cultivated fields and forests.","10.21233/p9gg-a969"
15786,"Doupě",49.233940000000004,15.42557,593,24262,"pollen","European Pollen Database","Rybníčková, E. 1974. Die Entwicklung der Vegetation und Flora im südlichen Teil der Böhmisch-Mährischen Höhe während des Spätglazials und Holozäns. Vegetace ČSSR, A7. Academia, Praha.","Bog. Physiography: Plain. Surrounding vegetation: Cultivated fields.","10.21233/x1ec-bx57"
15787,"Horní Pole",49.213056,15.314722,691,24263,"pollen","European Pollen Database","Rybníčková, E. 1974. Die Entwicklung der Vegetation und Flora im südlichen Teil der Böhmisch-Mährischen Höhe während des Spätglazials und Holozäns. Vegetace ČSSR, A7. Academia, Praha.","Bog. Physiography: Open valley in hilly area. Surrounding vegetation: Cultivated fields and forest.","10.21233/27sx-4n69"
15788,"Suchdol",49.13134,15.24182,634,24264,"pollen","European Pollen Database","Rybníčková, E. 1974. Die Entwicklung der Vegetation und Flora im südlichen Teil der Böhmisch-Mährischen Höhe während des Spätglazials und Holozäns. Vegetace ČSSR, A7. Academia, Praha.","Bog. Physiography: Plain in Bohemian-Moravian Highlands. Surrounding vegetation: Cultivated fields and forests.","10.21233/pj9h-db43"
15789,"Stálkov",49.027725000000004,15.29603,633,24265,"pollen","European Pollen Database","Rybníčková, E. 1974. Die Entwicklung der Vegetation und Flora im südlichen Teil der Böhmisch-Mährischen Höhe während des Spätglazials und Holozäns. Vegetace ČSSR, A7. Academia, Praha.","Bog. Physiography: Hilly area, Bohemaian-Moravian Highland. Surrounding vegetation: Forests and cultivated fields.","10.21233/a7d3-2q84"
15790,"Mladotice",49.222778,13.795278,633,24266,"pollen","European Pollen Database","Rybníčková, E. 1973. Pollenanalytische Unterlagen für die Rekonstruktion der ursprünglichen Waldvegetation im mittleren Teil des Otava-Böhmerwaldvorgebirges (Otavské Předšumaví). Folia Geobotanica and Phytotaxonomica 8(2):117-142.","Bog. Physiography: Plateau/valley. Surrounding vegetation: Cultivated fields and forests.","10.21233/3azq-vp76"
15791,"Němčice",49.191944,13.801389,556,24267,"pollen","European Pollen Database","Rybníčková, E. 1973. Pollenanalytische Unterlagen für die Rekonstruktion der ursprünglichen Waldvegetation im mittleren Teil des Otava-Böhmerwaldvorgebirges (Otavské Předšumaví). Folia Geobotanica and Phytotaxonomica 8(2):117-142.","Bog. Physiography: Hilly area (Sumava foothills). Surrounding vegetation: Cultivated fields and littles forests.","10.21233/4w38-s158"
15792,"Vacovice",49.140556,13.790278,718,24268,"pollen","European Pollen Database","Rybníčková, E. 1973. Pollenanalytische Unterlagen für die Rekonstruktion der ursprünglichen Waldvegetation im mittleren Teil des Otava-Böhmerwaldvorgebirges (Otavské Předšumaví). Folia Geobotanica and Phytotaxonomica 8(2):117-142.","Peat. Physiography: Hilly area (Sumava hoothils). Surrounding vegetation: Cultivated fields and forests.","10.21233/ct0r-d483"
15793,"Nahořany",49.137222,13.83,659,24269,"pollen","European Pollen Database","Rybníčková, E. 1973. Pollenanalytische Unterlagen für die Rekonstruktion der ursprünglichen Waldvegetation im mittleren Teil des Otava-Böhmerwaldvorgebirges (Otavské Předšumaví). Folia Geobotanica and Phytotaxonomica 8(2):117-142.","Bog. Physiography: Hilly area (Sumava foothills). Surrounding vegetation: Cultivated fields and forests.","10.21233/d5vw-eh75"
15794,"Český Těšín",49.738611,18.608056,291,24270,"pollen","European Pollen Database","Kneblová-Vodičková, V. 1962. Glaciální flora v sedimentech u Českého Těšína. Anthropozoikum 10:163-170.","Field. Physiography: Valley in Ostrava basin. Surrounding vegetation: Cultivated fields and urban.","10.21233/3sn5-ej47"
15795,"Brušperk",49.70826,18.21357,233,24271,"pollen","European Pollen Database","Kneblová-Vodičková, V. 1958. Die glaziale Flora in den pleistozän Sedimenten dei Brušperk im Ostrauer Gebiet. Anthropozoikum 7:291-305.","Road section through a terrain. Burried peat on glacial river terraces. Physiography: Valley in the Ostrava basin. Surrounding vegetation: Cultivated fields and little forests.","10.21233/rtxg-0a76"
15796,"Stonava",49.797110000000004,18.50557,263,24272,"pollen","European Pollen Database","Kneblová-Vodičková, V. 1961. Entwicklung der Vegetation in Elster-Saale Interglazial im Suchá-Stonava Gebiet (Ostrava Gebiet). Anthropozoikum 9:129-174.","Former interglacial lake. Physiography: Moraine, plain, Ostrava basin. Surrounding vegetation: Cultivated fields and littles forests.","10.21233/jnyr-8s15"
15796,"Stonava",49.797110000000004,18.50557,263,24273,"pollen","European Pollen Database","Kneblová-Vodičková, V. 1961. Entwicklung der Vegetation in Elster-Saale Interglazial im Suchá-Stonava Gebiet (Ostrava Gebiet). Anthropozoikum 9:129-174.","Former interglacial lake. Physiography: Moraine, plain, Ostrava basin. Surrounding vegetation: Cultivated fields and littles forests.","10.21233/rj6n-0817"
15796,"Stonava",49.797110000000004,18.50557,263,24274,"pollen","European Pollen Database","Kneblová-Vodičková, V. 1961. Entwicklung der Vegetation in Elster-Saale Interglazial im Suchá-Stonava Gebiet (Ostrava Gebiet). Anthropozoikum 9:129-174.","Former interglacial lake. Physiography: Moraine, plain, Ostrava basin. Surrounding vegetation: Cultivated fields and littles forests.","10.21233/d1t0-6n50"
15797,"Ugii Nuur",47.76921,102.764225,1392,24275,"pollen","European Pollen Database","Rösch, M., E. Fischer, and T. Märkle. 2005. Human diet and land use in the time of the Khans-Archaeobotanical research in the capital of the Mongolian Empire, Qara Qorum, Mongolia. Vegetation History and Archaeobotany 14(4):485-492. [DOI: 10.1007/s00334-005-0074-y]","Lake. Surrounding vegetation: Steppe influenced by humans. Vegetation formation: Steppe.","10.21233/pge2-ys38"
15798,"Weiherlohe",49.729722,12.3875,685,24277,"pollen","European Pollen Database","Knipping, M. 1989. Zur spät- und postglazialen Vegetationsgeschichte des Oberpfälzer Waldes. Dissertationes Botanicae 140:1-209.;
Knipping, M. 1997. Pollenanalytische Untersuchungen zur Siedlungsgeschichte des Oberpfälzer Waldes. Telma 27:61-74.","Physiography: Hilly plain. Surrounding vegetation: Forest and cultivated fields. Vegetation formation: Bohemian forest.","10.21233/pegh-gp75"
15799,"Kulzer Moos",49.391999999999996,12.4515,481,24279,"pollen","European Pollen Database","Knipping, M. 1989. Zur spät- und postglazialen Vegetationsgeschichte des Oberpfälzer Waldes. Dissertationes Botanicae 140:1-209.;
Knipping, M. 1997. Pollenanalytische Untersuchungen zur Siedlungsgeschichte des Oberpfälzer Waldes. Telma 27:61-74.","Spring fen. Surrounding vegetation: Forest and cultivated fields.","10.21233/veqa-0n52"
15799,"Kulzer Moos",49.391999999999996,12.4515,481,24281,"pollen","European Pollen Database","Knipping, M. 1989. Zur spät- und postglazialen Vegetationsgeschichte des Oberpfälzer Waldes. Dissertationes Botanicae 140:1-209.;
Knipping, M. 1997. Pollenanalytische Untersuchungen zur Siedlungsgeschichte des Oberpfälzer Waldes. Telma 27:61-74.","Spring fen. Surrounding vegetation: Forest and cultivated fields.","10.21233/p5jz-zk41"
15801,"Murifeld Bern",46.9365,7.473,554,24286,"pollen","European Pollen Database","Welten, M. 1958. Welten, M. 1958. Die spätglaziale und postglaziale Vegetationsentwicklung der Berneralpen und -Voralpen und des Walliser Haupttales (mit 14C-Alterbestimmungen). Veröff. Geobot. Inst. Rübel in Zürich 34:150-158..;
Welten, M. 1982. Welten, M. 1982. Vegetationsgeschichtliche Untersuchungen in den westlichen Schweizer Alpen: Bern-Wallis. Denkschriften der Schweizerischen Naturforschenden Gesellschaft, Vol. 95. DSNG 95. Textheft 104 pp., Diagrammheft 37 diagrams..","Valley mire in dead-ice hollow. Physiography: N of Egghölzli moraine(of Aare glacier?). Surrounding vegetation: Cultivated fields.","10.21233/3j3b-qm75"
15801,"Murifeld Bern",46.9365,7.473,554,24284,"pollen","European Pollen Database","Ammann, B., and A.F. Lotter. 1989. Late-Glacial radiocarbon palynostratigraphy on the Swiss plateau. Boreas 18:109-126..;
Welten, M. 1982. Welten, M. 1982. Vegetationsgeschichtliche Untersuchungen in den westlichen Schweizer Alpen: Bern-Wallis. Denkschriften der Schweizerischen Naturforschenden Gesellschaft, Vol. 95. DSNG 95. Textheft 104 pp., Diagrammheft 37 diagrams..","Valley mire in dead-ice hollow. Physiography: N of Egghölzli moraine(of Aare glacier?). Surrounding vegetation: Cultivated fields.","10.21233/sbes-jp06"
15802,"Lörmoos Bern",46.983889,7.413333,606,24290,"pollen","European Pollen Database","Zwahlen, R. 1983. Pollenanalytische und stratigraphische Untersuchgen im Lörmoos bei Bern. In. University of Bern, Bern..","Partly reclaimed raised bog. Physiography: Valley of former Rhone glacier. Surrounding vegetation: Raised-bog regeneration complex.","10.21233/m1cc-gd45"
15802,"Lörmoos Bern",46.983889,7.413333,606,24289,"pollen","European Pollen Database","Welten, M. 1952. Über die spät- und postglaziale Vegetationsgeschichte des Simmentals. Veröff. Geobot. Inst. Rübel in Zürich 26:1-135.;
Welten, M. 1982. Welten, M. 1982. Vegetationsgeschichtliche Untersuchungen in den westlichen Schweizer Alpen: Bern-Wallis. Denkschriften der Schweizerischen Naturforschenden Gesellschaft, Vol. 95. DSNG 95. Textheft 104 pp., Diagrammheft 37 diagrams..;
Zwahlen, R. 1983. Pollenanalytische und stratigraphische Untersuchgen im Lörmoos bei Bern. In. University of Bern, Bern..","Partly reclaimed raised bog. Physiography: Valley of former Rhone glacier. Surrounding vegetation: Raised-bog regeneration complex.","10.21233/2kcd-nz81"
15802,"Lörmoos Bern",46.983889,7.413333,606,24287,"pollen","European Pollen Database","Welten, M. 1952. Über die spät- und postglaziale Vegetationsgeschichte des Simmentals. Veröff. Geobot. Inst. Rübel in Zürich 26:1-135.;
Welten, M. 1982. Welten, M. 1982. Vegetationsgeschichtliche Untersuchungen in den westlichen Schweizer Alpen: Bern-Wallis. Denkschriften der Schweizerischen Naturforschenden Gesellschaft, Vol. 95. DSNG 95. Textheft 104 pp., Diagrammheft 37 diagrams..;
Zwahlen, R. 1983. Pollenanalytische und stratigraphische Untersuchgen im Lörmoos bei Bern. In. University of Bern, Bern..","Partly reclaimed raised bog. Physiography: Valley of former Rhone glacier. Surrounding vegetation: Raised-bog regeneration complex.","10.21233/w8gh-fa60"
15803,"Chutti Boltigen",46.633333,7.3925,952,24292,"pollen","European Pollen Database","Welten, M. 1982. Welten, M. 1982. Vegetationsgeschichtliche Untersuchungen in den westlichen Schweizer Alpen: Bern-Wallis. Denkschriften der Schweizerischen Naturforschenden Gesellschaft, Vol. 95. DSNG 95. Textheft 104 pp., Diagrammheft 37 diagrams..","Mire. Physiography: Narrow valley.","10.21233/1sp8-pk93"
15803,"Chutti Boltigen",46.633333,7.3925,952,24298,"pollen","European Pollen Database","Welten, M. 1952. Über die spät- und postglaziale Vegetationsgeschichte des Simmentals. Veröff. Geobot. Inst. Rübel in Zürich 26:1-135.;
Welten, M. 1982. Welten, M. 1982. Vegetationsgeschichtliche Untersuchungen in den westlichen Schweizer Alpen: Bern-Wallis. Denkschriften der Schweizerischen Naturforschenden Gesellschaft, Vol. 95. DSNG 95. Textheft 104 pp., Diagrammheft 37 diagrams..","Mire. Physiography: Narrow valley.","10.21233/gve7-qt51"
15803,"Chutti Boltigen",46.633333,7.3925,952,24291,"pollen","European Pollen Database","Welten, M. 1952. Über die spät- und postglaziale Vegetationsgeschichte des Simmentals. Veröff. Geobot. Inst. Rübel in Zürich 26:1-135.;
Welten, M. 1982. Welten, M. 1982. Vegetationsgeschichtliche Untersuchungen in den westlichen Schweizer Alpen: Bern-Wallis. Denkschriften der Schweizerischen Naturforschenden Gesellschaft, Vol. 95. DSNG 95. Textheft 104 pp., Diagrammheft 37 diagrams..","Mire. Physiography: Narrow valley.","10.21233/9bnx-4c44"
15804,"Kakitu Mountain",38.05,96.466667,4620,24296,"pollen","European Pollen Database","Beug, H.J. 1987. Palynological studies on a peat layer in Kakitu Mountain, Northeastern Qinghai-Xizang plateau. Pages 496-501 in J. Hövermann and W. Wenying, editors. Reports of the Qinghai-Xizang (Tibet) Plateau. Science Press Beijing 6.","Peat bog layer exposed by a small river. Physiography: Qinghai-Xizang plateau. Surrounding vegetation: Subnival cushion.","10.21233/w15f-zw72"
15804,"Kakitu Mountain",38.05,96.466667,4620,24294,"pollen","European Pollen Database","Beug, H.J. 1987. Palynological studies on a peat layer in Kakitu Mountain, Northeastern Qinghai-Xizang plateau. Pages 496-501 in J. Hövermann and W. Wenying, editors. Reports of the Qinghai-Xizang (Tibet) Plateau. Science Press Beijing 6.","Peat bog layer exposed by a small river. Physiography: Qinghai-Xizang plateau. Surrounding vegetation: Subnival cushion.","10.21233/9x8s-yg68"
15805,"Greicheralp Riederalp",46.379722,8.030278,1934,24300,"pollen","European Pollen Database","van der Knaap, W.O., and B. Ammann. 1997. Depth-age relationships of 25 well-dated Swiss Holocene pollen sequences archived in the Alpine Palynological Data-Base. Revue de Paléobiologie 16(2):433-480.;
Welten, M. 1982. Welten, M. 1982. Vegetationsgeschichtliche Untersuchungen in den westlichen Schweizer Alpen: Bern-Wallis. Denkschriften der Schweizerischen Naturforschenden Gesellschaft, Vol. 95. DSNG 95. Textheft 104 pp., Diagrammheft 37 diagrams..","Filled-up depression. Physiography: Tectonic depression behind moraine. Surrounding vegetation: Meadow.","10.21233/qtfz-0018"
15806,"Aletschwald",46.389722,8.025556,2017,24302,"pollen","European Pollen Database","Welten, M. 1982. Welten, M. 1982. Vegetationsgeschichtliche Untersuchungen in den westlichen Schweizer Alpen: Bern-Wallis. Denkschriften der Schweizerischen Naturforschenden Gesellschaft, Vol. 95. DSNG 95. Textheft 104 pp., Diagrammheft 37 diagrams..","Filled-up natural lake. Physiography: Behind moraine (""Daunmoräne""). Surrounding vegetation: Pinus cembra, Larix, Rhododendron.","10.21233/zw4f-ce58"
15806,"Aletschwald",46.389722,8.025556,2017,24303,"pollen","European Pollen Database","Welten, M. 1982. Welten, M. 1982. Vegetationsgeschichtliche Untersuchungen in den westlichen Schweizer Alpen: Bern-Wallis. Denkschriften der Schweizerischen Naturforschenden Gesellschaft, Vol. 95. DSNG 95. Textheft 104 pp., Diagrammheft 37 diagrams..","Filled-up natural lake. Physiography: Behind moraine (""Daunmoräne""). Surrounding vegetation: Pinus cembra, Larix, Rhododendron.","10.21233/qs9c-db54"
15806,"Aletschwald",46.389722,8.025556,2017,24305,"pollen","European Pollen Database","Appleby, P.G. 1998. Report on the radiometric dating of two peat cores from Älbi Flue and Aletschwald, Switzerland (unpublished).;
van der Knaap, W.O., J.F.N. van Leeuwen, A. Fankhauser, and B. Ammann. 2000. Palynostratigraphy of the last centuries in Switzerland based on 23 lake and mire deposits: chronostratigraphic pollen markers, regional patterns, and local histories. Review of Palaeoecology and Palynology 108(6):85-142. [DOI: 10.1191/0959683605hl852ft]","Filled-up natural lake. Physiography: Behind moraine (""Daunmoräne""). Surrounding vegetation: Pinus cembra, Larix, Rhododendron.","10.21233/hgah-yb23"
15806,"Aletschwald",46.389722,8.025556,2017,40582,"pollen","European Pollen Database","van der Knaap, W.O., and B. Ammann. 1997. Depth-age relationships of 25 well-dated Swiss Holocene pollen sequences archived in the Alpine Palynological Data-Base. Revue de Paléobiologie 16(2):433-480.;
Welten, M. 1982. Welten, M. 1982. Vegetationsgeschichtliche Untersuchungen in den westlichen Schweizer Alpen: Bern-Wallis. Denkschriften der Schweizerischen Naturforschenden Gesellschaft, Vol. 95. DSNG 95. Textheft 104 pp., Diagrammheft 37 diagrams..","Filled-up natural lake. Physiography: Behind moraine (""Daunmoräne""). Surrounding vegetation: Pinus cembra, Larix, Rhododendron.","10.21233/mky9-a533"
15807,"Eggen ob Blatten",46.371944,7.990556,1654,24312,"pollen","European Pollen Database","van der Knaap, W.O., and B. Ammann. 1997. Depth-age relationships of 25 well-dated Swiss Holocene pollen sequences archived in the Alpine Palynological Data-Base. Revue de Paléobiologie 16(2):433-480.;
Welten, M. 1982. Welten, M. 1982. Vegetationsgeschichtliche Untersuchungen in den westlichen Schweizer Alpen: Bern-Wallis. Denkschriften der Schweizerischen Naturforschenden Gesellschaft, Vol. 95. DSNG 95. Textheft 104 pp., Diagrammheft 37 diagrams..","Filled-up natural lake. Physiography: Glacial cirque of Aletschgletscher. Surrounding vegetation: Meadows, some arable fields.","10.21233/6j41-er97"
