"site.id","site.name","handle","latitude","longitude","elevation","dataset.id","dataset.type","source","publication","description","doi"
15783,"Creux de Croue","CREUX",46.49687,6.12357,1370,40439,"pollen","European Pollen Database","Gfeller, C., and H. Oeschger. 1963. Gfeller, C., and H. Oeschger. 1963. Bern Radiocarbon Dates III. Radiocarbon, 5:305-311..;
Oeschger, H., and T. Riesen. 1965. Oeschger, H., and T. Riesen. 1965. Bern Radiocarbon Dates IV. Radiocarbon, 7:1-9..;
Wegmüller, S. 1966. Wegmüller, S. 1966. Über die spät- und postglaziale Vegetationsgeschichte des südwestlichen Jura. Beiträge zur Geobatanischen Landesaufnahme der Schweiz, 48:1-143..","Peat bog. Physiography: Anticlinal. Surrounding vegetation: Picea, Sorbus, Acer forest.","10.21233/ptq6-q055"
15783,"Creux de Croue","CDCA11-2",46.49687,6.12357,1370,24259,"pollen","European Pollen Database","Bégeot, C. 2000. Histoire de la végétation et du climat au cours du Tardiglaciaire et du début de l'Holocène sur le massif jurassien central à partir de l'analyse pollinique et l'étude des macrorestes végétaux. Doctoral dissertation. Université de Franche-Comté, Besançon, France.","Peat bog. Physiography: Anticlinal. Surrounding vegetation: Picea, Sorbus, Acer forest.","10.21233/x0z2-py02"
15798,"Weiherlohe","WEIHERLO",49.729722,12.3875,685,24277,"pollen","European Pollen Database","Knipping, M. 1989. Zur spät- und postglazialen Vegetationsgeschichte des Oberpfälzer Waldes. Dissertationes Botanicae 140:1-209.;
Knipping, M. 1997. Pollenanalytische Untersuchungen zur Siedlungsgeschichte des Oberpfälzer Waldes. Telma 27:61-74.","Physiography: Hilly plain. Surrounding vegetation: Forest and cultivated fields. Vegetation formation: Bohemian forest.","10.21233/pegh-gp75"
15801,"Murifeld Bern","MURIF2",46.9365,7.473,554,24286,"pollen","European Pollen Database","Welten, M. 1958. Welten, M. 1958. Die spätglaziale und postglaziale Vegetationsentwicklung der Berneralpen und -Voralpen und des Walliser Haupttales (mit 14C-Alterbestimmungen). Veröff. Geobot. Inst. Rübel in Zürich 34:150-158..;
Welten, M. 1982. Welten, M. 1982. Vegetationsgeschichtliche Untersuchungen in den westlichen Schweizer Alpen: Bern-Wallis. Denkschriften der Schweizerischen Naturforschenden Gesellschaft, Vol. 95. DSNG 95. Textheft 104 pp., Diagrammheft 37 diagrams..","Valley mire in dead-ice hollow. Physiography: N of Egghölzli moraine(of Aare glacier?). Surrounding vegetation: Cultivated fields.","10.21233/3j3b-qm75"
15801,"Murifeld Bern","MURIFGR",46.9365,7.473,554,24284,"pollen","European Pollen Database","Ammann, B., and A.F. Lotter. 1989. Late-Glacial radiocarbon palynostratigraphy on the Swiss plateau. Boreas 18:109-126..;
Welten, M. 1982. Welten, M. 1982. Vegetationsgeschichtliche Untersuchungen in den westlichen Schweizer Alpen: Bern-Wallis. Denkschriften der Schweizerischen Naturforschenden Gesellschaft, Vol. 95. DSNG 95. Textheft 104 pp., Diagrammheft 37 diagrams..","Valley mire in dead-ice hollow. Physiography: N of Egghölzli moraine(of Aare glacier?). Surrounding vegetation: Cultivated fields.","10.21233/sbes-jp06"
15802,"Lörmoos Bern","LOERM1",46.983889,7.413333,606,24289,"pollen","European Pollen Database","Welten, M. 1952. Über die spät- und postglaziale Vegetationsgeschichte des Simmentals. Veröff. Geobot. Inst. Rübel in Zürich 26:1-135.;
Welten, M. 1982. Welten, M. 1982. Vegetationsgeschichtliche Untersuchungen in den westlichen Schweizer Alpen: Bern-Wallis. Denkschriften der Schweizerischen Naturforschenden Gesellschaft, Vol. 95. DSNG 95. Textheft 104 pp., Diagrammheft 37 diagrams..;
Zwahlen, R. 1983. Pollenanalytische und stratigraphische Untersuchgen im Lörmoos bei Bern. In. University of Bern, Bern..","Partly reclaimed raised bog. Physiography: Valley of former Rhone glacier. Surrounding vegetation: Raised-bog regeneration complex.","10.21233/2kcd-nz81"
15803,"Chutti Boltigen","CHUTTI4",46.633333,7.3925,952,24298,"pollen","European Pollen Database","Welten, M. 1952. Über die spät- und postglaziale Vegetationsgeschichte des Simmentals. Veröff. Geobot. Inst. Rübel in Zürich 26:1-135.;
Welten, M. 1982. Welten, M. 1982. Vegetationsgeschichtliche Untersuchungen in den westlichen Schweizer Alpen: Bern-Wallis. Denkschriften der Schweizerischen Naturforschenden Gesellschaft, Vol. 95. DSNG 95. Textheft 104 pp., Diagrammheft 37 diagrams..","Mire. Physiography: Narrow valley.","10.21233/gve7-qt51"
15804,"Kakitu Mountain","KAKITU2",38.05,96.466667,4620,24296,"pollen","European Pollen Database","Beug, H.J. 1987. Palynological studies on a peat layer in Kakitu Mountain, Northeastern Qinghai-Xizang plateau. Pages 496-501 in J. Hövermann and W. Wenying, editors. Reports of the Qinghai-Xizang (Tibet) Plateau. Science Press Beijing 6.","Peat bog layer exposed by a small river. Physiography: Qinghai-Xizang plateau. Surrounding vegetation: Subnival cushion.","10.21233/w15f-zw72"
15804,"Kakitu Mountain","KAKITU1",38.05,96.466667,4620,24294,"pollen","European Pollen Database","Beug, H.J. 1987. Palynological studies on a peat layer in Kakitu Mountain, Northeastern Qinghai-Xizang plateau. Pages 496-501 in J. Hövermann and W. Wenying, editors. Reports of the Qinghai-Xizang (Tibet) Plateau. Science Press Beijing 6.","Peat bog layer exposed by a small river. Physiography: Qinghai-Xizang plateau. Surrounding vegetation: Subnival cushion.","10.21233/9x8s-yg68"
15805,"Greicheralp Riederalp","GREICH2",46.379722,8.030278,1934,24300,"pollen","European Pollen Database","van der Knaap, W.O., and B. Ammann. 1997. Depth-age relationships of 25 well-dated Swiss Holocene pollen sequences archived in the Alpine Palynological Data-Base. Revue de Paléobiologie 16(2):433-480.;
Welten, M. 1982. Welten, M. 1982. Vegetationsgeschichtliche Untersuchungen in den westlichen Schweizer Alpen: Bern-Wallis. Denkschriften der Schweizerischen Naturforschenden Gesellschaft, Vol. 95. DSNG 95. Textheft 104 pp., Diagrammheft 37 diagrams..","Filled-up depression. Physiography: Tectonic depression behind moraine. Surrounding vegetation: Meadow.","10.21233/qtfz-0018"
15806,"Aletschwald","ALETSW1",46.389722,8.025556,2017,24302,"pollen","European Pollen Database","Welten, M. 1982. Welten, M. 1982. Vegetationsgeschichtliche Untersuchungen in den westlichen Schweizer Alpen: Bern-Wallis. Denkschriften der Schweizerischen Naturforschenden Gesellschaft, Vol. 95. DSNG 95. Textheft 104 pp., Diagrammheft 37 diagrams..","Filled-up natural lake. Physiography: Behind moraine (""Daunmoräne""). Surrounding vegetation: Pinus cembra, Larix, Rhododendron.","10.21233/zw4f-ce58"
15806,"Aletschwald","ALETSCHW",46.389722,8.025556,2017,24305,"pollen","European Pollen Database","Appleby, P.G. 1998. Report on the radiometric dating of two peat cores from Älbi Flue and Aletschwald, Switzerland (unpublished).;
van der Knaap, W.O., J.F.N. van Leeuwen, A. Fankhauser, and B. Ammann. 2000. Palynostratigraphy of the last centuries in Switzerland based on 23 lake and mire deposits: chronostratigraphic pollen markers, regional patterns, and local histories. Review of Palaeoecology and Palynology 108(6):85-142. [DOI: 10.1191/0959683605hl852ft]","Filled-up natural lake. Physiography: Behind moraine (""Daunmoräne""). Surrounding vegetation: Pinus cembra, Larix, Rhododendron.","10.21233/hgah-yb23"
15806,"Aletschwald","ALETSW",46.389722,8.025556,2017,40582,"pollen","European Pollen Database","van der Knaap, W.O., and B. Ammann. 1997. Depth-age relationships of 25 well-dated Swiss Holocene pollen sequences archived in the Alpine Palynological Data-Base. Revue de Paléobiologie 16(2):433-480.;
Welten, M. 1982. Welten, M. 1982. Vegetationsgeschichtliche Untersuchungen in den westlichen Schweizer Alpen: Bern-Wallis. Denkschriften der Schweizerischen Naturforschenden Gesellschaft, Vol. 95. DSNG 95. Textheft 104 pp., Diagrammheft 37 diagrams..","Filled-up natural lake. Physiography: Behind moraine (""Daunmoräne""). Surrounding vegetation: Pinus cembra, Larix, Rhododendron.","10.21233/mky9-a533"
15807,"Eggen ob Blatten","EGGEN56",46.371944,7.990556,1654,24312,"pollen","European Pollen Database","van der Knaap, W.O., and B. Ammann. 1997. Depth-age relationships of 25 well-dated Swiss Holocene pollen sequences archived in the Alpine Palynological Data-Base. Revue de Paléobiologie 16(2):433-480.;
Welten, M. 1982. Welten, M. 1982. Vegetationsgeschichtliche Untersuchungen in den westlichen Schweizer Alpen: Bern-Wallis. Denkschriften der Schweizerischen Naturforschenden Gesellschaft, Vol. 95. DSNG 95. Textheft 104 pp., Diagrammheft 37 diagrams..","Filled-up natural lake. Physiography: Glacial cirque of Aletschgletscher. Surrounding vegetation: Meadows, some arable fields.","10.21233/6j41-er97"
15809,"Grächen See","GRAECH51",46.195556,7.845,1725,24317,"pollen","European Pollen Database","Welten, M. 1982. Welten, M. 1982. Vegetationsgeschichtliche Untersuchungen in den westlichen Schweizer Alpen: Bern-Wallis. Denkschriften der Schweizerischen Naturforschenden Gesellschaft, Vol. 95. DSNG 95. Textheft 104 pp., Diagrammheft 37 diagrams..","Natural lake, partly filled-up. Physiography: Mountain. Surrounding vegetation: Meadows, cereal fields. Vegetation formation: Subalpine La-P.cemb-Pic-P.sylv-Aln-P.mug.","10.21233/538q-0k21"
15809,"Grächen See","GRAECHEN",46.195556,7.845,1725,24319,"pollen","European Pollen Database","van der Knaap, W.O., and B. Ammann. 1997. Depth-age relationships of 25 well-dated Swiss Holocene pollen sequences archived in the Alpine Palynological Data-Base. Revue de Paléobiologie 16(2):433-480.;
Welten, M. 1982. Welten, M. 1982. Vegetationsgeschichtliche Untersuchungen in den westlichen Schweizer Alpen: Bern-Wallis. Denkschriften der Schweizerischen Naturforschenden Gesellschaft, Vol. 95. DSNG 95. Textheft 104 pp., Diagrammheft 37 diagrams..","Natural lake, partly filled-up. Physiography: Mountain. Surrounding vegetation: Meadows, cereal fields. Vegetation formation: Subalpine La-P.cemb-Pic-P.sylv-Aln-P.mug.","10.21233/8da7-b493"
15810,"Bitsch-Naters","BITSCH3",46.341111,7.991667,1089,24321,"pollen","European Pollen Database","van der Knaap, W.O., and B. Ammann. 1997. Depth-age relationships of 25 well-dated Swiss Holocene pollen sequences archived in the Alpine Palynological Data-Base. Revue de Paléobiologie 16(2):433-480.;
Welten, M. 1982. Welten, M. 1982. Vegetationsgeschichtliche Untersuchungen in den westlichen Schweizer Alpen: Bern-Wallis. Denkschriften der Schweizerischen Naturforschenden Gesellschaft, Vol. 95. DSNG 95. Textheft 104 pp., Diagrammheft 37 diagrams..","Filled-up natural lake.","10.21233/bx5f-9y20"
15811,"Majen Ben H'mida","MAJENHMI",37.1333333333333,9.08333333333333,330,24323,"pollen","European Pollen Database","Stambouli-Essassi, S., E. Roche, and S. Bouzid. 2007. Evolution de la végétation et du climat dans le Nord-ouest de la Tunisie au cours des 40 derniers millénaires [Evolution of vegetation and climatic changes in North- Western Tunisia during the last 40 millennia]. Geo-Eco-Trop 31:171-214. Geo-Eco-Trop 31:171-214.","Peaty zone. Physiography: Clearing dominated by Pteridium aquilinum. Surrounding vegetation: Quercus Erica Arbutus Myrtus Pistacia.","10.21233/kfxk-5f39"
15812,"Elatia-Rhodopes","RHODOPI",41.479722,24.325833,1520,24325,"pollen","European Pollen Database","Athanasiadis, N., A. Gerasimidis, E. Eleftheriadou, and K. Theodoropoulos. 1993. Zur postglazialen Vegetationsentwicklung des Rhodopi-Gebirges (Elatia Dramas - Griechenland). [The postglacial evolution of vegetation of the Greek Mount Rhodopes (Elatia Dramas - Griechenland)]. Dissertationes Botanicae 196:427-437.;
Gerasimidis, A., and N. Athanasiadis. 1995. Woodland history of northern Greece from the mid Holocene to recent time based on evidence from peat pollen profiles. Vegetation History and Archaeobotany 4:109-116.","Peat bog on silicious bedrock. Physiography: Mountain of Rhodopes. Surrounding vegetation: Vaccinio-Picetalia.","10.21233/nep1-3z35"
15813,"Lailias","LAILIAS",41.27384,23.58353,1420,24327,"pollen","European Pollen Database","Gerasimidis, A. 2000. Palynological evidence for human influence on the vegetation of mountain regions in northern Greece: the case of Lailias, Serres. Pages 10-20 in P. Halstead and C. Frederick, editors. Landscape and Land Use in Postglacial Greece. Sheffield studies in Aegian Archaeology. Sheffield Academic Press, Sheffield, England.;
Gerasimidis, A., and N. Athanasiadis. 1995. Woodland history of northern Greece from the mid Holocene to recent time based on evidence from peat pollen profiles. Vegetation History and Archaeobotany 4:109-116.","Bog. Physiography: Mountain (igneous rock). Surrounding vegetation: Fagetalia, Fagetum moesiacae association.","10.21233/9efw-e650"
15815,"Les Humelles","HUMELLES",47.39,-0.546388888888889,20,24330,"pollen","European Pollen Database","","Riverine. Physiography: alluvial plain. Surrounding vegetation: cultivated fields.","10.21233/0875-yw50"
15821,"Beles Mountains","BELES",41.319444,23.016111,1400,24337,"pollen","European Pollen Database","Athanasiadis, N., A. Gerasimidis, and S. Panajiotidis. 2003. A palynological study in the Beles Mountains, Northern Greece. Pages 185-197 in S. Tonkov and L. Penev, editors. Aspects of Palynology and Palaeoecology, Festschrift in honour of Elissaveta Bozilova. PENSOFT, Sofia, Bulgaria.","Peat bog. Physiography: Mountain. Surrounding vegetation: Forest.","10.21233/mpjb-7n23"
15822,"Mount Paiko","PAIKO",41.051667,22.274722,1080,24339,"pollen","European Pollen Database","Gerasimidis, A., and N. Athanasiadis. 1995. Woodland history of northern Greece from the mid Holocene to recent time based on evidence from peat pollen profiles. Vegetation History and Archaeobotany 4:109-116.;
Gerasimidis, A., N. Athanasiadis, and S. Panajiotidis. 2008. Contributions to the European Pollen Database. 4. Mount Paiko (northern Greece). Grana 47:316-318.","Peat bog. Physiography: Mountain. Surrounding vegetation: Deciduous oak forest with chestnut & lime.","10.21233/9mdv-br36"
15823,"Mount Voras","VORAS",41.019722,21.912222,1640,24341,"pollen","European Pollen Database","Gerasimidis, A., and N. Athanasiadis. 1995. Woodland history of northern Greece from the mid Holocene to recent time based on evidence from peat pollen profiles. Vegetation History and Archaeobotany 4:109-116.;
Gerasimidis, A., N. Athanasiadis, and S. Panajiotidis. 2009. 8. Mount Voras (north-west Greece). Grana 48:316-318.","Mire. Physiography: Cristalline schists, limestone & flysch. Surrounding vegetation: Alpine-like meadows, Pinetum sylvestris.","10.21233/fkrs-q995"
15824,"Flambouro-Pieria mountains","PIERIA",40.259444,22.170833,1645,24343,"pollen","European Pollen Database","Gerasimidis, A., and N. Athanasiadis. 1995. Woodland history of northern Greece from the mid Holocene to recent time based on evidence from peat pollen profiles. Vegetation History and Archaeobotany 4:109-116.;
Gerasimidis, A., and S. Panajiotidis. 2010. 9. Flambouro, Pieria Mountains (northern Greece). Grana 49:76-78.","Bog. Physiography: Mountain. Surrounding vegetation: Vaccinio-Picetalia,Pinetum sylvestris.","10.21233/v8jm-v785"
15825,"Lake Racou","RAC20",42.5541666666667,2.00833333333333,2000,24348,"pollen","European Pollen Database","Guiter, F., V. Andrieu-Ponel, G. Digerfeldt, M. Reille, J.L. de Beaulieu, and P. Ponel. 2005. Vegetation history and lake level changes from the Younger Dryas to the present in Eastern Pyrenees (France): pollen, plant macrofossils and lithostratigraphy from Lake Racou (2000 m a.s.l.). Vegetation History and Archaeobotany 14:99-118.","Mire. Physiography: intra-morainic former lake. Surrounding vegetation: boundary subalpine forest and grassland.","10.21233/ph7f-8b78"
15829,"Litochoro","LITOCHOR",40.138889,22.546111,25,24358,"pollen","European Pollen Database","Athanasiadis, N. 1975. Zur postglazialen Vegetationsentwicklung von Litochoro Katarinis und Pertouli Trikalon (Griechenland). Flora 164:99-132.","Large marsh. Physiography: Coastal plain. Surrounding vegetation: Cultivated fields.","10.21233/yvzf-7m50"
15830,"Pertouli","PERTOYLI",39.524167,21.4775,1440,24360,"pollen","European Pollen Database","Athanasiadis, N. 1975. Zur postglazialen Vegetationsentwicklung von Litochoro Katarinis und Pertouli Trikalon (Griechenland). Flora 164:99-132.","Peat bog.","10.21233/j694-t641"
15832,"Marais de Fos","FOSES4",43.4366666666667,4.93666666666667,0,24363,"pollen","European Pollen Database","Vella, C. 1999. erception et évaluation de la mobilité du littoral Holocène sur la marge orientale du delta du Rhône.. Doctoral dissertation. Université d'Aix-Marseille, Marseille, France.;
Vella, C., and M. Provansal. 2000. Relative sea-level rise and neotectonic events during the last 6500 yr on the southern eastern Rhône delta, France. Marine Geology 170:27-39.","Peat bog. Physiography: marsh close to Mediterranean sea. Surrounding vegetation: Mediterranean steppe 'coussoul'.","10.21233/cxrf-mp20"
15838,"Lake Xinias","XINIAS",39.0585,22.24997,500,24373,"pollen","European Pollen Database","Bottema, S. 1979. Pollen analytical investigations in Thessaly (Greece). Palaeohistoria 21(19-40).","Drained lake 3km west of village Xinias. Now agricultural land.","10.21233/3y80-dr46"
15841,"Lake Lerna","LERNA",37.577805,22.728144999999998,0,24376,"pollen","European Pollen Database","Jahns, S. 1993. On the Holocene vegetation history of the Argive Plain (Peloponese, southern Greece). Vegetation History and Archaeobotany 2:187-203.","Ancient lake. Physiography: Coastal Plain. Surrounding vegetation: Olea, Pistacia, Quercus coccifera.","10.21233/0jfa-j049"
15846,"Asi Gonia","ASIG2",35.24888,24.278205,780,24388,"pollen","European Pollen Database","Atherden, M.A., and J.A. Hall. 1999. Human impact on vegetation in the White Mountains of Crete since AD 500. The Holocene 9:183-193.","Peat bog. Physiography: White' mountains (Central Crete). Surrounding vegetation: Mosaic of phrygana and steppe.","10.21233/9r0t-vm34"
15846,"Asi Gonia","ASIG1",35.24888,24.278205,780,24386,"pollen","European Pollen Database","Atherden, M.A., and J.A. Hall. 1999. Human impact on vegetation in the White Mountains of Crete since AD 500. The Holocene 9:183-193.","Peat bog. Physiography: White' mountains (Central Crete). Surrounding vegetation: Mosaic of phrygana and steppe.","10.21233/0f9n-x142"
15846,"Asi Gonia","AG11",35.24888,24.278205,780,52236,"pollen","European Pollen Database","Jouffroy-Bapicot, I., B. Vannière, V. Iglesias, M. Debret, and J.F. Delerras. 2016. 2000 Years of Grazing History and the Making of the Cretan Mountain Landscape, Greece. PLOS ONE 11(6):1-24. [DOI: 10.1371/journal.pone.0156875]","Peat bog. Physiography: White' mountains (Central Crete). Surrounding vegetation: Mosaic of phrygana and steppe.","10.21233/M38J-R420"
15847,"Lake Voulkaria","VOULKARI",38.866667,20.833333,0,24390,"pollen","European Pollen Database","Jahns, S. 2005. The Holocene history of vegetation and settlement at the coastal site of Lake Voulkaria in Acarnania, western Greece. Vegetation History and Archaeobotany 14:55-66.","Lake. Physiography: Coastal lake connected to the sea. Surrounding vegetation: Cultivated fields. Vegetation formation: Quercion ilicis alliance.","10.21233/j97k-ds95"
15861,"Bonnecombe","BCOMBE1",44.5666666666667,3.125,1340,24410,"pollen","European Pollen Database","de Beaulieu, J.L., A. Pons, and M. Reille. 1985. Recherches pollenanalystiaques sur l'histoire Tardiglaciaire et Holocène de la végétation des Monts d'Aubrac (Massif Central, France). Review of Palaeobotany and Palynology 44:37-80.","Peat bog. Physiography: depression. Surrounding vegetation: forest of Fagus.","10.21233/vq9d-x874"
15862,"La Chaumette","CHAUMETE",44.7472222222222,3.085,1215,24412,"pollen","European Pollen Database","de Beaulieu, J.L., A. Pons, and M. Reille. 1985. Recherches pollenanalystiaques sur l'histoire Tardiglaciaire et Holocène de la végétation des Monts d'Aubrac (Massif Central, France). Review of Palaeobotany and Palynology 44:37-80.","Peat bog. Physiography: depression. Surrounding vegetation: forest, meadows and cultivated fields.","10.21233/1vz8-h207"
15863,"Brameloup","BRAMELOU",44.7444444444444,3.08111111111111,1196,24414,"pollen","European Pollen Database","de Beaulieu, J.L., A. Pons, and M. Reille. 1985. Recherches pollenanalystiaques sur l'histoire Tardiglaciaire et Holocène de la végétation des Monts d'Aubrac (Massif Central, France). Review of Palaeobotany and Palynology 44:37-80.","Peat bog. Physiography: depression. Surrounding vegetation: forest and meadows.","10.21233/8gnn-8h69"
15869,"Le Fraud","LEFRAUD",45.39,2.96722222222222,1241,24421,"pollen","European Pollen Database","Reille, M., J.L. de Beaulieu, and A. Pons. 1985. Recherches pollenanalytiques sur l'histoire Tardiglaciaire et Holocène de la végétation du Cézalier, de la Planèze de St-Flour et de la Margeride (Massif-Central, France). Pollen et Spores 27(2):209-270.","Bog. Physiography: depression in plateau. Surrounding vegetation: boggy meadows.","10.21233/0qc3-zx81"
15873,"La Godivelle","GODIVL78",45.3844444444444,2.92583333333333,1200,24428,"pollen","European Pollen Database","Reille, M., J.L. de Beaulieu, and A. Pons. 1985. Recherches pollenanalytiques sur l'histoire Tardiglaciaire et Holocène de la végétation du Cézalier, de la Planèze de St-Flour et de la Margeride (Massif-Central, France). Pollen et Spores 27(2):209-270.","Lake. Physiography: depression in plateau. Surrounding vegetation: meadow.","10.21233/nbve-xf73"
15874,"Etang de Cheylade","CHEYLAN1",45.09,2.895,1040,48952,"pollen","European Pollen Database","Reille, M., and J.L. de Beaulieu. 1981. Analyse pollinique de l'étang de Cheylade (Massif Central, France): histoire tardiglaciaire et holocène de la végétation de la planèze de Saint-Flour. Compte Rendu de l'Académie des Sciences Paris 292(III):243-246.;
Reille, M., J.L. de Beaulieu, and A. Pons. 1985. Recherches pollenanalytiques sur l'histoire Tardiglaciaire et Holocène de la végétation du Cézalier, de la Planèze de St-Flour et de la Margeride (Massif-Central, France). Pollen et Spores 27(2):209-270.","Pond. Physiography: depression in valley Alagon. Surrounding vegetation: cultivated fields.","10.21233/Z80G-HJ33"
15875,"Chanaleilles","CHANALE3",44.8652777777778,3.46111111111111,1320,24433,"pollen","European Pollen Database","Reille, M., J.L. de Beaulieu, and A. Pons. 1985. Recherches pollenanalytiques sur l'histoire Tardiglaciaire et Holocène de la végétation du Cézalier, de la Planèze de St-Flour et de la Margeride (Massif-Central, France). Pollen et Spores 27(2):209-270.","Peat bog. Physiography: plateau. Surrounding vegetation: meadow.","10.21233/r350-j088"
15880,"Les Laubies","LAUBIES1",44.4666666666667,3.65,1380,24441,"pollen","European Pollen Database","de Beaulieu, J.L., and E. Gilot. 1972. Végétations holocènes du Mont Lozère : analyses polliniques et datages. Comptes Rendus de Comptes Rendus de l'Académie des Sciences Paris 274:1641-1644.;
Gilot, E., and P.C. Capron. 1971. Louvain natural radiocarbon measurements XI. Les Laubies series, France. Radiocarbon 13(2):358-362.","Peat bog. Physiography: valley. Surrounding vegetation: forest.","10.21233/9sy2-nj92"
15889,"Font Salesse","FONTSALE",43.6016666666667,2.97888888888889,1060,24454,"pollen","European Pollen Database","de Beaulieu, J.L. 1967. Recherches pollenanalytiques sur les tourbières des Monts de l'Espinouse (Hérault).. Master's thesis. Université d'Aix-Marseille, Marseille, France.;
de Beaulieu, J.L. 1969. Analyses polliniques dans les Monts de l'Espinouse (Hérault). Pollen et Spores 11(1):82-96.","Bog. Physiography: depression in plateau of Caroux. Surrounding vegetation: Pinus forest.","10.21233/d6jx-vy62"
15890,"Baïssescure","BAISSESC",43.55,2.8,1000,24456,"pollen","European Pollen Database","de Beaulieu, J.L. 1967. Recherches pollenanalytiques sur les tourbières des Monts de l'Espinouse (Hérault).. Master's thesis. Université d'Aix-Marseille, Marseille, France.;
de Beaulieu, J.L. 1969. Analyses polliniques dans les Monts de l'Espinouse (Hérault). Pollen et Spores 11(1):82-96.;
de Beaulieu, J.L. 1974. Evolution de la végétation sur la bordure montagneuse cévenole au postglaciare, d'après les pollens. Bulletin de la Société Languedocienne de Géographie 8(3-4):347-358.","Big bog. Physiography: depression. Surrounding vegetation: hêtraie.","10.21233/actv-bj33"
15893,"Tourbière du Peschio","PESCHIO1",44.45,3.6,1370,25455,"pollen","European Pollen Database","Pulido, M. 2006. Conséquenses de l'anthropisation sur la dynamique postglaciaire de la végétation dans le sud du Massif Central, France. [Anthropogenic impact on the postglacial vegetation dynamics in South Massif Central, France].. Doctoral dissertation. Université d'Aix-Marseille, Marseille, France.","Minerotroph peatland. Physiography: basin. Surrounding vegetation: Pinus, Betula, Fraxinus.","10.21233/m32v-dn19"
15894,"Tourbière des Narses Mortes","NARMORNW",44.4333333333333,3.6,1400,25466,"pollen","European Pollen Database","Jouffroy-Bapicot, I., M. Pulido, S. Baron, D. Galop, F. Monna, M. Lavoie, A. Ploquin, C. Petit, J.L. de Beaulieu, and H. Richard. 2007. Environmental impact of early palaeometallurgy: pollen and geochemical analysis. Vegetation History and Archaeobotany 16:251-258.;
Pulido, M. 2006. Conséquenses de l'anthropisation sur la dynamique postglaciaire de la végétation dans le sud du Massif Central, France. [Anthropogenic impact on the postglacial vegetation dynamics in South Massif Central, France].. Doctoral dissertation. Université d'Aix-Marseille, Marseille, France.","Minerotrophic peatland. Physiography: microtopography of hummocks and hollows. Surrounding vegetation: moor with young Pinus sylvestris.","10.21233/4prv-bd15"
15894,"Tourbière des Narses Mortes","NMOR1967",44.4333333333333,3.6,1400,24461,"pollen","European Pollen Database","de Beaulieu, J.L. 1974. Evolution de la végétation sur la bordure montagneuse cévenole au postglaciare, d'après les pollens. Bulletin de la Société Languedocienne de Géographie 8(3-4):347-358.","Minerotrophic peatland. Physiography: microtopography of hummocks and hollows. Surrounding vegetation: moor with young Pinus sylvestris.","10.21233/jvxq-h196"
15895,"Lastioulles","LASTIOUL",45.3861111111111,2.63611111111111,854,24463,"pollen","European Pollen Database","de Beaulieu, J.L., A. Pons, and M. Reille. 1982. Recherches pollenanalytiques sur l'histoire de la végétation de la bordure nord du Massif du Cantal (Massif-Central, France). Pollen et Spores 24(2):251-300.","Peat bog. Physiography: on La Rhue river. Surrounding vegetation: meadows and Fagus woods.","10.21233/x7a5-2c36"
15896,"Le Jolan","JOLAN1",45.1394444444444,2.85916666666667,1120,24465,"pollen","European Pollen Database","de Beaulieu, J.L., A. Pons, and M. Reille. 1982. Recherches pollenanalytiques sur l'histoire de la végétation de la bordure nord du Massif du Cantal (Massif-Central, France). Pollen et Spores 24(2):251-300.","Peat bog. Physiography: valley in old volcanic area. Surrounding vegetation: forest and pasture.","10.21233/fkht-hr86"
15896,"Le Jolan","JOLAN2",45.1394444444444,2.85916666666667,1120,48971,"pollen","European Pollen Database","de Beaulieu, J.L., A. Pons, and M. Reille. 1982. Recherches pollenanalytiques sur l'histoire de la végétation de la bordure nord du Massif du Cantal (Massif-Central, France). Pollen et Spores 24(2):251-300.","Peat bog. Physiography: valley in old volcanic area. Surrounding vegetation: forest and pasture.","10.21233/0PCX-1018"
15897,"Silly-la-Poterie","SILLY",49.1833333333333,3.13333333333333,105,24467,"pollen","European Pollen Database","van Zeist, W., and M.R. van der Spoel-Walvius. 1980. A palynological study of the Late-Glacial and the Postglacial in the Paris basin. Palaeohistoria 23:67-108.","Marsh. Physiography: valley of Ourcq river. Surrounding vegetation: forest and culticated fields.","10.21233/n9vy-3c22"
15898,"Fréchencourt","FRECHENC",49.95,2.43333333333333,50,24469,"pollen","European Pollen Database","van Zeist, W., and M.R. van der Spoel-Walvius. 1980. A palynological study of the Late-Glacial and the Postglacial in the Paris basin. Palaeohistoria 23:67-108.","Close to Hallue river. Physiography: valley of the Hallue. Surrounding vegetation: cultivated fields and forest.","10.21233/6p3k-yh02"
15899,"Coizard-Joches","COIZARD1",48.8155555555556,3.86611111111111,140,24471,"pollen","European Pollen Database","van Zeist, W., and M.R. van der Spoel-Walvius. 1980. A palynological study of the Late-Glacial and the Postglacial in the Paris basin. Palaeohistoria 23:67-108.","Marsh drained by a small river. Physiography: Marne valley. Surrounding vegetation: cultivated fields.","10.21233/1xdp-k716"
15902,"saint-Malo-de-Guersac","GUERSAC",47.3397222222222,-2.16555555555556,1,24477,"pollen","European Pollen Database","Visset, L. 1985. Dernières données pollenanalytiques et radiométriques du golfe Brieron (Massif Armoricain-France). Ecologia Mediterranea 11(1):107-116.","Marsh. Physiography: basin. Surrounding vegetation: marsh and cultivated fields.","10.21233/60v1-q871"
