ID_SITE,ID_ENTITY,ID_SAMPLE,site_name,entity_name,latitude,longitude,elevation,site_type,entity_type,sample_type,basin_size,source,age_BP,avg_depth
404,262,1076,H620,H620,40.58,22.04,1400,,,,,BIOME6000,0,
405,263,1077,H621,H621,40.57,22.04,1500,,,,,BIOME6000,0,
406,264,1078,H622,H622,40.56,22.03,1600,,,,,BIOME6000,0,
407,265,1079,H623,H623,40.56,22.15,400,,,,,BIOME6000,0,
408,266,886,H624,H624,40.56,22.13,600,,,,,BIOME6000,0,
409,267,1116,H625,H625,40.55,22.16,300,,,,,BIOME6000,0,
410,268,919,H626,H626,40.54,22.2,250,,,,,BIOME6000,0,
411,269,728,H627,H627,40.42,22.29,1000,,,,,BIOME6000,0,
412,270,729,H628,H628,40.43,22.27,1000,,,,,BIOME6000,0,
413,271,730,H629,H629,40.44,22.26,800,,,,,BIOME6000,0,
414,272,731,H630,H630,40.45,22.25,650,,,,,BIOME6000,0,
415,273,732,H631,H631,40.46,22.25,400,,,,,BIOME6000,0,
416,274,742,H632,H632,40.8,21.73,900,,,,,BIOME6000,0,
417,275,734,H633,H633,40.82,21.78,650,,,,,BIOME6000,0,
418,276,727,H634,H634,40.78,21.9,500,,,,,BIOME6000,0,
419,277,736,H635,H635,40.78,21.93,500,,,,,BIOME6000,0,
420,278,737,H636,H636,40.81,21.97,400,,,,,BIOME6000,0,
421,279,738,H637,H637,40.62,22.15,150,,,,,BIOME6000,0,
422,280,739,H638,H638,40.62,22.2,150,,,,,BIOME6000,0,
423,281,740,H639,H639,40.67,22.25,50,,,,,BIOME6000,0,
424,282,741,H640,H640,40.48,22.18,450,,,,,BIOME6000,0,
425,283,719,H641,H641,40.44,22.15,600,,,,,BIOME6000,0,
426,284,717,H642,H642,40.41,22.13,900,,,,,BIOME6000,0,
427,285,733,H643,H643,40.4,22.08,1200,,,,,BIOME6000,0,
428,286,713,H644,H644,40.38,22.07,1000,,,,,BIOME6000,0,
429,287,714,H645,H645,40.38,22.08,1100,,,,,BIOME6000,0,
430,288,715,H646,H646,40.37,21.97,700,,,,,BIOME6000,0,
431,289,716,H647,H647,40.37,21.87,700,,,,,BIOME6000,0,
432,290,726,H648,H648,40.29,21.71,700,,,,,BIOME6000,0,
433,291,718,H649,H649,40.25,21.58,700,,,,,BIOME6000,0,
434,292,711,H650,H650,40.29,21.5,600,,,,,BIOME6000,0,
435,293,720,H651,H651,40.37,21.42,700,,,,,BIOME6000,0,
436,294,721,H652,H652,40.44,21.34,700,,,,,BIOME6000,0,
437,295,722,H653,H653,40.66,21.55,800,,,,,BIOME6000,0,
438,296,723,H654,H654,40.6,21.49,800,,,,,BIOME6000,0,
439,297,724,H655,H655,40.57,21.5,1050,,,,,BIOME6000,0,
440,298,725,H656,H656,40.56,21.48,1100,,,,,BIOME6000,0,
441,299,749,H657,H657,40.55,21.43,700,,,,,BIOME6000,0,
442,300,774,H658,H658,40.51,21.38,700,,,,,BIOME6000,0,
443,301,735,H659,H659,40.5,21.35,700,,,,,BIOME6000,0,
444,302,761,H660,H660,40.56,21.32,700,,,,,BIOME6000,0,
445,303,762,H661,H661,40.78,21.27,1500,,,,,BIOME6000,0,
446,304,763,H662,H662,40.78,21.27,1400,,surface sample,,,BIOME6000,0,
447,305,764,H663,H663,40.79,21.23,1350,,surface sample,,,BIOME6000,0,
448,306,765,H664,H664,40.78,21.21,1200,,surface sample,,,BIOME6000,0,
449,307,775,H665,H665,40.77,21.21,1100,,,,,BIOME6000,0,
450,308,767,H666,H666,40.73,21.19,1000,,surface sample,,,BIOME6000,0,
451,309,759,H667,H667,40.66,21.18,800,,,,,BIOME6000,0,
452,310,769,H668,H668,40.65,21.18,700,,surface sample,,,BIOME6000,0,
453,311,770,H669,H669,40.59,21.2,700,,,,,BIOME6000,0,
454,312,771,H670,H670,40.25,21.44,650,,,,,BIOME6000,0,
455,313,772,H671,H671,40.14,21.47,600,,,,,BIOME6000,0,
456,314,773,H672,H672,40.01,21.5,700,,,,,BIOME6000,0,
457,315,751,H673,H673,39.95,21.5,700,,,,,BIOME6000,0,
458,316,768,H674,H674,39.92,21.53,700,,surface sample,,,BIOME6000,0,
459,317,766,H675,H675,39.87,21.56,600,,surface sample,,,BIOME6000,0,
460,318,744,H676,H676,39.72,21.21,1350,,,,,BIOME6000,0,
461,319,745,H677,H677,39.71,21.22,1550,,,,,BIOME6000,0,
462,320,746,H678,H678,39.72,21.22,1450,,,,,BIOME6000,0,
463,321,747,H679,H679,39.72,21.19,1300,,,,,BIOME6000,0,
464,322,748,H680,H680,39.73,21.19,1200,,,,,BIOME6000,0,
465,323,758,H681,H681,39.72,21.04,800,,,,,BIOME6000,0,
466,324,750,H682,H682,39.75,21.13,900,,,,,BIOME6000,0,
467,325,743,H683,H683,39.74,21.16,1300,,,,,BIOME6000,0,
468,326,752,H684,H684,39.77,21.16,1400,,,,,BIOME6000,0,
469,327,753,H685,H685,39.78,21.22,1650,,,,,BIOME6000,0,
470,328,754,H686,H686,39.79,21.29,1200,,,,,BIOME6000,0,
471,329,755,H687,H687,39.78,21.32,800,,,,,BIOME6000,0,
472,330,756,H688,H688,39.77,21.44,1100,,,,,BIOME6000,0,
473,331,703,H689,H689,39.76,21.47,1000,,,,,BIOME6000,0,
474,332,760,H690,H690,39.73,21.55,300,,,,,BIOME6000,0,
475,333,712,H691,H691,39.49,20.86,600,,,,,BIOME6000,0,
476,334,664,H692,H692,39.47,20.88,500,,surface sample,,,BIOME6000,0,
477,335,665,H693,H693,39.69,20.78,600,,surface sample,,,BIOME6000,0,
478,336,666,H694,H694,39.7,20.66,600,,surface sample,,,BIOME6000,0,
479,337,667,H695,H695,39.71,20.61,250,,surface sample,,,BIOME6000,0,
480,338,668,H696,H696,39.66,20.59,250,,surface sample,,,BIOME6000,0,
481,339,678,H697,H697,39.62,20.53,300,,surface sample,,,BIOME6000,0,
482,340,670,H698,H698,39.6,20.52,600,,surface sample,,,BIOME6000,0,
483,341,663,H699,H699,39.58,20.5,700,,surface sample,,,BIOME6000,0,
484,342,672,H700,H700,39.55,20.47,300,,surface sample,,,BIOME6000,0,
485,343,673,H701,H701,39.53,20.32,300,,surface sample,,,BIOME6000,0,
486,344,674,H702,H702,39.52,20.4,300,,surface sample,,,BIOME6000,0,
487,345,675,H703,H703,39.54,20.45,300,,surface sample,,,BIOME6000,0,
488,346,676,H704,H704,39.71,21.01,700,,surface sample,,,BIOME6000,0,
489,347,677,H705,H705,39.69,20.98,600,,surface sample,,,BIOME6000,0,
490,348,655,H706,H706,39.67,20.97,900,,surface sample,,,BIOME6000,0,
491,349,653,H707,H707,39.72,20.78,500,,surface sample,,,BIOME6000,0,
492,350,669,H708,H708,40.56,21.48,1200,,surface sample,,,BIOME6000,0,
493,351,649,H709,H709,40.56,21.32,700,,surface sample,,,BIOME6000,0,
494,352,650,H710,H710,34.91,24.75,30,,surface sample,,,BIOME6000,0,
495,353,651,H711,H711,35.1,24.69,1,,surface sample,,,BIOME6000,0,
496,354,652,H712,H712,35.14,24.81,900,,surface sample,,,BIOME6000,0,
497,355,662,H713,H713,39.22,22.8,10,,surface sample,,,BIOME6000,0,
498,356,654,H715,H715,36.37,40.21,700,,surface sample,,,BIOME6000,0,
499,357,647,H716,H716,36.38,40.68,350,,surface sample,,,BIOME6000,0,
500,358,656,H717,H717,36.4,41.14,450,,surface sample,,,BIOME6000,0,
501,359,657,H718,H718,36.41,41.06,400,,surface sample,,,BIOME6000,0,
502,360,658,H719,H719,36.43,40.88,300,,surface sample,,,BIOME6000,0,
503,361,659,H720,H720,36.4,40.83,300,,surface sample,,,BIOME6000,0,
504,362,660,H721,H721,36.15,40.79,300,,surface sample,,,BIOME6000,0,
505,363,680,H722,H722,36.17,41.02,350,,surface sample,,,BIOME6000,0,
506,364,648,H723,H723,35.6,40.71,250,,surface sample,,,BIOME6000,0,
507,365,671,H724,H724,35.27,41.04,200,,surface sample,,,BIOME6000,0,
508,366,696,H725,H725,35.17,41.19,162,,,,,BIOME6000,0,
509,367,697,H726,H726,35.18,41.2,162,,,,,BIOME6000,0,
510,368,698,H727,H727,35.19,41.08,200,,,,,BIOME6000,0,
511,369,699,H728,H728,34.72,40.26,240,,,,,BIOME6000,0,
512,370,700,H729,H729,34.89,40.38,245,,,,,BIOME6000,0,
513,371,710,H730,H730,35.07,40.39,230,,,,,BIOME6000,0,
514,372,702,H731,H731,35.43,40.6,225,,,,,BIOME6000,0,
515,373,695,H732,H732,35.49,40.57,225,,,,,BIOME6000,0,
516,374,704,H733,H733,35.5,40.32,230,,,,,BIOME6000,0,
517,375,705,H734,H734,34.91,38.54,1150,,,,,BIOME6000,0,
518,376,706,H735,H735,34.47,38.23,500,,,,,BIOME6000,0,
519,377,707,H736,H736,34.5,37.97,500,,,,,BIOME6000,0,
520,378,708,H737,H737,34.6,37.21,650,,,,,BIOME6000,0,
521,379,709,H738,H738,34.66,36.95,650,,,,,BIOME6000,0,
522,380,687,H739,H739,34.42,37.71,530,,surface sample,,,BIOME6000,0,
523,381,685,H740,H740,34.32,37.42,600,,surface sample,,,BIOME6000,0,
524,382,701,H741,H741,34.19,37.16,750,,,,,BIOME6000,0,
525,383,681,H742,H742,34,36.96,825,,surface sample,,,BIOME6000,0,
526,384,682,H743,H743,33.89,36.83,800,,surface sample,,,BIOME6000,0,
527,385,683,H744,H744,33.82,36.75,800,,surface sample,,,BIOME6000,0,
528,386,684,H745,H745,33.74,36.69,900,,surface sample,,,BIOME6000,0,
529,387,694,H746,H746,33.8,36.63,1100,,,,,BIOME6000,0,
530,388,686,H747,H747,34,36.69,1400,,surface sample,,,BIOME6000,0,
531,389,679,H748,H748,33.95,36.59,1450,,surface sample,,,BIOME6000,0,
532,390,688,H749,H749,33.91,36.48,1550,,,,,BIOME6000,0,
533,391,689,H750,H750,33.91,36.35,2050,,,,,BIOME6000,0,
534,392,690,H751,H751,33.9,36.36,2000,,,,,BIOME6000,0,
535,393,691,H752,H752,33.89,36.36,1950,,,,,BIOME6000,0,
536,394,692,H753,H753,33.86,36.41,1650,,,,,BIOME6000,0,
537,395,790,H754,H754,33.8,36.4,1700,,surface sample,,,BIOME6000,0,
538,396,661,H755,H755,33.76,36.39,1800,,surface sample,,,BIOME6000,0,
539,397,757,H756,H756,33.7,36.37,1500,,,,,BIOME6000,0,
540,398,857,H757,H757,33.37,35.88,1400,,,,,BIOME6000,0,
541,399,858,H758,H758,33.63,35.98,1350,,,,,BIOME6000,0,
542,400,859,H759,H759,33.66,35.98,1300,,,,,BIOME6000,0,
543,401,860,H760,H760,33.68,35.96,1300,,,,,BIOME6000,0,
544,402,861,H761,H761,33.93,36.23,1600,,,,,BIOME6000,0,
545,403,871,H762,H762,33.94,36.21,1500,,,,,BIOME6000,0,
546,404,863,H763,H763,33.97,36.19,1300,,,,,BIOME6000,0,
547,405,856,H764,H764,33.99,36.2,1300,,,,,BIOME6000,0,
548,406,865,H765,H765,34.07,36.15,1000,,,,,BIOME6000,0,
549,407,866,H766,H766,34.09,36.13,1000,,,,,BIOME6000,0,
550,408,867,H767,H767,34.13,36.12,1000,,,,,BIOME6000,0,
551,409,868,H768,H768,34.13,36.03,1500,,,,,BIOME6000,0,
552,410,869,H769,H769,34.13,36.03,1500,,,,,BIOME6000,0,
553,411,870,H770,H770,34.16,36.08,1500,,,,,BIOME6000,0,
554,412,848,H771,H771,34.25,36.06,2100,,,,,BIOME6000,0,
555,413,846,H772,H772,34.29,35.98,1500,,,,,BIOME6000,0,
556,414,862,H773,H773,34.3,35.97,1300,,,,,BIOME6000,0,
557,415,842,H774,H774,34.31,35.92,1000,,,,,BIOME6000,0,
558,416,843,H775,H775,34.31,35.91,600,,,,,BIOME6000,0,
559,417,844,H776,H776,34.31,35.88,500,,,,,BIOME6000,0,
560,418,845,H777,H777,34.33,35.85,400,,,,,BIOME6000,0,
561,419,855,H778,H778,34.33,35.81,400,,,,,BIOME6000,0,
562,420,847,H779,H779,34.33,35.75,200,,,,,BIOME6000,0,
563,421,840,H780,H780,34.31,35.69,50,,,,,BIOME6000,0,
564,422,849,H781,H781,34.1,35.83,1300,,,,,BIOME6000,0,
565,423,850,H782,H782,34.1,35.81,1400,,,,,BIOME6000,0,
566,424,851,H783,H783,34.1,35.78,1100,,,,,BIOME6000,0,
567,425,852,H784,H784,34.11,35.78,900,,,,,BIOME6000,0,
568,426,853,H785,H785,34.1,35.73,700,,,,,BIOME6000,0,
569,427,854,H786,H786,34.11,35.7,600,,,,,BIOME6000,0,
570,428,878,H787,H787,34.11,35.68,500,,,,,BIOME6000,0,
571,429,903,H788,H788,34.11,35.67,300,,,,,BIOME6000,0,
572,430,864,H789,H789,35.51,36.2,1000,,,,,BIOME6000,0,
573,431,890,H790,H790,35.54,36.2,1000,,,,,BIOME6000,0,
574,432,891,H791,H791,35.55,36.19,1200,,,,,BIOME6000,0,
575,433,892,H792,H792,35.58,36.2,1000,,,,,BIOME6000,0,
576,434,893,H793,H793,35.59,36.13,1100,,,,,BIOME6000,0,
577,435,894,H794,H794,35.59,36.16,1100,,,,,BIOME6000,0,
578,436,904,H795,H795,35.6,36.16,1100,,,,,BIOME6000,0,
579,437,896,H796,H796,35.59,36.17,1100,,,,,BIOME6000,0,
580,438,888,H797,H797,35.6,36.18,1100,,,,,BIOME6000,0,
581,439,898,H798,H798,35.62,36.18,1100,,,,,BIOME6000,0,
582,440,899,H799,H799,35.8,36.59,1100,,,,,BIOME6000,0,
583,441,900,H800,H800,35.79,36.52,650,,,,,BIOME6000,0,
584,442,901,H801,H801,35.81,36.47,500,,,,,BIOME6000,0,
585,443,902,H802,H802,35.72,35.83,200,,,,,BIOME6000,0,
586,444,880,H803,H803,35.73,35.84,200,,,,,BIOME6000,0,
587,445,897,H804,H804,35.75,35.85,200,,,,,BIOME6000,0,
588,446,895,H805,H805,35.83,35.81,200,,,,,BIOME6000,0,
589,447,873,H806,H806,35.83,35.81,200,,,,,BIOME6000,0,
590,448,874,H807,H807,35.83,35.81,200,,,,,BIOME6000,0,
591,449,875,H808,H808,35.83,35.81,200,,,,,BIOME6000,0,
592,450,876,H809,H809,36.46,35.85,200,,,,,BIOME6000,0,
593,451,877,H810,H810,36.43,35.85,200,,,,,BIOME6000,0,
594,452,887,H811,H811,36.29,35.85,300,,,,,BIOME6000,0,
595,453,879,H812,H812,36.26,35.85,200,,,,,BIOME6000,0,
596,454,872,H813,H813,33.69,46.41,1500,,,,,BIOME6000,0,
597,455,881,H814,H814,33.69,46.41,1500,,,,,BIOME6000,0,
598,456,882,H815,H815,35.53,46.33,1450,,,,,BIOME6000,0,
599,457,883,H816,H816,35.52,46.41,1800,,,,,BIOME6000,0,
615,484,776,192,192,46.17,62,,,surface sample,,,BIOME6000,0,
616,485,785,245,245,44.5,50.33,,,surface sample,,,BIOME6000,0,
617,486,786,248,248,47.17,52.17,,,surface sample,,,BIOME6000,0,
618,487,787,249,249,47.33,52.08,,,surface sample,,,BIOME6000,0,
619,488,788,388,388,43.2,43.25,,,surface sample,,,BIOME6000,0,
620,489,789,496,496,41.05,43.6,,,surface sample,,,BIOME6000,0,
621,490,809,564,564,48.16,24.51,,,,,,BIOME6000,0,
622,491,777,565,565,43.2,43.25,,,surface sample,,,BIOME6000,0,
623,492,800,568,568,48.61,61.26,,,,,,BIOME6000,0,
624,493,825,598,598,43.41,42.15,,,,,,BIOME6000,0,
625,494,826,599,599,43.3,41.63,,,,,,BIOME6000,0,
626,495,827,636,636,48.5,52.5,,,,,,BIOME6000,0,
627,496,828,666,666,43,44.66,,,,,,BIOME6000,0,
628,497,829,687,687,48.92,24.07,,,,,,BIOME6000,0,
629,498,839,688,688,48.26,24.35,,,,,,BIOME6000,0,
630,499,831,690,690,40.12,45.6,,,,,,BIOME6000,0,
631,500,824,691,691,40.12,45.6,,,,,,BIOME6000,0,
632,501,833,696,696,48.57,27.16,,,,,,BIOME6000,0,
633,502,834,697,697,48,46.5,,,,,,BIOME6000,0,
634,503,835,699,699,40.75,45,,,,,,BIOME6000,0,
635,504,836,701,701,48.25,24.33,,,,,,BIOME6000,0,
636,505,837,702,702,42,43,,,,,,BIOME6000,0,
637,506,838,707,707,48.03,44.66,,,,,,BIOME6000,0,
638,507,816,708,708,47.51,40.75,,,,,,BIOME6000,0,
639,508,814,709,709,47.15,38.33,,,,,,BIOME6000,0,
640,509,830,710,710,42.11,44.96,,,,,,BIOME6000,0,
641,510,810,714,714,45.83,34.33,,,,,,BIOME6000,0,
642,511,811,715,715,46.45,33.9,,,,,,BIOME6000,0,
643,512,812,716,716,41.66,59,,,,,,BIOME6000,0,
644,513,813,717,717,41.5,58.75,,,,,,BIOME6000,0,
645,514,823,718,718,41.46,58.08,,,,,,BIOME6000,0,
646,515,815,719,719,41.41,57.58,,,,,,BIOME6000,0,
647,516,808,720,720,41.16,57.58,,,,,,BIOME6000,0,
648,517,817,721,721,41.75,57.16,,,,,,BIOME6000,0,
649,518,818,722,722,42.08,41.71,,,,,,BIOME6000,0,
650,519,819,723,723,39.41,53.5,,,,,,BIOME6000,0,
651,520,820,724,724,39.91,54.16,,,,,,BIOME6000,0,
652,521,821,725,725,39.41,57.41,,,,,,BIOME6000,0,
653,522,822,726,726,39.08,57.08,,,,,,BIOME6000,0,
654,523,1245,727,727,39.41,54.33,,,,,,BIOME6000,0,
655,524,1634,728,728,39.41,54.75,,,,,,BIOME6000,0,
656,525,1080,729,729,39.33,55.66,,,,,,BIOME6000,0,
657,526,1505,730,730,40,57.58,,,,,,BIOME6000,0,
658,527,1506,731,731,38.96,54.12,,,,,,BIOME6000,0,
659,528,1507,796,796,47.27,37.28,,,,,,BIOME6000,0,
660,529,1508,797,797,47.27,37.28,,,,,,BIOME6000,0,
661,530,1518,798,798,47.27,37.28,,,,,,BIOME6000,0,
662,531,1510,799,799,47.27,37.28,,,,,,BIOME6000,0,
663,532,1503,806,806,48.88,31,,,,,,BIOME6000,0,
664,533,1512,807,807,47.27,38.18,,,,,,BIOME6000,0,
665,534,1513,808,808,47.27,38.18,,,,,,BIOME6000,0,
666,535,1514,809,809,47.27,38.18,,,,,,BIOME6000,0,
667,536,1515,810,810,47.27,38.18,,,,,,BIOME6000,0,
668,537,1516,811,811,47.27,38.18,,,,,,BIOME6000,0,
669,538,1517,812,812,47.27,38.18,,,,,,BIOME6000,0,
670,539,1495,813,813,46.33,34.67,,,,,,BIOME6000,0,
671,540,1493,814,814,46.33,34.67,,,,,,BIOME6000,0,
672,541,1509,815,815,46.33,34.67,,,,,,BIOME6000,0,
673,542,1489,816,816,46.33,34.67,,,,,,BIOME6000,0,
674,543,1490,831,831,46.55,36.18,,,,,,BIOME6000,0,
675,544,1491,832,832,46.55,36.18,,,,,,BIOME6000,0,
676,545,1492,842,842,46.17,32.35,,,,,,BIOME6000,0,
677,546,1502,843,843,46.17,32.35,,,,,,BIOME6000,0,
678,547,1494,844,844,46.17,32.35,,,,,,BIOME6000,0,
679,548,1487,845,845,46.17,32.35,,,,,,BIOME6000,0,
680,549,1496,1367,1367,35.83,35.81,,,,,,BIOME6000,0,
681,550,1497,1368,1368,35.83,35.81,,,,,,BIOME6000,0,
682,551,1498,1369,1369,35.83,35.81,,,,,,BIOME6000,0,
683,552,1499,1370,1370,35.83,35.81,,,,,,BIOME6000,0,
684,553,1500,1365,1365,35.81,36.47,,,,,,BIOME6000,0,
685,554,1501,1364,1364,35.8,36.59,,,,,,BIOME6000,0,
686,555,1525,1363,1363,35.79,36.52,,,,,,BIOME6000,0,
687,556,1550,1362,1362,35.75,35.85,,,,,,BIOME6000,0,
688,557,1511,1352,1352,35.73,35.84,,,,,,BIOME6000,0,
689,558,1537,1351,1351,35.72,35.83,,,,,,BIOME6000,0,
690,559,1538,1349,1349,35.62,36.18,,,,,,BIOME6000,0,
691,560,1539,1346,1346,35.6,36.16,,,,,,BIOME6000,0,
692,561,1540,1347,1347,35.6,36.18,,,,,,BIOME6000,0,
693,562,1541,1348,1348,35.6,40.71,,,,,,BIOME6000,0,
694,563,1551,1339,1339,35.59,36.13,,,,,,BIOME6000,0,
695,564,1543,1340,1340,35.59,36.16,,,,,,BIOME6000,0,
696,565,1535,1341,1341,35.59,36.17,,,,,,BIOME6000,0,
697,566,1545,1338,1338,35.58,36.2,,,,,,BIOME6000,0,
698,567,1546,1337,1337,35.55,36.19,,,,,,BIOME6000,0,
699,568,1547,1336,1336,35.54,36.2,,,,,,BIOME6000,0,
700,569,1548,1335,1335,35.53,46.33,,,,,,BIOME6000,0,
701,570,1549,1334,1334,35.52,46.41,,,,,,BIOME6000,0,
702,571,1527,1332,1332,35.51,36.2,,,,,,BIOME6000,0,
703,572,1544,1331,1331,35.5,40.32,,,,,,BIOME6000,0,
704,573,1542,1327,1327,35.49,40.57,,,,,,BIOME6000,0,
705,574,1520,1325,1325,35.43,40.6,,,,,,BIOME6000,0,
706,575,1521,1315,1315,35.27,41.04,,,,,,BIOME6000,0,
707,576,1522,1309,1309,35.19,41.08,,,,,,BIOME6000,0,
708,577,1523,1308,1308,35.18,41.2,,,,,,BIOME6000,0,
709,578,1524,1293,1293,35.17,41.19,,,,,,BIOME6000,0,
710,579,1534,1277,1277,35.14,24.81,,,,,,BIOME6000,0,
711,580,1526,1271,1271,35.1,24.69,,,,,,BIOME6000,0,
712,581,1519,1267,1267,35.08,24.66,,,,,,BIOME6000,0,
713,582,1528,1268,1268,35.08,24.66,,,,,,BIOME6000,0,
714,583,1529,1269,1269,35.08,24.66,,,,,,BIOME6000,0,
715,584,1530,1264,1264,35.07,40.39,,,,,,BIOME6000,0,
716,585,1531,1257,1257,34.91,24.75,,,,,,BIOME6000,0,
717,586,1532,1258,1258,34.91,38.54,,,,,,BIOME6000,0,
718,587,1479,1253,1253,34.89,40.38,,,,,,BIOME6000,0,
719,588,1536,1238,1238,34.72,40.26,,,,,,BIOME6000,0,
720,589,1488,1236,1236,34.66,36.95,,,,,,BIOME6000,0,
721,590,1440,1235,1235,34.6,37.21,,,,,,BIOME6000,0,
722,591,1441,1234,1234,34.5,37.97,,,,,,BIOME6000,0,
723,592,1442,1233,1233,34.47,38.23,,,,,,BIOME6000,0,
724,593,1443,1229,1229,34.42,37.71,,,,,,BIOME6000,0,
725,594,1444,1227,1227,34.4,37.76,,,,,,BIOME6000,0,
726,595,1454,1228,1228,34.4,37.76,,,,,,BIOME6000,0,
727,596,1446,1224,1224,34.33,35.75,,,,,,BIOME6000,0,
728,597,1439,1225,1225,34.33,35.81,,,,,,BIOME6000,0,
729,598,1448,1226,1226,34.33,35.85,,,,,,BIOME6000,0,
730,599,1449,1223,1223,34.32,37.42,,,,,,BIOME6000,0,
731,600,1450,1219,1219,34.31,35.69,,,,,,BIOME6000,0,
732,601,1451,1220,1220,34.31,35.88,,,,,,BIOME6000,0,
733,602,1452,1221,1221,34.31,35.91,,,,,,BIOME6000,0,
734,603,1453,1222,1222,34.31,35.92,,,,,,BIOME6000,0,
735,604,1431,1218,1218,34.3,35.97,,,,,,BIOME6000,0,
736,605,1429,1217,1217,34.29,35.98,,,,,,BIOME6000,0,
737,606,1445,1210,1210,34.25,36.06,,,,,,BIOME6000,0,
738,607,1425,1201,1201,34.19,37.16,,,,,,BIOME6000,0,
739,608,1426,1200,1200,34.16,36.08,,,,,,BIOME6000,0,
740,609,1427,1197,1197,34.13,36.03,,,,,,BIOME6000,0,
741,610,1428,1198,1198,34.13,36.03,,,,,,BIOME6000,0,
742,611,1438,1199,1199,34.13,36.12,,,,,,BIOME6000,0,
743,612,1430,1187,1187,34.11,35.67,,,,,,BIOME6000,0,
744,613,1423,1188,1188,34.11,35.68,,,,,,BIOME6000,0,
745,614,1432,1189,1189,34.11,35.7,,,,,,BIOME6000,0,
746,615,1433,1190,1190,34.11,35.78,,,,,,BIOME6000,0,
747,616,1434,1183,1183,34.1,35.73,,,,,,BIOME6000,0,
748,617,1435,1184,1184,34.1,35.78,,,,,,BIOME6000,0,
749,618,1436,1185,1185,34.1,35.81,,,,,,BIOME6000,0,
750,619,1456,1186,1186,34.1,35.83,,,,,,BIOME6000,0,
751,620,1424,1174,1174,34.09,36.13,,,,,,BIOME6000,0,
752,621,1447,1166,1166,34.07,36.15,,,,,,BIOME6000,0,
753,622,1472,1158,1158,34,36.69,,,,,,BIOME6000,0,
754,623,1473,1159,1159,34,36.96,,,,,,BIOME6000,0,
755,624,1474,1157,1157,33.99,36.2,,,,,,BIOME6000,0,
756,625,1475,1156,1156,33.97,36.19,,,,,,BIOME6000,0,
757,626,1476,1154,1154,33.95,36.59,,,,,,BIOME6000,0,
758,627,1486,1153,1153,33.94,36.21,,,,,,BIOME6000,0,
759,628,1478,1152,1152,33.93,36.23,,,,,,BIOME6000,0,
760,629,1471,1150,1150,33.91,36.35,,,,,,BIOME6000,0,
761,630,1480,1151,1151,33.91,36.48,,,,,,BIOME6000,0,
762,631,1481,1149,1149,33.9,36.36,,,,,,BIOME6000,0,
763,632,1482,1147,1147,33.89,36.36,,,,,,BIOME6000,0,
764,633,1483,1148,1148,33.89,36.83,,,,,,BIOME6000,0,
765,634,1484,1146,1146,33.86,36.41,,,,,,BIOME6000,0,
766,635,1485,1145,1145,33.82,36.75,,,,,,BIOME6000,0,
767,636,1463,1143,1143,33.8,36.4,,,,,,BIOME6000,0,
768,637,1461,1144,1144,33.8,36.63,,,,,,BIOME6000,0,
769,638,1477,1142,1142,33.76,36.39,,,,,,BIOME6000,0,
770,639,1457,1140,1140,33.74,36.69,,,,,,BIOME6000,0,
771,640,1458,1134,1134,33.7,36.37,,,,,,BIOME6000,0,
772,641,1459,1132,1132,33.69,46.41,,,,,,BIOME6000,0,
773,642,1460,1133,1133,33.69,46.41,,,,,,BIOME6000,0,
774,643,1470,1131,1131,33.68,35.96,,,,,,BIOME6000,0,
775,644,1462,1129,1129,33.66,35.98,,,,,,BIOME6000,0,
776,645,1455,1128,1128,33.63,35.98,,,,,,BIOME6000,0,
777,646,1464,1107,1107,33.37,35.88,,,,,,BIOME6000,0,
778,647,1465,1067,1067,32.33,35.58,,,,,,BIOME6000,0,
779,648,1466,1065,1065,32.25,35.64,,,,,,BIOME6000,0,
780,649,1467,1063,1063,32.17,35.7,,,,,,BIOME6000,0,
781,650,1468,1062,1062,32.09,35.76,,,,,,BIOME6000,0,
782,651,1469,1061,1061,32.01,35.82,,,,,,BIOME6000,0,
783,652,1569,1059,1059,31.85,35.94,,,,,,BIOME6000,0,
784,653,1666,1060,1060,31.85,35.94,,,,,,BIOME6000,0,
785,654,1533,1058,1058,31.77,36,,,,,,BIOME6000,0,
786,655,1635,1057,1057,31.75,35.57,,,,,,BIOME6000,0,
787,656,1636,1055,1055,31.6,36.05,,,,,,BIOME6000,0,
788,657,1637,1009,1009,31.12,36.03,,,,,,BIOME6000,0,
789,658,1638,984,984,30.69,35.83,,,,,,BIOME6000,0,
790,659,1648,969,969,30.5,47.83,,,,,,BIOME6000,0,
791,660,1640,967,967,30.49,47.5,,,,,,BIOME6000,0,
792,661,1633,966,966,30.48,48.18,,,,,,BIOME6000,0,
793,662,1642,965,965,30.47,48.15,,,,,,BIOME6000,0,
794,663,1643,964,964,30.44,35.86,,,,,,BIOME6000,0,
795,664,1644,954,954,29.85,48.12,,,,,,BIOME6000,0,
796,665,1645,951,951,29.69,35.47,,,,,,BIOME6000,0,
797,666,1646,948,948,29.6,47.6,,,,,,BIOME6000,0,
798,667,1647,946,946,29.55,47.6,,,,,,BIOME6000,0,
799,668,1625,945,945,29.5,47.65,,,,,,BIOME6000,0,
800,669,1623,942,942,29.4,48.3,,,,,,BIOME6000,0,
801,670,1639,943,943,29.4,48.3,,,,,,BIOME6000,0,
802,671,1619,939,939,29.33,47.6,,,,,,BIOME6000,0,
