source,site_name,entity_name,latitude,longitude,elevation,publication,avg_depth,age_BP,Abies,Acer,Aconitum,Adonis,Aesculus,Aizoaceae,Alnus,Amaranthaceae,Amaryllidaceae,Anacardiaceae,Apiaceae,Aquilegia,Araliaceae,Arbutus,Arctostaphylos,Aristolochiaceae,Artemisia,Asparagaceae,Asphodelaceae,Asteraceae,Asteraceae Liguliflorae,Asteroideae,Astragalus,Berberidaceae,Berberis,Betula,Boraginaceae,Brassicaceae,Buxus,Calicotome,Calluna,Campanulaceae,Caprifoliaceae,Carduoideae,Carpinusbetulus,CarpinusorientalisOstrya,Caryophyllaceae,Castanea,Cedrus,Celastraceae,Celtis,Ceratonia,Chamaerops,Cichorioideae,Cistaceae,Cistus,Clematis,Colchicaceae,Convolvulaceae,Coriaria,Cornus,Corylus,Crassulaceae,Crataegus,Cucurbitaceae,Cupressaceae,Cyperaceae,Cytinaceae,Daphne,Delphinium,Dennstaedtiaceae,Dryas,Elaeagnus,Empetrum,Ephedra,Ephedraceae,Equisetum,Erica,Ericaceae,Eriocaulaceae,Euphorbiaceae,Fabaceae,Fabaceae herbs,Fagus,Frangula,Fraxinus,Genisteae,Gentianaceae,Geraniaceae,Grossulariaceae,Halimium,Haloragaceae,Hedera,Helianthemum,Helleborus,Hippophae,Huperzia,Hymenophyllaceae,Hypericaceae,Ilex,Iridaceae,Jasminum,Juglans,Juncaceae,Juncaginaceae,Koenigia,Lamiaceae,Larix,Lavandula,Ledum,Ligustrum,Liliaceae,Linaceae,Linnaea,Linum,Lonicera,Loranthaceae,Lycopodium,Lysimachia,Lythraceae,Malvaceae,Maytenus,Melanthiaceae,Mercurialis,Montiaceae,Moraceae,Myrica,Myrtaceae,Nartheciaceae,Nerium,Nigella,Olea,Oleaceae,Onagraceae,Ononis,Ophioglossaceae,Orchidaceae,Orobanchaceae,Osmundaceae,Oxalidaceae,OxyriaRumex,Paeonia,Papaveraceae,Parrotia,Periploca,Phillyrea,Picea,Pinus,Pinus diploxylon,Pinus haploxylon,Pistacia,Plantaginaceae,Platanus,Plumbaginaceae,Poaceae,Polemoniaceae,Polygalaceae,Polygonaceae,Polygonum,Polypodiales,Populus,Portulacaceae,Potentilla,Primulaceae,Prunus,Pteridaceae,Pterocarya,Quercusdeciduous,Quercusevergreen,Quercusintermediate,Ranunculaceae,Ranunculus,Resedaceae,Retama,Rhamnaceae,Rhamnus,Rhododendron,Rhus,Ribes,Rosaceae,Rosmarinus,Rubiaceae,Rubus,Rutaceae,Salix,Sambucus,Sanguisorbagroup,Santalaceae,Sapotaceae,Saxifragaceae,Sciadopityaceae,Scrophulariaceae,Smilax,Solanaceae,Sorbus,Tamarix,Taxaceae,Taxus,Teucrium,Thalictrum,Thymelaeaceae,Tilia,Trollius,Ulmus,UlmusZelkova,Urticaceae,Vaccinium,Valerianaceae,Verbenaceae,Viburnum,Violaceae,Viscum,Vitex,Ziziphus,Zygophyllaceae
EPD,Arroyo de Valdeconejos,VALDECON,40.8622,-4.0597,1380,"Morales-Molino, C. et al. Land-use history as a major driver for long-term forest dynamics in the Sierra de Guadarrama National Park (central Spain) during the last millennia: implications for forest conservation and management. Glob. Planet. Change152, 64_75 (2017).",52,49.9704906,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,3,12,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,82,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,0,0,2,0,0,178,0,0,0,0,0,0,0,2,0,0,0,0,0,3,9,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EPD,Ayoó de Vidriales,AYOO,42.12611111,-6.070277778,780,"Morales-Molino, C. & García-Antón, M. Vegetation and fire history since the last glacial maximum in an inland area of the western Mediterranean Basin (Northern Iberian Plateau, NW Spain). Quat. Res.81, 63_77 (2014).",1,-8.95738626213592,0,0,0,1,0,0,10,3,0,0,3,0,0,0,0,0,0,0,0,0,0,8,0,0,0,5,1,0,0,0,48,0,0,1,0,0,1,0,0,0,0,0,0,6,0,1,0,0,0,0,0,0,1,0,0,0,52,0,0,0,3,0,0,0,0,0,0,56,4,0,0,1,0,0,0,2,1,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,30,0,0,16,0,0,86,0,0,0,5,0,0,0,16,0,1,0,0,0,8,31,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EPD,Ayoó de Vidriales,AYOO,42.12611111,-6.070277778,780,"Morales-Molino, C. & García-Antón, M. Vegetation and fire history since the last glacial maximum in an inland area of the western Mediterranean Basin (Northern Iberian Plateau, NW Spain). Quat. Res.81, 63_77 (2014).",4,42.6399405582524,0,0,0,0,0,0,16,4,0,0,6,0,0,0,0,0,2,0,0,0,0,10,0,0,0,7,0,6,0,0,38,0,0,0,0,0,2,0,0,1,0,0,0,3,0,3,0,0,0,0,0,0,2,0,0,0,46,0,0,0,1,0,0,0,0,0,0,49,0,0,0,0,0,0,0,0,3,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,15,0,0,17,0,0,106,0,0,0,2,0,0,0,7,0,2,0,0,0,7,48,0,2,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
author,Bassa Nera,BSN6,42.63847222,0.924333333,1891,"Garces-Pastor, S., Canellas-Bolta, N., Clavaguera, A., Calero, M. A. & Vegas-Vilarrubia, T. Vegetation shifts, human impact and peat bog development in Bassa Nera pond (Central Pyrenees) during the last millennium. The Holocene27, 553_565 (2017).",1,-55.1306943754359,9,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,30,0,0,0,0,122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,88,0,0,0,0,12,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,289,0,0,12,0,0,136,0,0,0,0,0,0,0,0,0,0,0,0,46,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
author,Bassa Nera,BSN6,42.63847222,0.924333333,1891,"Garces-Pastor, S., Canellas-Bolta, N., Clavaguera, A., Calero, M. A. & Vegas-Vilarrubia, T. Vegetation shifts, human impact and peat bog development in Bassa Nera pond (Central Pyrenees) during the last millennium. The Holocene27, 553_565 (2017).",5,-46.6812952014723,12,0,0,0,0,0,1,10,0,0,5,0,0,0,0,0,2,0,0,0,0,0,0,0,0,15,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,12,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,61,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,243,0,0,2,0,0,49,0,0,0,0,3,0,0,0,0,0,0,0,21,7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
author,Bassa Nera,BSN6,42.63847222,0.924333333,1891,"Garces-Pastor, S., Canellas-Bolta, N., Clavaguera, A., Calero, M. A. & Vegas-Vilarrubia, T. Vegetation shifts, human impact and peat bog development in Bassa Nera pond (Central Pyrenees) during the last millennium. The Holocene27, 553_565 (2017).",10,-34.8661164794653,4,0,0,0,0,0,1,3,0,0,3,0,0,0,0,0,1,0,0,0,0,2,0,0,0,5,0,0,0,0,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,169,0,0,2,0,0,21,0,0,0,0,4,0,0,0,0,0,0,0,24,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
author,Bassa Nera,BSN6,42.63847222,0.924333333,1891,"Garces-Pastor, S., Canellas-Bolta, N., Clavaguera, A., Calero, M. A. & Vegas-Vilarrubia, T. Vegetation shifts, human impact and peat bog development in Bassa Nera pond (Central Pyrenees) during the last millennium. The Holocene27, 553_565 (2017).",15,-23.5808525962805,6,0,0,0,0,0,1,4,0,0,4,0,0,0,0,0,0,0,0,0,0,2,0,0,0,4,0,0,0,0,2,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,183,0,0,5,0,0,42,0,0,0,0,4,0,0,0,0,0,0,0,14,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
author,Bassa Nera,BSN6,42.63847222,0.924333333,1891,"Garces-Pastor, S., Canellas-Bolta, N., Clavaguera, A., Calero, M. A. & Vegas-Vilarrubia, T. Vegetation shifts, human impact and peat bog development in Bassa Nera pond (Central Pyrenees) during the last millennium. The Holocene27, 553_565 (2017).",19,-14.2023107460674,12,0,0,0,0,0,2,2,0,0,4,0,0,0,0,0,1,0,0,0,0,1,0,0,0,4,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,1,46,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,259,0,1,3,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,8,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
author,Bassa Nera,BSN6,42.63847222,0.924333333,1891,"Garces-Pastor, S., Canellas-Bolta, N., Clavaguera, A., Calero, M. A. & Vegas-Vilarrubia, T. Vegetation shifts, human impact and peat bog development in Bassa Nera pond (Central Pyrenees) during the last millennium. The Holocene27, 553_565 (2017).",24,-3.14602806615653,4,0,0,0,0,0,0,4,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,120,0,0,36,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
author,Bassa Nera,BSN6,42.63847222,0.924333333,1891,"Garces-Pastor, S., Canellas-Bolta, N., Clavaguera, A., Calero, M. A. & Vegas-Vilarrubia, T. Vegetation shifts, human impact and peat bog development in Bassa Nera pond (Central Pyrenees) during the last millennium. The Holocene27, 553_565 (2017).",28,0.727581621813251,11,0,0,0,0,0,2,2,0,0,87,0,0,0,0,0,5,0,0,0,0,0,0,0,0,3,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,3,22,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,166,0,0,7,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,15,8,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
author,Bermu Mire,BERMU,39.4341,-4.146,783,"Luelmo-Lautenschlaeger, R., Pérez-Díaz, S., Alba-Sánchez, F., Abel-Schaad, D. & López-Sáez, J. A. Vegetation history in the Toledo Mountains (central Iberia): human impact during the last 1300 years. Sustainability10, 2575 (2018).",2,-71.30215535,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,4,7,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,19,0,0,0,0,68,0,0,0,0,0,0,0,0,0,0,30,0,0,0,1,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,8,0,0,141,0,0,0,0,4,7,0,0,0,3,0,0,92,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0
author,Bermu Mire,BERMU,39.4341,-4.146,783,"Luelmo-Lautenschlaeger, R., Pérez-Díaz, S., Alba-Sánchez, F., Abel-Schaad, D. & López-Sáez, J. A. Vegetation history in the Toledo Mountains (central Iberia): human impact during the last 1300 years. Sustainability10, 2575 (2018).",4,-65.30816722,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,1,0,6,20,0,0,0,0,0,0,0,0,0,65,0,0,0,0,0,0,0,14,0,0,0,0,52,0,0,0,0,0,0,0,0,0,0,44,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,2,0,0,108,0,0,0,0,3,15,0,0,0,7,0,0,91,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0
author,Bermu Mire,BERMU,39.4341,-4.146,783,"Luelmo-Lautenschlaeger, R., Pérez-Díaz, S., Alba-Sánchez, F., Abel-Schaad, D. & López-Sáez, J. A. Vegetation history in the Toledo Mountains (central Iberia): human impact during the last 1300 years. Sustainability10, 2575 (2018).",6,-59.82500435,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,1,0,4,6,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,14,0,0,0,0,65,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,3,0,0,116,0,0,0,0,2,7,0,0,0,4,0,0,93,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0
author,Bermu Mire,BERMU,39.4341,-4.146,783,"Luelmo-Lautenschlaeger, R., Pérez-Díaz, S., Alba-Sánchez, F., Abel-Schaad, D. & López-Sáez, J. A. Vegetation history in the Toledo Mountains (central Iberia): human impact during the last 1300 years. Sustainability10, 2575 (2018).",8,-54.28502784,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,2,0,2,3,0,0,0,0,0,0,0,0,0,15,0,0,0,0,2,0,0,14,0,0,0,0,77,0,0,0,0,0,0,0,0,0,0,31,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,7,0,0,125,0,0,0,0,1,1,0,0,0,2,0,0,97,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0
author,Bermu Mire,BERMU,39.4341,-4.146,783,"Luelmo-Lautenschlaeger, R., Pérez-Díaz, S., Alba-Sánchez, F., Abel-Schaad, D. & López-Sáez, J. A. Vegetation history in the Toledo Mountains (central Iberia): human impact during the last 1300 years. Sustainability10, 2575 (2018).",10,-49.46987621,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,0,1,0,0,0,0,26,0,0,0,0,0,0,0,0,2,0,8,4,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,8,0,0,0,0,70,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,93,0,0,0,0,3,7,0,0,0,8,0,0,155,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0
author,Bermu Mire,BERMU,39.4341,-4.146,783,"Luelmo-Lautenschlaeger, R., Pérez-Díaz, S., Alba-Sánchez, F., Abel-Schaad, D. & López-Sáez, J. A. Vegetation history in the Toledo Mountains (central Iberia): human impact during the last 1300 years. Sustainability10, 2575 (2018).",12,-44.07576401,0,0,0,0,0,0,0,8,0,0,1,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,1,0,4,9,0,0,0,0,0,0,0,0,0,13,0,0,0,0,2,0,0,39,0,0,0,0,61,0,0,0,0,0,0,0,0,0,0,11,0,0,0,3,0,0,0,0,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,17,0,0,108,0,0,0,0,0,0,0,0,0,6,0,0,135,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0
author,Bermu Mire,BERMU,39.4341,-4.146,783,"Luelmo-Lautenschlaeger, R., Pérez-Díaz, S., Alba-Sánchez, F., Abel-Schaad, D. & López-Sáez, J. A. Vegetation history in the Toledo Mountains (central Iberia): human impact during the last 1300 years. Sustainability10, 2575 (2018).",16,0.046742385,0,0,0,0,0,0,0,8,0,0,0,0,0,1,0,0,2,0,0,0,0,28,0,0,0,2,0,0,0,0,2,0,6,12,0,0,1,3,0,0,0,0,0,16,0,0,0,0,1,0,0,47,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,8,0,0,102,0,0,0,0,1,0,0,0,0,10,0,0,86,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,20,0,0,0,0,0,0,0,0,0
author,Bermu Mire,BERMU,39.4341,-4.146,783,"Luelmo-Lautenschlaeger, R., Pérez-Díaz, S., Alba-Sánchez, F., Abel-Schaad, D. & López-Sáez, J. A. Vegetation history in the Toledo Mountains (central Iberia): human impact during the last 1300 years. Sustainability10, 2575 (2018).",18,29.47613003,0,0,0,0,0,0,0,3,0,0,5,0,0,0,0,0,1,0,0,0,0,17,0,0,0,0,0,0,0,0,1,0,4,11,0,0,1,0,0,0,0,0,0,14,0,0,0,0,3,0,0,36,0,0,0,0,73,0,1,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,16,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,14,0,0,124,0,0,0,0,0,0,0,0,0,7,0,0,38,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,12,0,0,0,0,0,0,0,0,0
author,Borreguil de la Caldera,BdlC-01,37.0506,-3.3233,2992,"Ramos-Román, M. J. et al. Centennial-scale vegetation and North Atlantic Oscillation changes during the Late Holocene in the southern Iberia. Quat. Sci. Rev.143, 84_95 (2016).",0.25,-54.57117225,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,4,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,2,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
author,Borreguil de la Caldera,BdlC-01,37.0506,-3.3233,2992,"Ramos-Román, M. J. et al. Centennial-scale vegetation and North Atlantic Oscillation changes during the Late Holocene in the southern Iberia. Quat. Sci. Rev.143, 84_95 (2016).",0.75,-37.68019961,0,1,0,0,0,0,1,4,0,0,1,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,1,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,5,6,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
author,Borreguil de la Caldera,BdlC-01,37.0506,-3.3233,2992,"Ramos-Román, M. J. et al. Centennial-scale vegetation and North Atlantic Oscillation changes during the Late Holocene in the southern Iberia. Quat. Sci. Rev.143, 84_95 (2016).",1.25,-20.78922697,0,0,0,0,0,0,0,4,0,0,2,0,0,0,0,0,12,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,160,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,4,14,0,0,9,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
author,Borreguil de la Caldera,BdlC-01,37.0506,-3.3233,2992,"Ramos-Román, M. J. et al. Centennial-scale vegetation and North Atlantic Oscillation changes during the Late Holocene in the southern Iberia. Quat. Sci. Rev.143, 84_95 (2016).",1.75,-3.898254338,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,16,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
